;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; D2-EUO ;Bombardier DHC-8-402Q Dash 8;; 20 Jun 2010 ;lsd ; 11.9 Years ;;
; D2-EUQ ;Bombardier DHC-8-402Q Dash 8;; 5 Jan 2011 ;lsd ; 11.7 Years ;;
