;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EC-KRP ;Boeing 747-245F; Cargo ; 1 Jun 2008 ; Oct 2008 ; Stored ;;;
; EC-KJI ;McDonnell Douglas MD-87 (DC-9-87); Y116 ; 31 Aug 2007 ; 10 Aug 2009 ; Stored ;;;
; EC-KRV ;McDonnell Douglas MD-87 (DC-9-87); Y116 ; 18 Jul 2008 ; 24 Nov 2009 ;EC-KRV Saicus Air ;;;
