;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; LY-AQU ;Boeing 737-322(WL);; 17 Jan 2008 ; 25 Apr 2009 ;ES-LBA FlyLAL Charters Estonia ;lsf Q-Aviation ;;
; LY-AQV ;Boeing 737-35B; Y148 ; 5 May 2009 ; 31 Oct 2009 ;ES-LBD FlyLAL Charters Estonia ;lsd ;;
; LY-AWH ;Boeing 737-3Y0; Y148 ; 9 Nov 2009 ; 1 Jul 2010 ;LY-AWH SCAT Airlines ;;;
; LY-AWI ;Boeing 737-341;; 18 Dec 2009 ;; Scrapped ;lsd ;;
; LY-FLC ;Boeing 737-31S;; 7 Jul 2009 ; 22 Jul 2010 ;LY-FLC Small Planet Airlines ;;;
; LY-FLD ;Boeing 737-322;; 31 Oct 2009 ; Apr 2010 ;SP-HAA FlyLAL Charters Polska ;;;
; LY-FLE ;Boeing 737-3L9; Y148 ; 8 Jun 2010 ; 22 Jul 2010 ;LY-FLE Small Planet Airlines ;lsd ;;
; LY-AWF ;Boeing 737-522;; 3 Sep 2009 ; 30 Oct 2009 ;LY-AWF Tajik Air ;;;
; LY-AWG ;Boeing 737-522; CY124 ; 3 Sep 2009 ; 1 Oct 2009 ;LY-AWG Tajik Air ;;;
; LY-FLA ;Boeing 757-29J(WL); Y235 ; 23 Sep 2008 ; 22 Jul 2010 ;LY-FLA Small Planet Airlines ;;;
; LY-FLG ;Boeing 757-204; Y235 ; 21 May 2008 ; 25 May 2009 ;LY-FLG SCAT Airlines ;lsd ;;
