;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; UR-DAA ;Airbus A320-211;; 20 Jul 2005 ; 29 Mar 2011 ; Scrapped ;lsd ;;
; UR-DAB ;Airbus A320-231;; 19 Apr 2006 ; 22 Nov 2012 ;N790JM Jet Midwest Group ;lsd ;;
; UR-DAC ;Airbus A320-233;; 25 Apr 2008 ; 30 Apr 2013 ;EI-FBA BBAM ;;;
; UR-DAD ;Airbus A320-233;; 3 Apr 2008 ; 30 Apr 2013 ;EI-FBB BBAM ;lsd ;;
; UR-DAE ;Airbus A320-212;; 1 Mar 2011 ; Nov 2012 ;UR-DAE AeroSvit Airlines ;lsd ;;
; UR-DAJ ;Airbus A320-232;; 2 Aug 2011 ; 7 Dec 2012 ;UR-DAJ Windrose Airlines ;lsd ;;
; UR-DAK ;Airbus A320-211;; 21 Jun 2011 ; 31 May 2013 ;UR-DAK Aviatrans K ;;;
; UR-DAF ;Airbus A321-231;; 24 Dec 2010 ; 12 Apr 2013 ;UR-WRJ Windrose Airlines ;;;
