;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-50001 ;Airbus A320-232(WL); Y180 ; 28 Aug 2014 ;; 7.7 Years ;;
; B-50003 ;Airbus A320-232; Y180 ; 12 Nov 2014 ;lsd ; 10.6 Years ;;
; B-50005 ;Airbus A320-232(WL); Y180 ; 26 Mar 2015 ; Parked, lsd ; 7 Years ;;
; B-50006 ;Airbus A320-232(WL); Y180 ; 27 May 2015 ;lsd, Rakuten Monkeys cs ; 6.8 Years ;;
; B-50007 ;Airbus A320-232; Y180 ; 1 Jul 2015 ; Parked, lsd ; 10.4 Years ;;
; B-50008 ;Airbus A320-232(WL); Y180 ; 24 Aug 2015 ;lsd ; 6.6 Years ;;
; B-50011 ;Airbus A320-232(WL); Y180 ; 23 Dec 2015 ;lsd ; 6.2 Years ;;
; B-50015 ;Airbus A320-232(WL); Y180 ; 22 Jan 2016 ;lsd ; 6.1 Years ;;
; B-50016 ;Airbus A320-232(WL); Y180 ; 27 Jun 2016 ;lsd ; 5.7 Years ;;
; B-50017 ;Airbus A320-232(WL); Y180 ; 16 Feb 2017 ;lsd ; 5.1 Years ;;
; B-50018 ;Airbus A320-232(WL); Y180 ; 8 Dec 2017 ;lsd ; 4.2 Years ;;
; B-50021 ;Airbus A320-271N; Y180 ; 26 Mar 2021 ;lsd ; 1 Years ;;
; B-50022 ;Airbus A320-271N; Y180 ; 30 Jul 2021 ; Parked, lsd ; 0.7 Years ;;
