;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; XA-AAC ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 5 Nov 2007 ; Parked, lsd, opf Aeroméxico Connect ; 14.4 Years ;;
; XA-ACC ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 9 Dec 2011 ;opf Aeroméxico Connect ; 10.3 Years ;;
; XA-ACE ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 17 Feb 2012 ;opf Aeroméxico Connect ; 10.1 Years ;;
; XA-ACI ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 27 Mar 2012 ;opf Aeroméxico Connect ; 10 Years ;;
; XA-ACJ ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 20 Apr 2012 ;opf Aeroméxico Connect ; 9.9 Years ;;
; XA-ACK ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 11 May 2012 ;lsd, opf Aeroméxico Connect ; 9.9 Years ;;
; XA-ACM ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 25 May 2012 ;opf Aeroméxico Connect ; 9.8 Years ;;
; XA-ACN ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 22 Jun 2012 ;opf Aeroméxico Connect ; 9.8 Years ;;
; XA-ACS ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 5 Jul 2012 ;lsd, opf Aeroméxico Connect ; 9.7 Years ;;
; XA-ACT ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 20 Jul 2012 ;opf Aeroméxico Connect ; 9.7 Years ;;
; XA-AEC ;Embraer ERJ-190AR (ERJ-190-100 IGW); C11Y88 ; 27 Feb 2017 ;lsd, opf Aeroméxico Connect ; 15.6 Years ;;
; XA-AEE ;Embraer ERJ-190AR (ERJ-190-100 IGW); C11Y88 ; 27 Mar 2017 ;lsd, opf Aeroméxico Connect ; 15.8 Years ;;
; XA-AEF ;Embraer ERJ-190AR (ERJ-190-100 IGW); C11Y88 ; 22 May 2017 ;lsd, opf Aeroméxico Connect ; 15.6 Years ;;
; XA-AEH ;Embraer ERJ-190AR (ERJ-190-100 IGW); C11Y88 ; 10 Jul 2017 ;lsd, opf Aeroméxico Connect ; 15 Years ;;
; XA-AEI ;Embraer ERJ-190AR (ERJ-190-100 IGW); C11Y88 ; 7 Aug 2017 ;lsd, opf Aeroméxico Connect ; 14.2 Years ;;
; XA-AEL ;Embraer ERJ-190AR (ERJ-190-100 IGW); C11Y88 ; 22 Sep 2017 ;lsd, opf Aeroméxico Connect ; 14.6 Years ;;
; XA-AEM ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 24 Oct 2017 ;lsd, opf Aeroméxico Connect ; 14.5 Years ;;
; XA-AEN ;Embraer ERJ-190AR (ERJ-190-100 IGW); C11Y88 ; 13 Nov 2017 ;lsd, opf Aeroméxico Connect ; 14 Years ;;
; XA-AEO ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 18 Jan 2018 ; Parked, lsd, opf Aeroméxico Connect ; 13.1 Years ;;
; XA-AEP ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 18 May 2018 ;lsd, opf Aeroméxico Connect ; 13 Years ;;
; XA-ALL ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 4 Mar 2016 ;lsd, opf Aeroméxico Connect ; 14.4 Years ;;
; XA-ALP ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 22 Mar 2016 ;lsd, opf Aeroméxico Connect ; 14.3 Years ;;
; XA-ALU ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 13 Oct 2016 ;lsd, opf Aeroméxico Connect ; 13.7 Years ;;
; XA-ALW ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 2 Nov 2016 ;lsd, opf Aeroméxico Connect ; 13.5 Years ;;
; XA-ALY ;Embraer ERJ-190AR (ERJ-190-100 IGW); C11Y88 ; 22 Dec 2016 ;lsd, opf Aeroméxico Connect ; 16 Years ;;
; XA-ALZ ;Embraer ERJ-190AR (ERJ-190-100 IGW); C11Y88 ; 27 Jan 2017 ;lsd, opf Aeroméxico Connect ; 15.8 Years ;;
; XA-BAC ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 23 Nov 2007 ;lsd, opf Aeroméxico Connect ; 14.3 Years ;;
; XA-CAC ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 6 Dec 2007 ;lsd, opf Aeroméxico Connect ; 14.3 Years ;;
; XA-DAC ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 6 Aug 2011 ;opf Aeroméxico Connect ; 10.6 Years ;;
; XA-EAC ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 26 Jan 2008 ;lsd, opf Aeroméxico Connect ; 14.2 Years ;;
; XA-FAC ;Embraer ERJ-190LR (ERJ-190-100 LR); C11Y88 ; 9 Dec 2008 ;lsd, opf Aeroméxico Connect ; 13.3 Years ;;
