;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-5811 ;Boeing 737-76J(WL); Y144 ; 25 Dec 2013 ;; 11.2 Years ;;
; B-5812 ;Boeing 737-76J(WL); Y144 ; 9 Jan 2014 ;; 11.2 Years ;;
; B-5829 ;Boeing 737-7ME(WL); C8Y126 ; 21 Nov 2014 ;lsd ; 7.3 Years ;;
; B-5830 ;Boeing 737-7ME(WL); C8Y126 ; 15 Apr 2015 ;lsd ; 6.9 Years ;;
; B-6109 ;Boeing 737-76J(WL); Y144 ; 6 Aug 2015 ;lsd ; 13.3 Years ;;
; B-6110 ;Boeing 737-76J(WL); Y144 ; 23 Sep 2015 ;lsd ; 13.1 Years ;;
; B-7088 ;Boeing 737-7ME(WL); C8Y126 ; 12 Aug 2016 ;lsd ; 5.7 Years ;;
; B-1185 ;Boeing 737-8JP(WL); Y186 ; 6 Jan 2020 ;lsd, "20th" sticker ; 8.6 Years ;;
; B-1186 ;Boeing 737-8ME(WL); Y186 ; 30 Aug 2018 ;lsd ; 3.7 Years ;;
; B-1188 ;Boeing 737-8KF(WL); Y189 ; 21 Sep 2018 ;lsd ; 3.5 Years ;;
; B-1189 ;Boeing 737-8JP(WL); Y186 ; 29 Apr 2019 ;lsd ; 6.7 Years ;;
; B-1593 ;Boeing 737-84P(WL); Y189 ; 30 Nov 2016 ;lsd ; 5.4 Years ;;
; B-1595 ;Boeing 737-84P(WL); Y189 ; 30 Nov 2016 ;lsd ; 5.3 Years ;;
; B-1596 ;Boeing 737-8ME(WL); Y186 ; 28 Sep 2017 ; Parked, lsd ; 4.5 Years ;;
; B-1597 ;Boeing 737-8ME(WL); Y186 ; 19 Jun 2017 ;lsd ; 4.7 Years ;;
; B-1598 ;Boeing 737-8ME(WL); Y186 ; 29 Dec 2017 ;lsd ; 4.2 Years ;;
; B-1960 ;Boeing 737-86J(WL); C8Y168 ; 16 Apr 2014 ;lsd ; 8.2 Years ;;
; B-221G ;Boeing 737-84P(WL); Y189 ; 26 Jul 2021 ;lsd ; 13.1 Years ;;
; B-7865 ;Boeing 737-86J(WL); Y186 ; 16 May 2016 ;lsd ; 8.7 Years ;;
; B-7866 ;Boeing 737-86J(WL); Y186 ; 16 May 2016 ;lsd ; 8.6 Years ;;
; B-7867 ;Boeing 737-86J(WL); Y186 ; 8 Sep 2016 ;lsd ; 8.4 Years ;;
