;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HK-5393 ;Airbus A320-214;; 23 Dec 2021 ;lsd ; 16 Years ;;
; HK-5394 ;Airbus A320-214; Y180 ; 16 Feb 2022 ; Parked, lsd ; 11.4 Years ;;
; HK-5395 ;Airbus A320-214;; Due ; Stored, lsd ; 15.1 Years ;;
; HK-5396 ;Airbus A320-214; Y180 ; 9 Feb 2022 ; Parked, lsd ; 11.6 Years ;;
; HK-5402 ;Airbus A320-214;; Due ; Stored, lsd ; 15.4 Years ;;
