;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; G-JOTF ;British Aerospace 146-300QT; Cargo ; 17 Aug 2018 ;; 31.2 Years ;;
; G-JOTS ;British Aerospace Avro RJ100; Y97 or C58 ; 7 May 2017 ;; 22.6 Years ;;
; G-JOTR ;British Aerospace Avro RJ85; Y95 ; 12 Jan 2016 ;; 25.4 Years ;;
