;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ZS-CMB ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 30 Jan 2017 ;; 24.2 Years ;;
; ZS-CMD ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 21 Aug 2014 ;lst Proflight Zambia as 9J-PZA ; 25.5 Years ;;
; ZS-CMK ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 7 Sep 2016 ; Parked ; 23.4 Years ;;
; ZS-CRJ ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 22 Mar 2012 ;; 22.5 Years ;;
; ZS-KEM ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 27 Jan 2014 ; Parked JNB ; 23 Years ;;
; ZS-CMF ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 13 Jul 2015 ;; 16.8 Years ;;
; ZS-CMG ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 30 Oct 2015 ;; 16.9 Years ;;
; ZS-CMP ;Bombardier CRJ-900LR (CL-600-2D24);; 3 Oct 2017 ;; 15.6 Years ;;
; ZS-DHD ;Bombardier DHC-8-402Q Dash 8;; 7 Nov 2017 ;lsd ; 17.1 Years ;;
; ZS-DHG ;Bombardier DHC-8-402Q Dash 8; Y76 ; 11 Sep 2018 ;lsd ; 17.1 Years ;;
; ZS-DHJ ;Bombardier DHC-8-402Q Dash 8;; Due ; Stored ; 17.4 Years ;;
; ZS-DHC ;De Havilland Canada DHC-8-102 Dash 8;; 11 Nov 2014 ;; 36 Years ;;
; ZS-DHA ;De Havilland Canada DHC-8-311Q Dash 8;; 2 Jun 2016 ;; 21 Years ;;
; ZS-DSH ;De Havilland Canada DHC-8-311Q Dash 8;; 29 Nov 2016 ;; 24.4 Years ;;
