;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N8716B ;Boeing 737-8 MAX; Y175 ; 31 Oct 2017 ;; 8716 ; 4.4 Years ;;;
; N8717M ;Boeing 737-8 MAX; Y175 ; 29 Mar 2018 ;; 8717 ; 3.9 Years ;;;
; N8718Q ;Boeing 737-8 MAX; Y175 ; 30 Apr 2018 ;; 8718 ; 3.9 Years ;;;
; N8719Q ;Boeing 737-8 MAX; Y175 ; 20 Jul 2018 ;; 8719 ; 3.7 Years ;;;
; N8720L ;Boeing 737-8 MAX; Y175 ; 31 Jul 2018 ;; 8720 ; 3.7 Years ;;;
; N8721J ;Boeing 737-8 MAX; Y175 ; 20 Sep 2018 ;; 8721 ; 3.5 Years ;;;
; N8722L ;Boeing 737-8 MAX; Y175 ; 30 Sep 2018 ;; 8722 ; 3.5 Years ;;;
; N8723Q ;Boeing 737-8 MAX; Y175 ; 29 Oct 2018 ;; 8723 ; 3.4 Years ;;;
; N8724J ;Boeing 737-8 MAX; Y175 ; 23 Oct 2018 ;; 8724 ; 3.4 Years ;;;
; N8725L ;Boeing 737-8 MAX; Y175 ; 30 Oct 2018 ;; 8725 ; 3.4 Years ;;;
; N8726H ;Boeing 737-8 MAX; Y175 ; 24 Sep 2018 ;; 8726 ; 3.5 Years ;;;
; N8727M ;Boeing 737-8 MAX; Y175 ; 28 Sep 2018 ;; 8727 ; 3.4 Years ;;;
; N8728Q ;Boeing 737-8 MAX; Y175 ; 27 Dec 2018 ;; 8728 ; 3.2 Years ;;;
; N8729H ;Boeing 737-8 MAX; Y175 ; 31 Dec 2018 ;; 8729 ; 3.2 Years ;;;
; N8730Q ;Boeing 737-8 MAX; Y175 ; 21 Dec 2018 ;; 8730 ; 3.2 Years ;;;
; N8731J ;Boeing 737-8 MAX; Y175 ; 20 Dec 2018 ;; 8731 ; 3.2 Years ;;;
; N8732S ;Boeing 737-8 MAX; Y175 ; 28 Dec 2018 ;; 8732 ; 3.2 Years ;;;
; N8733M ;Boeing 737-8 MAX; Y175 ; 13 Feb 2019 ;lsd ; 8733 ; 3.1 Years ;;;
; N8734Q ;Boeing 737-8 MAX; Y175 ; 20 Feb 2019 ;lsd ; 8734 ; 3.1 Years ;;;
; N8735L ;Boeing 737-8 MAX; Y175 ; 28 Feb 2019 ;lsd ; 8735 ; 3 Years ;;;
; N8736J ;Boeing 737-8 MAX; Y175 ; 20 Dec 2020 ;lsd ; 8736 ; 2.8 Years ;;;
; N8737L ;Boeing 737-8 MAX; Y175 ; 20 Dec 2020 ;lsd ; 8737 ; 2.7 Years ;;;
; N8738K ;Boeing 737-8 MAX; Y175 ; 29 Dec 2020 ;lsd ; 8738 ; 2.7 Years ;;;
; N8739L ;Boeing 737-8 MAX; Y175 ; 5 Jan 2021 ;lsd ; 8739 ; 2.7 Years ;;;
; N8740A ;Boeing 737-8 MAX; Y175 ; 12 Jan 2021 ;lsd ; 8740 ; 2.5 Years ;;;
; N8741L ;Boeing 737-8 MAX; Y175 ; 6 Feb 2021 ;lsd ; 8741 ; 2.4 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N8742M ;Boeing 737-8 MAX; Y175 ; 20 Jan 2021 ;lsd ; 8742 ; 2.4 Years ;;;
; N8743K ;Boeing 737-8 MAX; Y175 ; 26 Jan 2021 ;lsd ; 8743 ; 2.4 Years ;;;
; N8744B ;Boeing 737-8 MAX; Y175 ; 9 Jan 2021 ;lsd ; 8744 ; 2.2 Years ;;;
; N8745K ;Boeing 737-8 MAX; Y175 ; 10 Jan 2021 ;lsd ; 8745 ; 2.1 Years ;;;
; N8746Q ;Boeing 737-8 MAX; Y175 ; 8 Jan 2021 ;lsd ; 8746 ; 1.6 Years ;;;
; N8747Q ;Boeing 737-8 MAX; Y175 ; 13 Jan 2021 ;lsd ; 8747 ; 1.4 Years ;;;
; N8748Q ;Boeing 737-8 MAX; Y175 ; 11 Jan 2021 ;lsd ; 8748 ; 1.2 Years ;;;
; N8749Q ;Boeing 737-8 MAX; Y175 ; 29 Jan 2021 ;lsd ; 8749 ; 1.1 Years ;;;
; N8750Q ;Boeing 737-8 MAX; Y175 ; 3 Mar 2021 ;lsd ; 8750 ; 1 Years ;;;
; N8751R ;Boeing 737-8 MAX; Y175 ; 22 Sep 2021 ;lsd ; 8751 ; 0.6 Years ;;;
; N8755L ;Boeing 737-8 MAX; Y175 ; On Order ;; 8755 ;;;;
; N8800L ;Boeing 737-8 MAX; Y175 ; 17 Feb 2021 ;; 8800 ; 2.4 Years ;;;
; N8801Q ;Boeing 737-8 MAX; Y175 ; 24 Feb 2021 ;; 8801 ; 2.5 Years ;;;
; N8802Q ;Boeing 737-8 MAX; Y175 ; 4 Mar 2021 ;; 8802 ; 2.5 Years ;;;
; N8803L ;Boeing 737-8 MAX; Y175 ; 27 Feb 2021 ;; 8803 ; 2.5 Years ;;;
; N8804L ;Boeing 737-8 MAX; Y175 ; 28 May 2021 ;; 8804 ; 2.5 Years ;;;
; N8805L ;Boeing 737-8 MAX; Y175 ; 11 Mar 2021 ;; 8805 ; 2.4 Years ;;;
; N8806Q ;Boeing 737-8 MAX; Y175 ; 12 Mar 2021 ;; 8806 ; 2.4 Years ;;;
; N8807L ;Boeing 737-8 MAX; Y175 ; 7 Jun 2021 ;; 8807 ; 2.4 Years ;;;
; N8808Q ;Boeing 737-8 MAX; Y175 ; 25 May 2021 ;; 8808 ; 2.2 Years ;;;
; N8809L ;Boeing 737-8 MAX; Y175 ; 27 May 2021 ;; 8809 ; 2.3 Years ;;;
; N8810L ;Boeing 737-8 MAX; Y175 ; 2 Apr 2021 ;; 8810 ; 2.2 Years ;;;
; N8811L ;Boeing 737-8 MAX; Y175 ; 2 Apr 2021 ;; 8811 ; 2.2 Years ;;;
; N8812Q ;Boeing 737-8 MAX; Y175 ; 20 May 2021 ;; 8812 ; 2.1 Years ;;;
; N8813Q ;Boeing 737-8 MAX; Y175 ; 24 May 2021 ;; 8813 ; 2.1 Years ;;;
; N8814K ;Boeing 737-8 MAX; Y175 ; 19 May 2021 ;; 8814 ; 2.1 Years ;;;
; N8815L ;Boeing 737-8 MAX; Y175 ; 7 Apr 2021 ;; 8815 ; 2.1 Years ;;;
; N8816Q ;Boeing 737-8 MAX; Y175 ; 4 Jun 2021 ;; 8816 ; 2 Years ;;;
; N8817L ;Boeing 737-8 MAX; Y175 ; 23 Feb 2021 ;; 8817 ; 1.5 Years ;;;
; N8818Q ;Boeing 737-8 MAX; Y175 ; 9 Feb 2021 ;; 8818 ; 1.1 Years ;;;
; N200WN ;Boeing 737-7H4(WL); Y143 ; 26 Jan 2005 ;; 200 ; 17.1 Years ;;;
; N201LV ;Boeing 737-7H4(WL); Y143 ; 16 Feb 2005 ;; 201 ; 17.1 Years ;;;
; N202WN ;Boeing 737-7H4(WL); Y143 ; 17 Feb 2005 ;; 202 ; 17.1 Years ;;;
; N203WN ;Boeing 737-7H4(WL); Y143 ; 23 Feb 2005 ;; 203 ; 17 Years ;;;
; N204WN ;Boeing 737-7H4(WL); Y143 ; 9 Mar 2005 ;; 204 ; 17 Years ;;;
; N205WN ;Boeing 737-7H4(WL); Y143 ; 16 Mar 2005 ;; 205 ; 17 Years ;;;
; N206WN ;Boeing 737-7H4(WL); Y143 ; 28 Mar 2005 ;; 206 ; 17 Years ;;;
; N207WN ;Boeing 737-7H4(WL); Y143 ; 31 Mar 2005 ;; 207 ; 17 Years ;;;
; N208WN ;Boeing 737-7H4(WL); Y143 ; 1 Apr 2005 ;; 208 ; 17 Years ;;;
; N209WN ;Boeing 737-7H4(WL); Y143 ; 27 Apr 2005 ;; 209 ; 16.9 Years ;;;
; N210WN ;Boeing 737-7H4(WL); Y143 ; 13 Apr 2005 ;; 210 ; 16.9 Years ;;;
; N211WN ;Boeing 737-7H4(WL); Y143 ; 29 Apr 2005 ;; 211 ; 16.9 Years ;;;
; N212WN ;Boeing 737-7H4(WL); Y143 ; 16 May 2005 ;; 212 ; 16.8 Years ;;;
; N213WN ;Boeing 737-7H4(WL); Y143 ; 31 May 2005 ;; 213 ; 16.8 Years ;;;
; N214WN ;Boeing 737-7H4(WL); Y143 ; 7 Jun 2005 ;Maryland One cs ; 214 ; 16.8 Years ;;;
; N215WN ;Boeing 737-7H4(WL); Y143 ; 7 Jun 2005 ;; 215 ; 16.8 Years ;;;
; N216WR ;Boeing 737-7H4(WL); Y143 ; 28 Jun 2005 ; Parked ; 216 ; 16.7 Years ;;;
; N217JC ;Boeing 737-7H4(WL); Y143 ; 30 Jun 2005 ;; 217 ; 16.7 Years ;;;
; N218WN ;Boeing 737-7H4(WL); Y143 ; 6 Jul 2005 ;; 218 ; 16.7 Years ;;;
; N219WN ;Boeing 737-7H4(WL); Y143 ; 11 Jul 2005 ;; 219 ; 16.7 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N220WN ;Boeing 737-7H4(WL); Y143 ; 1 Aug 2005 ;; 220 ; 16.6 Years ;;;
; N221WN ;Boeing 737-7H4(WL); Y143 ; 24 Aug 2005 ;; 221 ; 16.6 Years ;;;
; N222WN ;Boeing 737-7H4(WL); Y143 ; 1 Sep 2005 ;; 222 ; 16.5 Years ;;;
; N223WN ;Boeing 737-7H4(WL); Y143 ; 26 Oct 2005 ;; 223 ; 16.4 Years ;;;
; N224WN ;Boeing 737-7H4(WL); Y143 ; 29 Oct 2005 ;; 224 ; 16.4 Years ;;;
; N225WN ;Boeing 737-7H4(WL); Y143 ; 8 Dec 2005 ;; 225 ; 16.3 Years ;;;
; N226WN ;Boeing 737-7H4(WL); Y143 ; 30 Nov 2005 ;; 226 ; 16.3 Years ;;;
; N227WN ;Boeing 737-7H4(WL); Y143 ; 13 Dec 2005 ;; 227 ; 16.2 Years ;;;
; N228WN ;Boeing 737-7H4(WL); Y143 ; 19 Dec 2005 ;; 228 ; 16.2 Years ;;;
; N229WN ;Boeing 737-7H4(WL); Y143 ; 30 Jan 2006 ;; 229 ; 16.1 Years ;;;
; N230WN ;Boeing 737-7H4(WL); Y143 ; 14 Feb 2006 ;Colorado One cs ; 230 ; 16.1 Years ;;;
; N231WN ;Boeing 737-7H4(WL); Y143 ; 27 Feb 2006 ;; 231 ; 16 Years ;;;
; N232WN ;Boeing 737-7H4(WL); Y143 ; 7 Mar 2006 ;; 232 ; 16 Years ;;;
; N233LV ;Boeing 737-7H4(WL); Y143 ; 13 Mar 2006 ;; 233 ; 16 Years ;;;
; N234WN ;Boeing 737-7H4(WL); Y143 ; 28 Mar 2006 ;; 234 ; 15.9 Years ;;;
; N235WN ;Boeing 737-7H4(WL); Y143 ; 11 Apr 2006 ; Parked ; 235 ; 15.9 Years ;;;
; N236WN ;Boeing 737-7H4(WL); Y143 ; 25 Apr 2006 ;; 236 ; 15.9 Years ;;;
; N237WN ;Boeing 737-7H4(WL); Y143 ; 27 Apr 2006 ; Parked ; 237 ; 15.9 Years ;;;
; N238WN ;Boeing 737-7H4(WL); Y143 ; 22 May 2006 ; Parked ; 238 ; 15.8 Years ;;;
; N239WN ;Boeing 737-7H4(WL); Y143 ; 30 May 2006 ;; 239 ; 15.8 Years ;;;
; N240WN ;Boeing 737-7H4(WL); Y143 ; 5 Jun 2006 ;; 240 ; 15.8 Years ;;;
; N241WN ;Boeing 737-7H4(WL); Y143 ; 12 Jun 2006 ;; 241 ; 15.8 Years ;;;
; N242WN ;Boeing 737-7H4(WL); Y143 ; 21 Jun 2006 ;; 242 ; 15.7 Years ;;;
; N243WN ;Boeing 737-7H4(WL); Y143 ; 21 Jun 2006 ; Parked ; 243 ; 15.7 Years ;;;
; N244WN ;Boeing 737-7H4(WL); Y143 ; 28 Jun 2006 ;; 244 ; 15.7 Years ;;;
; N245WN ;Boeing 737-7H4(WL); Y143 ; 30 Jun 2006 ;; 245 ; 15.7 Years ;;;
; N246LV ;Boeing 737-7H4(WL); Y143 ; 6 Jul 2006 ;; 246 ; 15.7 Years ;;;
; N247WN ;Boeing 737-7H4(WL); Y143 ; 12 Jul 2006 ;; 247 ; 15.7 Years ;;;
; N248WN ;Boeing 737-7H4(WL); Y143 ; 26 Jul 2006 ;"2000th 737NG" titles ; 248 ; 15.6 Years ;;;
; N249WN ;Boeing 737-7H4(WL); Y143 ; 31 Jul 2006 ;; 249 ; 15.6 Years ;;;
; N250WN ;Boeing 737-7H4(WL); Y143 ; 11 Aug 2006 ;; 250 ; 15.6 Years ;;;
; N251WN ;Boeing 737-7H4(WL); Y143 ; 17 Aug 2006 ;; 251 ; 15.6 Years ;;;
; N252WN ;Boeing 737-7H4(WL); Y143 ; 21 Aug 2006 ;; 252 ; 15.6 Years ;;;
; N253WN ;Boeing 737-7H4(WL); Y143 ; 5 Sep 2006 ;; 253 ; 15.5 Years ;;;
; N254WN ;Boeing 737-7H4(WL); Y143 ; 6 Sep 2006 ;; 254 ; 15.5 Years ;;;
; N255WN ;Boeing 737-7H4(WL); Y143 ; 19 Sep 2006 ;; 255 ; 15.5 Years ;;;
; N256WN ;Boeing 737-7H4(WL); Y143 ; 27 Sep 2006 ;; 256 ; 15.5 Years ;;;
; N257WN ;Boeing 737-7H4(WL); Y143 ; 28 Sep 2006 ;; 257 ; 15.4 Years ;;;
; N258WN ;Boeing 737-7H4(WL); Y143 ; 17 Oct 2006 ;; 258 ; 15.4 Years ;;;
; N259WN ;Boeing 737-7H4(WL); Y143 ; 1 Nov 2006 ;; 259 ; 15.4 Years ;;;
; N260WN ;Boeing 737-7H4(WL); Y143 ; 22 Nov 2006 ;; 260 ; 15.3 Years ;;;
; N261WN ;Boeing 737-7H4(WL); Y143 ; 14 Dec 2006 ;; 261 ; 15.2 Years ;;;
; N262WN ;Boeing 737-7H4(WL); Y143 ; 21 Dec 2006 ;; 262 ; 15.2 Years ;;;
; N263WN ;Boeing 737-7H4(WL); Y143 ; 17 Jan 2007 ;; 263 ; 15.1 Years ;;;
; N264LV ;Boeing 737-7H4(WL); Y143 ; 24 Jan 2007 ;; 264 ; 15.1 Years ;;;
; N265WN ;Boeing 737-7H4(WL); Y143 ; 6 Feb 2007 ;; 265 ; 15.1 Years ;;;
; N266WN ;Boeing 737-7H4(WL); Y143 ; 13 Feb 2007 ;Colleen Barrett - Heroine Of The Heart ; 266 ; 15.1 Years ;;;
; N267WN ;Boeing 737-7H4(WL); Y143 ; 26 Feb 2007 ;; 267 ; 15 Years ;;;
; N268WN ;Boeing 737-7H4(WL); Y143 ; 5 Mar 2007 ;; 268 ; 15 Years ;;;
; N269WN ;Boeing 737-7H4(WL); Y143 ; 13 Mar 2007 ;; 269 ; 15 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N271LV ;Boeing 737-705(WL); Y143 ; 17 Oct 2006 ;; 271 ; 23.5 Years ;;;
; N272WN ;Boeing 737-7H4(WL); Y143 ; 29 Mar 2007 ;; 272 ; 15 Years ;;;
; N273WN ;Boeing 737-7H4(WL); Y143 ; 16 Apr 2007 ;; 273 ; 14.9 Years ;;;
; N274WN ;Boeing 737-7H4(WL); Y143 ; 23 Apr 2007 ;; 274 ; 14.9 Years ;;;
; N275WN ;Boeing 737-7H4(WL); Y143 ; 3 May 2007 ;; 275 ; 14.9 Years ;;;
; N276WN ;Boeing 737-7H4(WL); Y143 ; 14 May 2007 ;; 276 ; 14.8 Years ;;;
; N277WN ;Boeing 737-7H4(WL); Y143 ; 24 May 2007 ;; 277 ; 14.8 Years ;;;
; N278WN ;Boeing 737-7H4(WL); Y143 ; 31 May 2007 ;; 278 ; 14.8 Years ;;;
; N279WN ;Boeing 737-7H4(WL); Y143 ; 11 Jun 2007 ;; 279 ; 14.8 Years ;;;
; N280WN ;Boeing 737-7H4(WL); Y143 ; 20 Jun 2007 ;Missouri One, Missouri One cs ; 280 ; 14.7 Years ;;;
; N281WN ;Boeing 737-7H4(WL); Y143 ; 28 Jun 2007 ;"500th WN 737" sticker ; 281 ; 14.7 Years ;;;
; N282WN ;Boeing 737-7H4(WL); Y143 ; 16 Jul 2007 ;; 282 ; 14.7 Years ;;;
; N283WN ;Boeing 737-7H4(WL); Y143 ; 19 Jul 2007 ;; 283 ; 14.7 Years ;;;
; N284WN ;Boeing 737-7H4(WL); Y143 ; 26 Jul 2007 ;; 284 ; 14.6 Years ;;;
; N285WN ;Boeing 737-7H4(WL); Y143 ; 8 Aug 2007 ;; 285 ; 14.6 Years ;;;
; N286WN ;Boeing 737-7H4(WL); Y143 ; 5 Jul 2006 ;; 286 ; 17.7 Years ;;;
; N287WN ;Boeing 737-7H4(WL); Y143 ; 9 Aug 2007 ;; 287 ; 14.6 Years ;;;
; N288WN ;Boeing 737-7H4(WL); Y143 ; 15 Aug 2007 ;; 288 ; 14.6 Years ;;;
; N289CT ;Boeing 737-7H4(WL); Y143 ; 20 Aug 2007 ;; 289 ; 14.6 Years ;;;
; N290WN ;Boeing 737-7H4(WL); Y143 ; 23 Aug 2007 ;; 290 ; 14.5 Years ;;;
; N291WN ;Boeing 737-7H4(WL); Y143 ; 12 Sep 2007 ;; 291 ; 14.5 Years ;;;
; N292WN ;Boeing 737-7H4(WL); Y143 ; 18 Sep 2007 ;; 292 ; 14.5 Years ;;;
; N293WN ;Boeing 737-7H4(WL); Y143 ; 24 Sep 2007 ;; 293 ; 14.5 Years ;;;
; N294WN ;Boeing 737-7H4(WL); Y143 ; 1 Oct 2007 ;; 294 ; 14.5 Years ;;;
; N295WN ;Boeing 737-7H4(WL); Y143 ; 29 Oct 2007 ;; 295 ; 14.4 Years ;;;
; N296WN ;Boeing 737-7H4(WL); Y143 ; 23 Oct 2007 ;; 296 ; 14.4 Years ;;;
; N297WN ;Boeing 737-7H4(WL); Y143 ; 29 Oct 2007 ;; 297 ; 14.4 Years ;;;
; N298WN ;Boeing 737-7H4(WL); Y143 ; 29 Nov 2007 ;; 298 ; 14.3 Years ;;;
; N299WN ;Boeing 737-7H4(WL); Y143 ; 20 Nov 2007 ; Parked ; 299 ; 14.3 Years ;;;
; N400WN ;Boeing 737-7H4(WL); Y143 ; 28 Mar 2001 ;; 400 ; 20.9 Years ;;;
; N401WN ;Boeing 737-7H4(WL); Y143 ; 29 Mar 2001 ; Parked ; 401 ; 20.9 Years ;;;
; N402WN ;Boeing 737-7H4(WL); Y143 ; 30 Mar 2001 ; Parked PAE ; 402 ; 21 Years ;;;
; N403WN ;Boeing 737-7H4(WL); Y143 ; 16 Apr 2001 ;; 403 ; 20.9 Years ;;;
; N404WN ;Boeing 737-7H4(WL); Y143 ; 29 Jun 2001 ;; 404 ; 20.7 Years ;;;
; N405WN ;Boeing 737-7H4(WL); Y143 ; 28 Jun 2001 ;; 405 ; 20.7 Years ;;;
; N406WN ;Boeing 737-7H4(WL); Y143 ; 28 Jun 2001 ;; 406 ; 20.7 Years ;;;
; N407WN ;Boeing 737-7H4(WL); Y143 ; 27 Jul 2001 ;; 407 ; 20.6 Years ;;;
; N408WN ;Boeing 737-7H4(WL); Y143 ; 7 Sep 2001 ;; 408 ; 20.5 Years ;;;
; N409WN ;Boeing 737-7H4(WL); Y143 ; 19 Dec 2001 ;Triple Crown One cs ; 409 ; 20.5 Years ;;;
; N410WN ;Boeing 737-7H4(WL); Y143 ; 13 Nov 2001 ;; 410 ; 20.5 Years ;;;
; N411WN ;Boeing 737-7H4(WL); Y143 ; 13 Nov 2001 ;; 411 ; 20.5 Years ;;;
; N412WN ;Boeing 737-7H4(WL); Y143 ; 13 Nov 2001 ;; 412 ; 20.5 Years ;;;
; N413WN ;Boeing 737-7H4(WL); Y143 ; 13 Nov 2001 ;; 413 ; 20.4 Years ;;;
; N414WN ;Boeing 737-7H4(WL); Y143 ; 13 Nov 2001 ;; 414 ; 20.4 Years ;;;
; N415WN ;Boeing 737-7H4(WL); Y143 ; 13 Nov 2001 ;; 415 ; 20.4 Years ;;;
; N416WN ;Boeing 737-7H4(WL); Y143 ; 13 Nov 2001 ;; 416 ; 20.4 Years ;;;
; N417WN ;Boeing 737-7H4(WL); Y143 ; 13 Nov 2001 ;The Rollin W King ; 417 ; 20.4 Years ;;;
; N418WN ;Boeing 737-7H4(WL); Y143 ; 13 Nov 2001 ;; 418 ; 20.3 Years ;;;
; N419WN ;Boeing 737-7H4(WL); Y143 ; 19 Dec 2001 ;; 419 ; 20.3 Years ;;;
; N420WN ;Boeing 737-7H4(WL); Y143 ; 10 Jan 2002 ;; 420 ; 20.2 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N421LV ;Boeing 737-7H4(WL); Y143 ; 5 Feb 2002 ;; 421 ; 20.2 Years ;;;
; N422WN ;Boeing 737-7H4(WL); Y143 ; 28 Mar 2002 ;; 422 ; 20 Years ;;;
; N423WN ;Boeing 737-7H4(WL); Y143 ; 29 Mar 2002 ;; 423 ; 20 Years ;;;
; N424WN ;Boeing 737-7H4(WL); Y143 ; 12 Apr 2002 ;; 424 ; 19.9 Years ;;;
; N425LV ;Boeing 737-7H4(WL); Y143 ; 12 Apr 2002 ; Parked ; 425 ; 19.9 Years ;;;
; N426WN ;Boeing 737-7H4(WL); Y143 ; 24 Apr 2002 ; Parked ; 426 ; 19.9 Years ;;;
; N427WN ;Boeing 737-7H4(WL); Y143 ; 24 Apr 2002 ;; 427 ; 19.9 Years ;;;
; N428WN ;Boeing 737-7H4(WL); Y143 ; 14 Nov 2002 ;; 428 ; 19.3 Years ;;;
; N429WN ;Boeing 737-7H4(WL); Y143 ; 16 Dec 2002 ;; 429 ; 19.2 Years ;;;
; N430WN ;Boeing 737-7H4(WL); Y143 ; 17 Dec 2002 ;; 430 ; 19.2 Years ;;;
; N431WN ;Boeing 737-7H4(WL); Y143 ; 20 Dec 2002 ;; 431 ; 19.2 Years ;;;
; N432WN ;Boeing 737-7H4(WL); Y143 ; 21 Mar 2003 ;; 432 ; 19 Years ;;;
; N433LV ;Boeing 737-7H4(WL); Y143 ; 28 Mar 2003 ; Parked PAE ; 433 ; 19 Years ;;;
; N434WN ;Boeing 737-7H4(WL); Y143 ; 2 May 2003 ;; 434 ; 18.9 Years ;;;
; N435WN ;Boeing 737-7H4(WL); Y143 ; 2 Jun 2003 ;; 435 ; 18.8 Years ;;;
; N436WN ;Boeing 737-7H4(WL); Y143 ; 30 Jun 2003 ;; 436 ; 18.7 Years ;;;
; N437WN ;Boeing 737-7H4(WL); Y143 ; 14 Jul 2003 ;; 437 ; 18.7 Years ;;;
; N438WN ;Boeing 737-7H4(WL); Y143 ; 23 Jul 2003 ;; 438 ; 18.6 Years ;;;
; N439WN ;Boeing 737-7H4(WL); Y143 ; 4 Aug 2003 ;The Donald G. Ogden ; 439 ; 18.6 Years ;;;
; N440LV ;Boeing 737-7H4(WL); Y143 ; 7 Aug 2003 ;; 440 ; 18.6 Years ;;;
; N441WN ;Boeing 737-7H4(WL); Y143 ; 11 Aug 2003 ;; 441 ; 18.6 Years ;;;
; N442WN ;Boeing 737-7H4(WL); Y143 ; 4 Sep 2003 ;; 442 ; 18.6 Years ;;;
; N443WN ;Boeing 737-7H4(WL); Y143 ; 10 Sep 2003 ;The Spirit Of Hope ; 443 ; 18.5 Years ;;;
; N444WN ;Boeing 737-7H4(WL); Y143 ; 17 Sep 2003 ;; 444 ; 18.5 Years ;;;
; N445WN ;Boeing 737-7H4(WL); Y143 ; 3 Dec 2003 ;; 445 ; 18.4 Years ;;;
; N446WN ;Boeing 737-7H4(WL); Y143 ; 5 Nov 2003 ;; 446 ; 18.4 Years ;;;
; N447WN ;Boeing 737-7H4(WL); Y143 ; 19 Nov 2003 ;; 447 ; 18.3 Years ;;;
; N448WN ;Boeing 737-7H4(WL); Y143 ; 17 Dec 2003 ;; 448 ; 18.3 Years ;;;
; N449WN ;Boeing 737-7H4(WL); Y143 ; 7 Jan 2004 ;; 449 ; 18.2 Years ;;;
; N450WN ;Boeing 737-7H4(WL); Y143 ; 8 Jan 2004 ;; 450 ; 18.2 Years ;;;
; N451WN ;Boeing 737-7H4(WL); Y143 ; 26 Feb 2004 ;; 451 ; 18 Years ;;;
; N452WN ;Boeing 737-7H4(WL); Y143 ; 4 Mar 2004 ;; 452 ; 18 Years ;;;
; N453WN ;Boeing 737-7H4(WL); Y143 ; 30 Mar 2004 ;; 453 ; 18 Years ;;;
; N454WN ;Boeing 737-7H4(WL); Y143 ; 29 Mar 2004 ;; 454 ; 18 Years ;;;
; N455WN ;Boeing 737-7H4(WL); Y143 ; 31 Mar 2004 ;; 455 ; 17.9 Years ;;;
; N456WN ;Boeing 737-7H4(WL); Y143 ; 12 Apr 2004 ;; 456 ; 17.9 Years ;;;
; N457WN ;Boeing 737-7H4(WL); Y143 ; 13 Apr 2004 ; Parked ; 457 ; 17.9 Years ;;;
; N458WN ;Boeing 737-7H4(WL); Y143 ; 23 Apr 2004 ; Parked ; 458 ; 17.9 Years ;;;
; N459WN ;Boeing 737-7H4(WL); Y143 ; 30 Apr 2004 ;; 459 ; 17.9 Years ;;;
; N460WN ;Boeing 737-7H4(WL); Y143 ; 7 May 2004 ; Parked ; 460 ; 17.8 Years ;;;
; N461WN ;Boeing 737-7H4(WL); Y143 ; 27 May 2004 ;; 461 ; 17.8 Years ;;;
