;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N405AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 28 Dec 1999 ;opf United Express ; 405 ; 22.2 Years ;;
; N408AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 26 Oct 2001 ; Parked, opf United Express ; 408 ; 20.4 Years ;;
; N409AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 20 Nov 2000 ;opf United Express ; 409 ; 21.4 Years ;;
; N410AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 23 Mar 2001 ;opf United Express ; 410 ; 21 Years ;;
; N411ZW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 26 Oct 2001 ;opf United Express ; 411 ; 20.4 Years ;;
; N412AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 20 Nov 2001 ;opf United Express ; 412 ; 20.4 Years ;;
; N413AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 30 Nov 2001 ;opf United Express ; 413 ; 20.3 Years ;;
; N414ZW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 28 Nov 2001 ;opf United Express ; 414 ; 20.3 Years ;;
; N415AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 13 Dec 2001 ;opf United Express ; 415 ; 20.3 Years ;;
; N416AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 17 Jan 2002 ;opf United Express ; 416 ; 20.2 Years ;;
; N417AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 28 Jan 2002 ;opf United Express ; 417 ; 20.1 Years ;;
; N418AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 22 Feb 2002 ;opf United Express ; 418 ; 20.1 Years ;;
; N419AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 12 Apr 2002 ;opf United Express ; 419 ; 20 Years ;;
; N420AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 26 Apr 2002 ;opf United Express ; 420 ; 19.9 Years ;;
; N421ZW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 15 Feb 2002 ;opf United Express ; 421 ; 22.4 Years ;;
; N423AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 18 Apr 2002 ;opf United Express ; 423 ; 20 Years ;;
; N424AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 27 Jun 2002 ;opf United Express ; 424 ; 19.7 Years ;;
; N425AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 19 Jul 2002 ;opf United Express ; 425 ; 19.7 Years ;;
; N426AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 31 Jul 2002 ; Parked, opf United Express ; 426 ; 19.6 Years ;;
; N427ZW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 26 Sep 2002 ; Parked, opf United Express ; 427 ; 19.5 Years ;;
; N428AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 17 Oct 2002 ; Parked, opf United Express ; 428 ; 19.5 Years ;;
; N429AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 21 Nov 2002 ;opf United Express ; 429 ; 19.4 Years ;;
; N430AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 5 Dec 2002 ;opf United Express ; 430 ; 19.3 Years ;;
; N431AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 10 Mar 2003 ;opf United Express ; 431 ; 23.6 Years ;;
; N432AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 11 Mar 2003 ;opf United Express ; 432 ; 23.6 Years ;;
; N433AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 2 Dec 2002 ; Parked, opf United Express ; 433 ; 23.1 Years ;;
; N434AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 2 Dec 2002 ;opf United Express ; 434 ; 22.7 Years ;;
; N435AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 13 Dec 2002 ;opf United Express ; 435 ; 19.3 Years ;;
; N436AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 9 Jan 2003 ; Parked, opf United Express ; 436 ; 19.2 Years ;;
; N437AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 24 Jan 2003 ; Parked, opf United Express ; 437 ; 19.2 Years ;;
; N438AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 20 Feb 2003 ;opf United Express ; 438 ; 19.1 Years ;;
; N439AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 13 Feb 2003 ;opf United Express ; 439 ; 19.1 Years ;;
; N440AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 13 Mar 2003 ; Parked, opf United Express ; 440 ; 19 Years ;;
; N441ZW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 31 Mar 2003 ;opf United Express ; 441 ; 19 Years ;;
; N442AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 3 Apr 2003 ;opf United Express ; 442 ; 19 Years ;;
; N443AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 10 Apr 2003 ;opf United Express ; 443 ; 19 Years ;;
; N444ZW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 25 Apr 2003 ;opf United Express ; 444 ; 18.9 Years ;;
; N445AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 30 May 2003 ; Parked, opf United Express ; 445 ; 18.8 Years ;;
