;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; N4361V ;Boeing 737-3B3;; 22 Apr 1992 ; 22 Oct 1992 ;F-GIXF L'Aéropostale ;;;
; N854WT ;Boeing 737-3B3;; 9 Mar 1992 ; 30 Jun 1992 ;F-GIXE L'Aéropostale ;;;
; F-BTDG ;Boeing 747-2B3B(M)(SUD);; 23 Apr 1981 ; 2 Jan 1992 ;F-BTDG Air France ;;;
; F-BTDH ;Boeing 747-2B3B(M)(SUD);; 5 May 1981 ; 2 Jan 1992 ;F-BTDH Air France ;;;
; F-GBOX ;Boeing 747-2B3F; Cargo ; 6 Aug 1979 ; 2 Jan 1992 ;F-GBOX Air France ;;;
; F-GCBM ;Boeing 747-228F; Cargo ; 30 Nov 1990 ; 29 Dec 1992 ;F-GCBM Air France ;lsf Air France ;;
; F-GFUK ;Boeing 747-2D3B(M);; 27 Dec 1989 ; May 1991 ;F-GFUK Aéromaritime ;;;
; F-GPAN ;Boeing 747-2B3F; Cargo ; Nov 1984 ; 28 Mar 1986 ;F-GPAN Air France ;;;
; N741TV ;Boeing 747-271C;; 3 May 1985 ; 16 Mar 1986 ;N741TV Transamerica Airlines ;lsf Transamerica Airlines ;;
; F-GDUA ;Boeing 747-3B3;; 1 Mar 1983 ; 16 Mar 1985 ; Partially Preserved ;;;
; F-GETA ;Boeing 747-3B3(M);; 31 Jan 1986 ; 29 Dec 1992 ;F-GETA Air France ;;;
; F-GETB ;Boeing 747-3B3(M);; 1 Oct 1991 ; 1 Oct 1991 ;F-GETB Air France ;;;
; F-GEXA ;Boeing 747-4B3;; 22 Sep 1989 ; 29 Dec 1992 ;F-GEXA Air France ;;;
; F-GEXB ;Boeing 747-4B3(M);; 26 Jul 1991 ; 29 Dec 1992 ;F-GEXB Air France ;;;
; LX-LGY ;Boeing 747SP-44;; 1 Aug 1989 ; 1 Nov 1989 ;ZS-SPF South African Airways ;lsf South African Airways ;;
; F-BIUY ;Douglas DC-8-33;; 13 Jun 1968 ; 23 Mar 1973 ;EC-CCN TAE - Trabajos Aéreos y Enlaces ;;;
; F-BIUZ ;Douglas DC-8-33;; 1 Oct 1963 ; 31 Dec 1973 ;F-ZARK Armée de l'Air (French Air Force) ;;;
; F-BJLA ;Douglas DC-8-33;; 1 Oct 1963 ; 1 Jun 1973 ;EC-CDC TAE - Trabajos Aéreos y Enlaces ;;;
; F-BJUV ;Douglas DC-8-33;; 1 Oct 1963 ; 31 Oct 1967 ;TU-TCD Air Afrique ;;;
; F-BJCB ;Douglas DC-8-53;; 29 Nov 1965 ; 1 Jul 1968 ;TU-TCB Air Afrique ;lsf Air Afrique ;;
; F-BJLB ;Douglas DC-8-53;; 1 Nov 1975 ; 15 Feb 1979 ;TU-TCP Air Afrique ;;;
; F-BLKX ;Douglas DC-8-55CF Jet Trader;; 31 Dec 1965 ; 1 Jan 1966 ;F-RAFA Armée de l'Air (French Air Force) ;;;
; F-BLLC ;Douglas DC-8-53;; 1 Oct 1963 ; 4 Apr 1972 ;4R-ACQ Air Ceylon ;;;
; F-BNLD ;Douglas DC-8-55CF Jet Trader;; 5 Apr 1967 ; 29 Jun 1972 ;F-RAFC Armée de l'Air (French Air Force) ;;;
; F-BOLI ;Douglas DC-8-55CF Jet Trader;; 25 Aug 1970 ; 1 Nov 1982 ;N29922 LACSA Lineas Aéreas Costarricenses ;;;
; F-BOLK ;Douglas DC-8-55CF Jet Trader; Cargo ; 30 Jun 1972 ; 1 Apr 1982 ;N29549 LACSA Lineas Aéreas Costarricenses ;;;
; F-BOLN ;Douglas DC-8-55CF Jet Trader; Cargo ; 5 Apr 1969 ; Aug 1969 ;F-RAFB Armée de l'Air (French Air Force) ;;;
; F-BUOR ;Douglas DC-8-55CF Jet Trader; Cargo ; 1 Jul 1974 ; 16 Mar 1983 ;F-BUOR SFAIR ;;;
; PH-MAS ;Douglas DC-8-55CF Jet Trader;; Oct 1971 ; Jun 1972 ;PH-MAS Martinair Holland ;lsf Martinair Holland ;;
; PH-MAU ;Douglas DC-8-55CF Jet Trader;; 31 Oct 1971 ; Apr 1972 ;PH-MAU Martinair Holland ;lsf Martinair Holland ;;
; F-BNLE ;Douglas DC-8-62;; 23 Feb 1968 ; Mar 1984 ;N4761G Capitol Air ;;;
; F-BOLF ;Douglas DC-8-62;; Mar 1983 ; 3 Apr 1986 ;N728PL Interstate Airlines ;;;
; F-BOLG ;Douglas DC-8-62;; 14 Jun 1968 ; 20 Dec 1975 ;OH-LFZ Finnair ;;;
; F-BOLH ;Douglas DC-8-62;; 24 May 1969 ; 19 Oct 1984 ;TF-BBD Loch Ness Company ;;;
; F-BOLJ ;Douglas DC-8-63;; 9 Mar 1972 ; 13 Mar 1973 ;CF-CPP CP Air ;lsf CP Air ;;
; F-BOLL ;Douglas DC-8-63PF;; 1 May 1979 ; 10 Mar 1984 ; Written Off ;;;
; F-BOLM ;Douglas DC-8-63PF;; Jan 1976 ; 23 Nov 1981 ;N920CL Capitol Air ;;;
; F-GATO ;Douglas DC-8-63CF;; 2 Nov 1977 ; 26 Jul 1981 ;N919CL Capitol Air ;;;
; N4867T ;Douglas DC-8-63CF;; Aug 1972 ; Dec 1972 ;N4867T Trans International Airlines ;lsf Trans International Airlines ;;
; F-BTDB ;McDonnell Douglas DC-10-30;; 18 Feb 1973 ; 21 Dec 1992 ;F-BTDB Air France ;;;
; F-BTDC ;McDonnell Douglas DC-10-30;; 15 May 1977 ; 21 Dec 1992 ;F-BTDC Air France ;lsd ;;
; F-BTDD ;McDonnell Douglas DC-10-30;; 2 Nov 1977 ; 1 Nov 1992 ;F-BTDD Air France ;lsd ;;
; F-BTDE ;McDonnell Douglas DC-10-30;; 7 Oct 1983 ; 21 Dec 1992 ;F-BTDE Air France ;;;
; F-GHOI ;McDonnell Douglas DC-10-30;; 18 Oct 1989 ; 20 Dec 1992 ;F-GHOI Scibe Airlift ;lsd ;;
; N54629 ;McDonnell Douglas DC-10-30;; 21 Mar 1988 ; 19 Sep 1989 ; Written Off ;;;
; N54649 ;McDonnell Douglas DC-10-30;; 19 Mar 1975 ; 18 Dec 1992 ;N54649 Air France ;;;
