;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; JA05MC ;Airbus A320-214; Y150 ; 31 Jan 2011 ;lsd ; 11.1 Years ;;
; JA06MC ;Airbus A320-214; Y150 ; 31 May 2011 ;lsd ; 10.8 Years ;;
; JA07MC ;Airbus A320-214; Y150 ; 20 Apr 2012 ;lsd ; 9.9 Years ;;
; JA09MC ;Airbus A320-214; Y150 ; 20 Mar 2013 ;lsd ; 9 Years ;;
; JA20MC ;Airbus A320-214(WL); Y150 ; 26 Jun 2013 ;lsd ; 8.7 Years ;;
; JA21MC ;Airbus A320-214(WL); Y150 ; 16 Sep 2013 ;lsd ; 8.5 Years ;;
; JA22MC ;Airbus A320-214(WL); Y150 ; 15 Nov 2013 ;lsd ; 8.3 Years ;;
; JA24MC ;Airbus A320-214(WL); Y150 ; 15 Dec 2016 ;lsd ; 5.3 Years ;;
; JA25MC ;Airbus A320-214(WL); Y150 ; 21 Jun 2018 ;; 3.7 Years ;;
; JA26MC ;Airbus A320-214(WL); Y150 ; 24 Oct 2018 ;lsd ; 3.4 Years ;;
; JA27MC ;Airbus A320-214(WL); Y150 ; 2 Oct 2019 ;lsd ; 2.4 Years ;;
