;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-303T ;Airbus A319-115(WL); C8Y126 ; 12 Dec 2018 ;lsd ; 3.2 Years ;;
; B-305L ;Airbus A319-115(WL); C8Y126 ; 19 Dec 2018 ;lsd ; 3.2 Years ;;
; B-306C ;Airbus A319-115(WL); C8Y126 ; 29 Jan 2019 ;lsd ; 3.1 Years ;;
; B-300Z ;Airbus A320-214(WL); Y180 ; Sep 2018 ;lsd ; 4.2 Years ;;
; B-302Y ;Airbus A320-214(WL); C8Y162 ; 31 Oct 2018 ;lsd ; 3.3 Years ;;
; B-303M ;Airbus A320-214(WL); C8Y162 ; 18 Sep 2018 ;lsd, Chasing Financial cs ; 3.5 Years ;;
; B-8432 ;Airbus A320-214; C8Y150 ; Sep 2018 ;lsd ; 9.7 Years ;;
; B-30A2 ;Airbus A320-251N; C8Y162 ; 26 Jul 2019 ;lsd ; 2.6 Years ;;
; B-30AM ;Airbus A320-251N; C8Y162 ; 3 Sep 2019 ;lsd ; 2.5 Years ;;
; B-30AN ;Airbus A320-251N; C8Y162 ; 23 Sep 2019 ;lsd ; 2.5 Years ;;
; B-30EH ;Airbus A320-251N; C8Y162 ; 17 Jul 2020 ;lsd ; 1.7 Years ;;
; B-321U ;Airbus A320-251N; C8Y162 ; 29 Dec 2020 ;lsd ; 1.2 Years ;;
; B-322C ;Airbus A320-251N; C8Y162 ; 30 Jun 2021 ;lsd ; 0.7 Years ;;
; B-325Q ;Airbus A320-251N; C8Y162 ; 27 Sep 2021 ;lsd ; 0.5 Years ;;
; B-8285 ;Airbus A321-211(WL); C12Y190 ; Sep 2018 ;; 7.7 Years ;;
; B-8318 ;Airbus A321-211(WL); C12Y190 ; Sep 2018 ;; 7.5 Years ;;
