;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; YI-ARE ;Airbus A220-300; C12Y120 ; 8 Nov 2021 ; Parked ; 0.4 Years ;;
; YI-ARF ;Airbus A220-300; C12Y120 ; 30 Dec 2021 ; Parked ; 0.3 Years ;;
; YI-ARA ;Airbus A320-214;; 15 Jan 2013 ;; 9.9 Years ;;
; YI-ARB ;Airbus A320-214;; 15 Jan 2013 ;; 9.3 Years ;;
; YI-ARD ;Airbus A320-214;; 7 Mar 2013 ; Parked ; 9.1 Years ;;
; YI-AGR ;Airbus A321-231;; 2 Nov 2012 ;; 12.4 Years ;;
; YI-AGS ;Airbus A321-231;; 2 Nov 2012 ; Parked ; 12.4 Years ;;
; YI-AQY ;Airbus A330-202; C24Y264 ; 30 Nov 2012 ;; 9.5 Years ;;
; YI-ASE ;Boeing 737-81Z(WL); C12Y150 ; 26 Jul 2013 ;; 8.7 Years ;;
; YI-ASF ;Boeing 737-81Z(WL); F75 ; 16 Dec 2013 ;opf Iraqi Government ; 8.3 Years ;;
; YI-ASG ;Boeing 737-81Z(WL); C12Y150 ; 24 Mar 2014 ;; 8 Years ;;
; YI-ASH ;Boeing 737-81Z(WL); C12Y150 ; 18 Apr 2014 ;; 7.9 Years ;;
; YI-ASI ;Boeing 737-81Z(WL); C12Y150 ; 6 Jun 2014 ; Parked ; 7.8 Years ;;
; YI-ASJ ;Boeing 737-81Z(WL); C12Y150 ; 21 May 2014 ;; 7.8 Years ;;
; YI-ASK ;Boeing 737-81Z(WL); C12Y150 ; 3 Nov 2014 ;; 7.4 Years ;;
; YI-ASQ ;Boeing 737-81Z(WL); C12Y150 ; 23 Jan 2015 ;; 7.1 Years ;;
; YI-ASR ;Boeing 737-81Z(WL); C12Y150 ; 20 Feb 2015 ;; 7.1 Years ;;
; YI-ASS ;Boeing 737-81Z(WL); C12Y150 ; 16 Mar 2015 ;; 7 Years ;;
; YI-AST ;Boeing 737-81Z(WL); C12Y150 ; 30 Apr 2015 ;; 6.9 Years ;;
; YI-ASU ;Boeing 737-81Z(WL); C12Y150 ; 29 Sep 2015 ; Parked ; 6.4 Years ;;
; YI-ASV ;Boeing 737-81Z(WL); C12Y150 ; 24 Jul 2017 ;; 4.6 Years ;;
; YI-ASW ;Boeing 737-81Z(WL); C12Y150 ; 11 Aug 2017 ;; 4.6 Years ;;
; YI-AQQ ;Boeing 747-446;; 1 Oct 2010 ; Parked, lsd ; 27.8 Years ;;
; YI-ASA ;Boeing 747-4H6;; 23 Apr 2013 ; Parked ; 20.3 Years ;;
; YI-AQM ;Boeing 767-3P6ER;; 21 Jun 2010 ; Parked BGW ; 28.7 Years ;;
; YI-AQZ ;Boeing 777-29MLR;; 14 Dec 2012 ; Parked ; 9.9 Years ;;
; YI-AQA ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 7 Oct 2008 ;; 13.7 Years ;;
; YI-AQB ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 21 Dec 2009 ;; 13.4 Years ;;
; YI-AQC ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 22 Dec 2009 ; Parked ; 13.2 Years ;;
; YI-AQD ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 22 Dec 2009 ; Parked ; 13 Years ;;
; YI-AQE ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 28 Jul 2011 ;; 10.9 Years ;;
; YI-AQF ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 28 Jul 2011 ;; 10.9 Years ;;
