;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; SE-DUK ;Boeing 757-236;; 5 Dec 1996 ; 1 Jan 1998 ;SE-DUK Britannia Airways ;lsd ;;
; SE-DUL ;Boeing 757-2Y0;; 28 Oct 1996 ; 4 Apr 1998 ;SE-DUL Britannia Airways ;;;
; SE-DUN ;Boeing 757-225;; 6 Nov 1996 ; 1 Jan 1998 ;SE-DUN Britannia Airways ;lsd ;;
; SE-DUO ;Boeing 757-236;; 8 May 1997 ; 1 Jan 1998 ;SE-DUO Britannia Airways ;lsd ;;
; SE-DUP ;Boeing 757-236;; 9 Dec 1997 ; 1 Jan 1998 ;SE-DUP Britannia Airways ;lsd ;;
; SE-DTC ;Lockheed L-1011-385-1 TriStar 1; Y362 ; 1 Dec 1996 ; 31 Oct 1997 ;SE-DTC Novair ;lsd ;;
; SE-DHF ;McDonnell Douglas MD-83 (DC-9-83);; 21 Feb 1997 ; 13 Mar 1998 ;N462GE GECAS ;lsd ;;
; SE-DLS ;McDonnell Douglas MD-83 (DC-9-83);; 28 Oct 1996 ; 27 Apr 1997 ;EC-GOU Spanair ;lsd ;;
; SE-DLU ;McDonnell Douglas MD-83 (DC-9-83);; Dec 1995 ; 12 Apr 1997 ;EI-CNR Eurofly ;lsd ;;
