;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-206N ;Boeing 737-8 MAX; Y189 ; 30 Oct 2018 ; Parked LJG, lsd ; 3.4 Years ;;;
; B-207P ;Boeing 737-8 MAX; Y189 ; 14 Dec 2018 ; Parked CTU, lsd ; 3.2 Years ;;;
; B-207Q ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 2.9 Years ;;;
; B-20A5 ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 2.8 Years ;;;
; B-20AH ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 2.8 Years ;;;
; B- ;Boeing 737-8 MAX; Y189 ; On Order ;; 2.4 Years ;;;
; B-1563 ;Boeing 737-74P(WL); Y145 ; 12 Sep 2016 ;lsd ; 5.5 Years ;;;
; B-1565 ;Boeing 737-74P(WL); Y145 ; 20 Oct 2016 ;lsd ; 5.4 Years ;;;
; B-5288 ;Boeing 737-74P(WL); C8Y120 ; 2 Jul 2019 ;; 8.7 Years ;;;
; B-5289 ;Boeing 737-74P(WL); C8Y120 ; 7 Jul 2019 ;; 9 Years ;;;
; B-5805 ;Boeing 737-74P(WL); Y138 ; 13 May 2013 ;lsd ; 8.8 Years ;;;
; B-5806 ;Boeing 737-74P(WL); Y138 ; 6 Jun 2013 ;lsd ; 8.8 Years ;;;
; B-5810 ;Boeing 737-752(WL); Y136 ; 29 Jan 2014 ; Parked, lsd ; 16.2 Years ;;;
; B-5813 ;Boeing 737-74P(WL); C8Y120 ; 26 May 2018 ; Parked ; 7.9 Years ;;;
; B-5823 ;Boeing 737-74P(WL); Y138 ; 12 May 2014 ;; 7.8 Years ;;;
; B-5825 ;Boeing 737-74P(WL); Y145 ; 6 Jun 2014 ;; 7.8 Years ;;;
; B-1208 ;Boeing 737-86W(WL); Y189 ; 29 Jan 2018 ;lsd ; 4.1 Years ;;;
; B-1209 ;Boeing 737-86W(WL); Y189 ; 28 Feb 2018 ;lsd ; 4.1 Years ;;;
; B-1586 ;Boeing 737-8AL(WL); Y189 ; 17 Feb 2017 ;lsd ; 5.1 Years ;;;
; B-1587 ;Boeing 737-8AL(WL); Y189 ; 10 Mar 2017 ;lsd ; 5 Years ;;;
; B-1588 ;Boeing 737-8AL(WL); Y189 ; 31 Mar 2017 ;lsd ; 4.9 Years ;;;
; B-1798 ;Boeing 737-86N(WL); Y186 ; 7 Apr 2016 ;lsd ; 6.9 Years ;;;
; B-5407 ;Boeing 737-808(WL); Y186 ; 31 May 2011 ;lsd ; 14.9 Years ;;;
; B-5409 ;Boeing 737-808(WL); Y186 ; 31 May 2011 ;lsd ; 14.8 Years ;;;
; B-5449 ;Boeing 737-808(WL); Y189 ; 31 Aug 2011 ;lsd ; 14.4 Years ;;;
; B-5732 ;Boeing 737-84P(WL); Y186 ; 6 Dec 2012 ;lsd ; 14.5 Years ;;;
; B-6015 ;Boeing 737-84P(WL); Y189 ; 13 Jul 2015 ;lsd ; 6.7 Years ;;;
; B-6016 ;Boeing 737-84P(WL); Y189 ; 2 Sep 2015 ;lsd ; 6.5 Years ;;;
; B-6800 ;Boeing 737-8MB(WL); Y189 ; 15 Sep 2015 ;lsd ; 6.5 Years ;;;
; B-6809 ;Boeing 737-86N(WL); Y186 ; 4 May 2016 ;lsd ; 6.3 Years ;;;
; B-7167 ;Boeing 737-84P(WL); Y189 ; 22 Dec 2015 ;lsd ; 6.2 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-7988 ;Boeing 737-84P(WL); Y189 ; 11 Aug 2016 ;lsd ; 5.6 Years ;;;
; B-7989 ;Boeing 737-84P(WL); Y189 ; 20 Sep 2016 ;lsd ; 5.5 Years ;;;
; B-7990 ;Boeing 737-8AL(WL); Y189 ; 11 Aug 2016 ;lsd ; 5.6 Years ;;;
; B-7991 ;Boeing 737-8AL(WL); Y189 ; 24 Oct 2016 ;lsd ; 5.4 Years ;;;
; B-7992 ;Boeing 737-8AL(WL); Y189 ; 27 Dec 2016 ;lsd ; 5.2 Years ;;;
; B-7993 ;Boeing 737-8AL(WL); Y189 ; 27 Dec 2016 ;lsd ; 5.2 Years ;;;
