;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-6943 ;Airbus A320-214; Y174 ; 18 Jun 2012 ; Parked, lsd ; 9.7 Years ;;;
; B-6947 ;Airbus A320-214; Y174 ; 27 Jul 2012 ;lsd ; 9.7 Years ;;;
; B-6959 ;Airbus A320-214; Y174 ; 12 Oct 2012 ;lsd ; 9.4 Years ;;;
; B-8445 ;Airbus A320-214(WL); Y186 ; 22 Dec 2016 ;lsd ; 5.2 Years ;;;
; B-8446 ;Airbus A320-214(WL); Y186 ; 17 Nov 2016 ;lsd ; 5.3 Years ;;;
; B-8731 ;Airbus A320-214(WL); Y180 ; 29 Sep 2016 ;lsd ; 7.8 Years ;;;
; B-8732 ;Airbus A320-214(WL); Y180 ; 5 Aug 2016 ;lsd ; 7.7 Years ;;;
; B-1361 ;Airbus A320-251N; Y186 ; 13 Sep 2018 ;lsd ; 3.5 Years ;;;
; B-300K ;Airbus A320-251N; Y186 ; 21 Dec 2018 ; Parked, lsd ; 3.2 Years ;;;
; B-300L ;Airbus A320-251N; Y186 ; 18 Oct 2018 ;lsd ; 3.4 Years ;;;
; B-307P ;Airbus A320-251N; Y186 ; 27 Mar 2019 ;lsd ; 3 Years ;;;
; B-307Q ;Airbus A320-251N; Y186 ; 17 Apr 2019 ;lsd ; 2.9 Years ;;;
; B-307U ;Airbus A320-251N; Y186 ; 29 Apr 2019 ;lsd ; 2.9 Years ;;;
; B-1004 ;Airbus A330-343; C24Y279 ; 7 Aug 2018 ;lsd ; 4.2 Years ;;;
; B-1014 ;Airbus A330-343; C24Y279 ; 28 Sep 2018 ;lsd ; 4 Years ;;;
; B-1059 ;Airbus A330-343; C24Y279 ; 27 Dec 2017 ;lsd ; 4.2 Years ;;;
; B-305W ;Airbus A330-343; C24Y279 ; 18 Dec 2018 ; Parked, lsd ; 3.8 Years ;;;
; B-8016 ;Airbus A330-343; C32Y260 ; 7 Nov 2019 ; Parked, lsd ; 6.6 Years ;;;
; B-1143 ;Boeing 737-8 MAX; Y189 ; 24 Dec 2018 ; Parked LJG, lsd ; 3.2 Years ;;;
