;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HS-VKA ;Airbus A320-214; Y180 ; 16 Oct 2014 ;lsd, Welcome to Thailand cs ; 15.9 Years ;;
; HS-VKB ;Airbus A320-214(WL); Y180 ; 24 May 2016 ;lsd, "Amazing Thailand" sticker ; 7.3 Years ;;
; HS-VKC ;Airbus A320-214(WL); Y180 ; 9 Sep 2016 ;lsd, "Amazing Thailand" sticker ; 6.3 Years ;;
; HS-VKD ;Airbus A320-214; Y180 ; Dec 2017 ;lsd ; 10.3 Years ;;
; HS-VKE ;Airbus A320-214; Y180 ; 23 Mar 2018 ;lsd, SkyBoss cs ; 11.3 Years ;;
; HS-VKF ;Airbus A320-214; Y180 ; 28 Mar 2019 ;lsd ; 11.4 Years ;;
; HS-VKN ;Airbus A320-214(WL); Y180 ; 14 Nov 2020 ;lsd ; 7.5 Years ;;
; HS-VKO ;Airbus A320-214(WL); Y180 ; 17 Nov 2020 ;lsd ; 8 Years ;;
; HS-VKP ;Airbus A320-214(WL); Y180 ; 3 Dec 2020 ;lsd ; 8.5 Years ;;
; HS-VKQ ;Airbus A320-214(WL); Y180 ; 24 Dec 2020 ;lsd ; 8.4 Years ;;
; HS-VKG ;Airbus A321-211(WL); Y230 ; 17 Sep 2018 ;lsd ; 6.6 Years ;;
; HS-VKH ;Airbus A321-211(WL); Y230 ; 26 Oct 2018 ;lsd ; 6.3 Years ;;
; HS-VKJ ;Airbus A321-211(WL); Y230 ; 23 Aug 2019 ; Parked, lsd ; 4.2 Years ;;
; HS-VKL ;Airbus A321-211(WL);; 14 Oct 2019 ;lsd ; 4.8 Years ;;
; HS-VKM ;Airbus A321-211(WL);; 1 Oct 2019 ;lsd ; 4.7 Years ;;
; HS-VKR ;Airbus A321-211(WL); Y230 ; 12 Mar 2021 ; Parked, lsd ; 6 Years ;;
