;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; UP-C8505 ;Bombardier Challenger 850 (CL-600-2B19); VIP ; Nov 2014 ;; 16.4 Years ;;
; UP-EM007 ;Embraer EMB-135BJ Legacy 650; VIP ; Feb 2020 ;; 10 Years ;;
; UP-EM008 ;Embraer EMB-135BJ Legacy 650; VIP ; Nov 2017 ;; 10.2 Years ;;
; UP-EM010 ;Embraer EMB-135BJ Legacy 650; VIP ; 10 Dec 2012 ;; 9.4 Years ;;
; UP-SJ001 ;Sukhoi Superjet 100-95LR; VIP ; Jan 2017 ;; 7.8 Years ;;
