;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BGH ;Airbus A321-232; Y220 ; 30 Aug 2012 ;lsd ; 15.1 Years ;;
; VP-BHN ;Airbus A321-231; Y220 ; 25 Apr 2017 ;lsd ; 14.8 Years ;;
; VP-BRD ;Airbus A321-232; Y220 ; 30 May 2013 ;lsd ; 14.8 Years ;;
; VQ-BOD ;Airbus A321-211; Y220 ; 15 Mar 2012 ; Parked, lsd ; 21.8 Years ;;
; VQ-BOE ;Airbus A321-211; Y220 ; 20 Dec 2011 ;lsd ; 21.8 Years ;;
; VQ-BRL ;Airbus A321-231; Y214 ; 3 May 2018 ;lsd ; 13.9 Years ;;
; VQ-BRO ;Airbus A321-231; Y214 ; 22 Aug 2018 ;lsd ; 13.7 Years ;;
; VQ-BRT ;Airbus A321-231(WL); Y220 ; 22 May 2017 ;lsd ; 4.8 Years ;;
; VQ-BRX ;Airbus A321-211(WL); Y220 ; 12 May 2021 ; Parked, lsd ; 7.8 Years ;;
; VQ-BRY ;Airbus A321-211(WL); Y220 ; 28 May 2021 ;lsd ; 7 Years ;;
; VQ-BJC ;Airbus A321-253N; Y218 ; 9 Jun 2021 ;lsd ; 4.7 Years ;;
; VQ-BJD ;Airbus A321-253N; Y218 ; 30 Jun 2021 ;lsd ; 3.7 Years ;;
; VP-BUA ;Airbus A330-223; Y361 ; 22 Jun 2018 ; Parked, lsd ; 13.2 Years ;;
; VP-BUB ;Airbus A330-223; Y361 ; 24 Jul 2018 ; Parked, lsd ; 12.8 Years ;;
; VP-BUC ;Airbus A330-243; C7Y358 ; 3 Mar 2021 ; Parked, lsd ; 17.3 Years ;;
; VP-BUQ ;Airbus A330-223;; Due ; Stored, lsd ; 10.5 Years ;;
; VP-BUT ;Airbus A330-223;; 29 Sep 2021 ; Parked, lsd ; 10.4 Years ;;
; VP-BUH ;Airbus A330-302; C34Y259 ; 9 Aug 2021 ; Parked, lsd ; 9.4 Years ;;
; VP-BUI ;Airbus A330-303; Y408 ; 6 Aug 2021 ;lsd ; 9.3 Years ;;
; VP-BUJ ;Airbus A330-302; C34Y259 ; 18 Oct 2021 ; Parked, lsd ; 9 Years ;;
; VP-BUM ;Airbus A330-302; C34Y259 ; 22 Jun 2021 ; Parked, lsd ; 9.3 Years ;;
; VP-BUP ;Airbus A330-302; C34Y259 ; 25 Jun 2021 ;lsd ; 9.2 Years ;;
; VP-BDP ;Boeing 737-8AS(WL); Y189 ; 26 Jun 2021 ;lsd ; 11 Years ;;
; VP-BDQ ;Boeing 737-8AS(WL); Y189 ; 25 Jun 2021 ;lsd ; 10.9 Years ;;
; VP-BDU ;Boeing 737-8KV(WL); Y189 ; 12 May 2021 ;lsd ; 3.9 Years ;;
; VP-BDW ;Boeing 737-82R(WL); Y189 ; 14 Oct 2021 ;; 14.3 Years ;;
; VP-BOW ;Boeing 737-8Q8(WL); Y189 ; 1 Oct 2018 ; Parked, lsd ; 16.9 Years ;;
; VP-BPI ;Boeing 737-83N(WL); Y189 ; 30 Dec 2018 ; Parked, lsd ; 20.5 Years ;;
; VP-BSA ;Boeing 737-8ME(WL); Y189 ; 28 Aug 2018 ;lsd ; 3.5 Years ;;
; VP-BSC ;Boeing 737-8KN(WL); Y189 ; 9 Sep 2019 ;lsd ; 12.7 Years ;;
; VP-BSE ;Boeing 737-8KN(WL); Y189 ; 9 Sep 2019 ;lsd ; 12.3 Years ;;
; VP-BSK ;Boeing 737-82R(WL); Y189 ; 8 Dec 2017 ;lsd ; 12.7 Years ;;
; VP-BSO ;Boeing 737-82R(WL); Y189 ; 24 May 2018 ;lsd ; 11.7 Years ;;
; VP-BSP ;Boeing 737-82R(WL); Y189 ; Jul 2017 ;lsd ; 11.9 Years ;;
; VP-BSQ ;Boeing 737-8ME(WL); Y189 ; 25 Jun 2018 ; Parked, lsd ; 3.8 Years ;;
; VP-BSZ ;Boeing 737-8ME(WL); Y189 ; 31 Jul 2018 ;lsd ; 3.6 Years ;;
; VQ-BDC ;Boeing 737-8SH(WL); Y189 ; 17 Feb 2017 ;lsd ; 5.4 Years ;;
; VQ-BVY ;Boeing 737-8Q8(WL); Y189 ; 29 Dec 2018 ;lsd ; 16.8 Years ;;
; VP-BJG ;Boeing 777-2Q8ER; Y440 ; 8 Apr 2018 ;lsd ; 16 Years ;;
; VP-BJH ;Boeing 777-212ER; Y440 ; 12 Jun 2017 ;; 18 Years ;;
; VP-BJJ ;Boeing 777-2Q8ER; Y440 ; 24 May 2018 ;lsd ; 15.9 Years ;;
; VQ-BJA ;Boeing 777-212ER; Y440 ; 16 May 2018 ;; 19.4 Years ;;
; VP-BJL ;Boeing 777-35EER; Y486 ; 31 Aug 2017 ;lsd ; 16.7 Years ;;
; VP-BJO ;Boeing 777-35EER; Y486 ; 31 Oct 2017 ; Parked, lsd ; 16.5 Years ;;
; VP-BJP ;Boeing 777-367ER; C6Y480 ; 10 Jan 2019 ;lsd ; 14.4 Years ;;
; VP-BJR ;Boeing 777-3B5ER;; 5 Jan 2022 ;lsd ; 12.4 Years ;;
