;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; OY-CNA ;Airbus A300B4-120;; Jan 1993 ; 17 Apr 1993 ;OY-CNA Conair ;lsf Conair ;;
; OY-CNL ;Airbus A300B4-120;; 22 Dec 1992 ; 15 Jan 1993 ;OY-CNL Conair ;lsf Conair ;;
; HI-472 ;Boeing 747-123;; Dec 1985 ; May 1987 ;HI-472 Progress Aviation ;;;
; N72488 ;Douglas DC-8-43;; Dec 1978 ;; Scrapped ;lsd ;;
; N8434B ;Douglas DC-8-43;; Jan 1979 ; May 1979 ;N75001 International Air Leases (IAL) ;lsd ;;
; N125US ;Lockheed L-188C Electra;; 31 Oct 1970 ; 30 Apr 1971 ;N125US American Flyers Airline (AFA) ;lsf American Flyers Airline (AFA) ;;
; N902JW ;McDonnell Douglas DC-10-10;; 1984 ; 1984 ;N902JW Arrow Air ;;;
; XA-SYE ;McDonnell Douglas DC-10-30;; 15 Jun 1995 ; Jul 1996 ;XA-SYE TAESA ;lsf TAESA ;;
; N143US ;McDonnell Douglas DC-10-40;; 28 Jun 1984 ; 17 Oct 1984 ;N133JC Air Panama ;;;
; N8500 ;McDonnell Douglas DC-9-15;; 16 Dec 1968 ; 18 Oct 1973 ;N60FM Forbes Magazine ;lsf McDonnell Douglas ;;
; HI-177 ;McDonnell Douglas DC-9-32;; 16 Dec 1969 ; 15 Feb 1970 ; Written Off ;;;
