;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; PK-AXD ;Airbus A320-216; Y180 ; 3 Aug 2009 ; Parked, lsd, Colours of Indonesia cs ; 14.7 Years ;;
; PK-AXE ;Airbus A320-216; Y180 ; 8 Dec 2008 ; Parked, lsd ; 13.3 Years ;;
; PK-AXG ;Airbus A320-216; Y180 ; 1 Oct 2018 ; Parked, lsd ; 13 Years ;;
; PK-AXH ;Airbus A320-216; Y180 ; 1 Oct 2018 ; Parked, lsd ; 12.9 Years ;;
; PK-AXR ;Airbus A320-216; Y180 ; 25 Oct 2011 ; Parked, lsd ; 15.5 Years ;;
; PK-AXS ;Airbus A320-216; Y180 ; 10 Nov 2011 ; Parked, lsd ; 15.5 Years ;;
; PK-AXT ;Airbus A320-216; Y180 ; 7 Dec 2011 ; Parked, lsd ; 13.9 Years ;;
; PK-AXU ;Airbus A320-216; Y180 ; 28 Dec 2011 ; Parked, Lombok cs ; 13.7 Years ;;
; PK-AXV ;Airbus A320-216; Y180 ; 30 Dec 2011 ;lsd, Wonderful Indonesia cs ; 10.4 Years ;;
; PK-AXX ;Airbus A320-216; Y180 ; 19 Jul 2012 ; Parked, lsd ; 9.7 Years ;;
; PK-AXY ;Airbus A320-216; Y180 ; 13 Nov 2012 ; Parked, lsd ; 9.3 Years ;;
; PK-AZA ;Airbus A320-214; Y180 ; 7 Dec 2012 ; Parked, lsd ; 9.3 Years ;;
; PK-AZD ;Airbus A320-216(WL); Y180 ; 3 Jun 2013 ; Parked, lsd ; 8.8 Years ;;
; PK-AZE ;Airbus A320-216(WL); Y180 ; 19 Jul 2013 ;lsd ; 9.8 Years ;;
; PK-AZF ;Airbus A320-216(WL); Y180 ; 2 Aug 2013 ; Parked, lsd ; 8.7 Years ;;
; PK-AZG ;Airbus A320-216(WL); Y180 ; 27 Sep 2013 ;lsd ; 8.7 Years ;;
; PK-AZH ;Airbus A320-214; Y180 ; 11 Oct 2013 ; Parked KUL, lsd ; 9.4 Years ;;
; PK-AZI ;Airbus A320-214; Y180 ; 15 Nov 2013 ;lsd, Let's Go To Belitung cs ; 9.7 Years ;;
; PK-AZJ ;Airbus A320-214; Y180 ; 18 Nov 2013 ; Parked, lsd ; 9.8 Years ;;
; PK-AZK ;Airbus A320-216; Y180 ; 20 Dec 2017 ; Parked, lsd ; 12.2 Years ;;
; PK-AZL ;Airbus A320-216; Y180 ; 20 Aug 2018 ; Parked, lsd ; 13.6 Years ;;
; PK-AZM ;Airbus A320-216; Y180 ; 28 May 2019 ;lsd ; 14.8 Years ;;
; PK-AZN ;Airbus A320-216(WL); Y180 ; 4 Sep 2019 ; Parked, lsd, Shireen Sungkar - Dnars Indonesia cs ; 9.1 Years ;;
; PK-AZO ;Airbus A320-216(WL); Y180 ; 25 Sep 2019 ;lsd ; 8.3 Years ;;
; PK-AZP ;Airbus A320-216; Y180 ; 2 Dec 2019 ;lsd ; 14.4 Years ;;
