;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SE-RLK ;Boeing 737-83N(BCF)(WL); Cargo ; 28 Sep 2020 ;lsd ; 20.1 Years ;;
; SE-RLL ;Boeing 737-83N(BCF)(WL); Cargo ; 17 Sep 2020 ;lsd ; 19.6 Years ;;
; SE-RLM ;Boeing 737-83N(BCF)(WL); Cargo ; 12 Oct 2020 ;lsd, opf FedEx Express ; 19.5 Years ;;
; SE-DUY ;Bombardier CRJ-200PF (CL-600-2B19); Cargo ; 8 Jun 2007 ;; 28.7 Years ;;
; SE-RIF ;Bombardier CRJ-200PF (CL-600-2B19); Cargo ; 27 Mar 2013 ;; 25.5 Years ;;
; SE-KXP ;British Aerospace ATP(F)(LFD); Cargo ; 15 May 2013 ;lsf ATP Cargo ; 29.3 Years ;;
; SE-LGX ;British Aerospace ATP(F); Cargo ; 3 Nov 2000 ;lsf ATP Cargo ; 30.8 Years ;;
; SE-LGZ ;British Aerospace ATP(F)(LFD); Cargo ; 30 Aug 2013 ;lsf ATP Cargo ; 32.1 Years ;;
; SE-LPS ;British Aerospace ATP(F)(LFD); Cargo ; 14 Nov 2013 ;; 30.2 Years ;;
; SE-MAI ;British Aerospace ATP(F)(LFD); Cargo ; 4 Sep 2015 ;lsf ATP Cargo ; 33.2 Years ;;
; SE-MAJ ;British Aerospace ATP(F)(LFD); Cargo ; 9 Oct 2013 ;lsf ATP Cargo ; 30.7 Years ;;
; SE-MAM ;British Aerospace ATP(F)(LFD); Cargo ; 30 Sep 2015 ;lsf ATP Cargo ; 34 Years ;;
; SE-MAN ;British Aerospace ATP(F)(LFD); Cargo ; 23 Feb 2016 ;lsf ATP Cargo ; 33.6 Years ;;
; SE-MAO ;British Aerospace ATP(F)(LFD); Cargo ; 25 Sep 2013 ; Parked MMX, lsf ATP Cargo ; 33.1 Years ;;
; SE-MAP ;British Aerospace ATP(F)(LFD); Cargo ; 31 Aug 2015 ;lsf ATP Cargo ; 30.7 Years ;;
