;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; F-HDDD ;Airbus A300B4-622R;; 13 Apr 2006 ; 12 May 2006 ;F-HDDD Saudi Arabian Airlines ;lsd ;;
; F-HEEE ;Airbus A300B4-622R;; 13 Apr 2006 ; 31 Oct 2006 ;F-HEEE Saudi Arabian Airlines ;lsd ;;
; F-GVVV ;Airbus A300B4-103;; 4 Jan 2003 ; 8 Oct 2003 ; Partially Preserved ;;;
; F-OHLE ;Airbus A300B4-2C;; 29 May 1998 ;; Scrapped ;;;
; F-GYYY ;Airbus A310-204;; 2 Aug 2003 ; 5 Jul 2006 ;VP-BTM S7 - Siberia Airlines ;lsd ;;
; F-GEMO ;Airbus A310-304;; 20 May 2006 ; 20 Jun 2006 ; Scrapped ;lsd ;;
; F-GPPP ;Airbus A320-232; Y174 ; 27 Apr 2006 ; 7 Jul 2006 ;EK-32075 Mahan Airlines ;;;
; F-GZZZ ;Airbus A320-211;; 29 Sep 2006 ; 27 Oct 2006 ;N301AT AeroTurbine ;;;
; F-WQFM ;BAC 1-11-412EB One-Eleven; VIP ; 18 Dec 1996 ; Mar 1997 ;EL-LIB Private ;;;
; F-GTIR ;Boeing 747-412;; 11 Jun 2009 ; 1 Feb 2010 ;N270RP Deucalion Aviation Funds ;;;
; F-GTIB ;Boeing 757-2Q8; C20Y153 ; 1 Apr 2009 ; 30 Apr 2009 ;N594BC Boeing Capital Corporation (BCC) ;lsd ;;
; F-GTID ;Boeing 757-2Q8; C20Y153 ; 2 Apr 2009 ; 30 Apr 2009 ;N595BC Boeing Capital Corporation (BCC) ;lsd ;;
; F-GTIP ;Boeing 757-2Q8(WL);; 13 Aug 2009 ; 11 Feb 2010 ;N624AG Aviation Capital Group (ACG) ;lsd ;;
; F-GTIQ ;Boeing 757-2G5;; 13 Nov 2008 ; 20 Nov 2008 ;F-GTIQ Saudi Arabian Airlines ;;;
