;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SU-BPU ;Airbus A320-214; Y174 ; 10 Nov 2006 ;; 15.4 Years ;;
; SU-BPV ;Airbus A320-214; Y174 ; 7 Dec 2006 ;; 15.3 Years ;;
; SU-BPW ;Airbus A320-214; Y174 ; 24 Oct 2007 ; Parked ; 14.4 Years ;;
; SU-BPX ;Airbus A320-214; Y174 ; 6 Dec 2007 ;; 14.3 Years ;;
; SU-BTM ;Airbus A320-214; Y174 ; 6 Nov 2017 ;lsd ; 11.8 Years ;;
; SU-BUJ ;Airbus A320-214(WL); Y180 ; 15 Nov 2020 ;lsd ; 3.3 Years ;;
; SU-BUK ;Airbus A320-251N; Y186 ; 23 Apr 2021 ;lsd ; 0.9 Years ;;
; SU-BUL ;Airbus A320-251N; Y186 ; 6 Aug 2021 ;lsd ; 2.8 Years ;;
; SU-BUM ;Airbus A320-251N; Y186 ; 3 Jul 2021 ;lsd ; 2.7 Years ;;
; SU-BUN ;Airbus A320-251N; Y186 ; 17 Dec 2021 ;lsd ; 0.3 Years ;;
