;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; C-FLSU ;Airbus A320-211; C14Y132 ; 30 Sep 2003 ; Parked MCI, lsd ; 411 ; 30 Years ;;;
; C-FNVU ;Airbus A320-211; C14Y132 ; 30 Sep 2003 ; Parked MCI ; 415 ; 29.1 Years ;;;
; C-FNVV ;Airbus A320-211; C14Y132 ; 30 Sep 2003 ; Parked, lsd ; 416 ; 29.1 Years ;;;
; C-GITU ;Airbus A321-211; C16Y174 ; 27 Nov 2001 ;Star Alliance cs ; 451 ; 20.3 Years ;;;
; C-GITY ;Airbus A321-211; C16Y174 ; 28 Nov 2001 ;; 452 ; 20.3 Years ;;;
; C-GIUB ;Airbus A321-211; C16Y174 ; 19 Dec 2001 ;; 453 ; 20.3 Years ;;;
; C-GIUE ;Airbus A321-211; C16Y174 ; 14 Dec 2001 ;lsd ; 454 ; 20.3 Years ;;;
; C-GIUF ;Airbus A321-211; C16Y174 ; 21 Dec 2001 ;; 455 ; 20.3 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; C-GJVX ;Airbus A321-211; C16Y174 ; 23 Apr 2002 ;lsd ; 456 ; 19.9 Years ;;;
; C-GJWD ;Airbus A321-211; C16Y174 ; 29 May 2002 ;lsd ; 457 ; 19.8 Years ;;;
; C-GJWI ;Airbus A321-211; C16Y174 ; 28 Jun 2002 ; Parked ; 458 ; 19.7 Years ;;;
; C-GJWN ;Airbus A321-211; C16Y174 ; 22 Jul 2002 ;; 459 ; 19.7 Years ;;;
; C-GJWO ;Airbus A321-211; C16Y174 ; 26 Sep 2002 ;lsd ; 460 ; 19.5 Years ;;;
; C-FGKN ;Airbus A321-211; C16Y174 ; 24 Mar 2015 ;lsd ; 461 ; 15 Years ;;;
; C-FGKP ;Airbus A321-211; C16Y174 ; 15 May 2015 ;lsd ; 462 ; 12.9 Years ;;;
; C-FGKZ ;Airbus A321-211; C16Y174 ; 8 Jun 2015 ;lsd ; 463 ; 14.1 Years ;;;
; C-FJNX ;Airbus A321-211; C16Y174 ; 13 Jan 2016 ;lsd ; 464 ; 20 Years ;;;
; C-FLKX ;Airbus A321-211; C16Y174 ; 30 Oct 2015 ;lsd ; 473 ; 21.6 Years ;;;
; C-GFAF ;Airbus A330-343; C27W21Y244 ; 13 Jan 2000 ;; 931 ; 22.7 Years ;;;
; C-GFAH ;Airbus A330-343; C32W24Y241 ; 15 Oct 1999 ;; 932 ; 22.5 Years ;;;
; C-GFAJ ;Airbus A330-343; C32W24Y241 ; 2 Nov 1999 ;; 933 ; 22.4 Years ;;;
; C-GFUR ;Airbus A330-343; C32W24Y241 ; 30 Jun 2000 ;lsd ; 934 ; 21.7 Years ;;;
; C-GHKR ;Airbus A330-343; C32W24Y241 ; 16 May 2001 ;; 935 ; 20.9 Years ;;;
; C-GHKW ;Airbus A330-343; C32W24Y241 ; 19 Jun 2001 ;; 936 ; 20.8 Years ;;;
; C-GHKX ;Airbus A330-343; C32W24Y241 ; 28 Jun 2001 ;; 937 ; 20.7 Years ;;;
; C-GHLM ;Airbus A330-343; C27W21Y244 ; 16 Aug 2001 ;Star Alliance cs ; 938 ; 20.6 Years ;;;
; C-GEFA ;Airbus A330-343; C32W24Y241 ; 12 Apr 2019 ;lsd ; 939 ; 13 Years ;;;
; C-GEGC ;Airbus A330-343; C6/Cargo (Covid-19) ; 23 May 2019 ;lsd ; 940 ; 12.9 Years ;;;
; C-GEGI ;Airbus A330-343; C6/Cargo (Covid-19) ; 11 Sep 2019 ; Parked, lsd, Star Alliance cs ; 941 ; 12.9 Years ;;;
; C-GEGP ;Airbus A330-343; C32W24Y241 ; 8 Oct 2019 ;lsd, Star Alliance cs ; 942 ; 12.8 Years ;;;
; C-GHKC ;Airbus A330-343; C6/Cargo (Covid-19) ; 21 Dec 2020 ; Parked, lsd ; 943 ; 13.1 Years ;;;
; C-GKUG ;Airbus A330-343; C32W24Y241 ; 26 Feb 2020 ;lsd ; 944 ; 11.6 Years ;;;
; C-GKUH ;Airbus A330-343; C32W24Y241 ; 18 Oct 2019 ;lsd ; 945 ; 11.5 Years ;;;
; C-GOFW ;Airbus A330-343; C6/Cargo (Covid-19) ; 18 Mar 2020 ; Parked, lsd ; 947 ; 8.1 Years ;;;
; C-FTJV ;Boeing 737-8 MAX; C16Y153 ; 31 Oct 2017 ;; 501 ; 4.4 Years ;;;
; C-FSCY ;Boeing 737-8 MAX; C16Y153 ; 4 Dec 2017 ;; 502 ; 4.3 Years ;;;
; C-FSDB ;Boeing 737-8 MAX; C16Y153 ; 30 Jan 2018 ;; 503 ; 4.1 Years ;;;
; C-FSDQ ;Boeing 737-8 MAX; C16Y153 ; 31 Jan 2018 ;; 504 ; 4.1 Years ;;;
; C-FSDW ;Boeing 737-8 MAX; C16Y153 ; 12 Mar 2018 ;; 505 ; 4 Years ;;;
; C-FSEQ ;Boeing 737-8 MAX; C16Y153 ; 27 Feb 2018 ;; 506 ; 4 Years ;;;
; C-FSES ;Boeing 737-8 MAX; C16Y153 ; 26 Feb 2018 ;; 507 ; 4 Years ;;;
; C-FSIL ;Boeing 737-8 MAX; C16Y153 ; 31 Mar 2018 ;; 508 ; 3.9 Years ;;;
; C-FSIP ;Boeing 737-8 MAX; C16Y153 ; 23 Mar 2018 ;; 509 ; 4 Years ;;;
; C-FSIQ ;Boeing 737-8 MAX; C16Y153 ; 27 Mar 2018 ; Parked ; 510 ; 3.9 Years ;;;
; C-FSJH ;Boeing 737-8 MAX; C16Y153 ; 20 Apr 2018 ;; 511 ; 3.9 Years ;;;
; C-FSJJ ;Boeing 737-8 MAX; C16Y153 ; 27 Apr 2018 ;; 512 ; 3.9 Years ;;;
; C-FSKZ ;Boeing 737-8 MAX; C16Y153 ; 2 May 2018 ;; 513 ; 3.8 Years ;;;
; C-FSLU ;Boeing 737-8 MAX; C16Y153 ; 28 May 2018 ;; 514 ; 3.8 Years ;;;
; C-FSNQ ;Boeing 737-8 MAX; C16Y153 ; 8 Jun 2018 ;; 515 ; 3.7 Years ;;;
; C-FSNU ;Boeing 737-8 MAX; C16Y153 ; 14 Jun 2018 ;; 516 ; 3.7 Years ;;;
; C-FSOC ;Boeing 737-8 MAX; C16Y153 ; 30 Jun 2018 ;; 517 ; 3.7 Years ;;;
; C-FSOI ;Boeing 737-8 MAX; C16Y153 ; 23 Jun 2018 ;; 518 ; 3.7 Years ;;;
; C-GEHI ;Boeing 737-8 MAX; C16Y153 ; 29 Jan 2019 ;; 519 ; 3.1 Years ;;;
; C-GEHQ ;Boeing 737-8 MAX; C16Y153 ; 17 Feb 2019 ;; 520 ; 3.1 Years ;;;
; C-GEHV ;Boeing 737-8 MAX; C16Y153 ; 31 Jan 2019 ;; 521 ; 3.1 Years ;;;
; C-GEHY ;Boeing 737-8 MAX; C16Y153 ; 19 Feb 2019 ;; 522 ; 3.1 Years ;;;
; C-GEIV ;Boeing 737-8 MAX; C16Y153 ; 26 Feb 2019 ;; 523 ; 3.1 Years ;;;
; C-GEJL ;Boeing 737-8 MAX; C16Y153 ; 4 Mar 2019 ;; 524 ; 3 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; C-GEJN ;Boeing 737-8 MAX; C16Y153 ; 23 Nov 2021 ;; 525 ; 3 Years ;;;
; C-GEKH ;Boeing 737-8 MAX; C16Y153 ; 27 Oct 2021 ;; 526 ; 3 Years ;;;
; C-GEKX ;Boeing 737-8 MAX; C16Y153 ; 12 Nov 2021 ;; 527 ; 3 Years ;;;
; C-GEKZ ;Boeing 737-8 MAX; C16Y153 ; 9 Dec 2021 ;; 528 ; 2.9 Years ;;;
; C-GELJ ;Boeing 737-8 MAX; C16Y153 ; On Order ;; 529 ; 2.9 Years ;;;
; C-GELQ ;Boeing 737-8 MAX; C16Y153 ; On Order ;; 530 ; 2.8 Years ;;;
; C-GELU ;Boeing 737-8 MAX; C16Y153 ; On Order ;; 531 ; 2.8 Years ;;;
; C-GEMV ;Boeing 737-8 MAX; C16Y153 ; On Order ;; 532 ; 2.8 Years ;;;
; C-GEOJ ;Boeing 737-8 MAX; C16Y153 ; On Order ;; 533 ; 2.7 Years ;;;
; C-GEPB ;Boeing 737-8 MAX; C16Y153 ; On Order ;; 534 ; 2.7 Years ;;;
; C-GEPF ;Boeing 737-8 MAX; C16Y153 ; On Order ;; 535 ; 2.6 Years ;;;
; C-GEPG ;Boeing 737-8 MAX; C16Y153 ; On Order ;; 536 ; 2.6 Years ;;;
; C-GMEX ;Boeing 737-8 MAX; C16Y153 ; 21 Sep 2021 ;; 537 ; 0.5 Years ;;;
; C-GMIQ ;Boeing 737-8 MAX; C16Y153 ; 28 Sep 2021 ;; 538 ; 0.5 Years ;;;
; C-GMIU ;Boeing 737-8 MAX; C16Y153 ; 1 Nov 2021 ;; 539 ; 0.4 Years ;;;
; C-GMIW ;Boeing 737-8 MAX; C16Y153 ; 28 Jan 2022 ;; 540 ; 0.2 Years ;;;
; C-FPCA ;Boeing 767-375ER(BDSF); Cargo ; 29 Mar 2001 ;lsd ; 637 ; 32.9 Years ;;;
; C-FTCA ;Boeing 767-375ER; C24Y187 ; 29 Mar 2001 ; Parked TLV ; 638 ; 32.9 Years ;;;
; C-GHLV ;Boeing 767-333ER(WL);; 17 Nov 2021 ; Parked, lsd ; 661 ; 20.7 Years ;;;
; C-FIUA ;Boeing 777-233LR; C40W24Y236 ; 25 Jun 2007 ; Parked VCV ; 701 ; 14.7 Years ;;;
; C-FIUF ;Boeing 777-233LR; C40W24Y236 ; 7 Aug 2007 ;; 702 ; 14.6 Years ;;;
; C-FIUJ ;Boeing 777-233LR; C40W24Y236 ; 30 Nov 2007 ;; 703 ; 14.3 Years ;;;
; C-FIVK ;Boeing 777-233LR; C40W24Y236 ; 15 Jan 2008 ;; 704 ; 14.1 Years ;;;
; C-FNND ;Boeing 777-233LR; C40W24Y236 ; 14 Feb 2008 ;lsd ; 705 ; 14.1 Years ;;;
; C-FNNH ;Boeing 777-233LR; C40W24Y236 ; 28 Feb 2008 ; Parked VCV, lsd ; 706 ; 14 Years ;;;
; C-FITU ;Boeing 777-333ER; C40W24Y336 ; 30 Apr 2007 ; Parked MZJ, lsd ; 732 ; 14.9 Years ;;;
; C-FITW ;Boeing 777-333ER; C40W24Y336 ; 1 Jun 2007 ;lsd ; 733 ; 14.8 Years ;;;
; C-FIUL ;Boeing 777-333ER; C40W24Y336 ; 29 Jun 2007 ;; 734 ; 14.7 Years ;;;
; C-FIUR ;Boeing 777-333ER; C40W24Y336 ; 27 Jul 2007 ;; 735 ; 14.6 Years ;;;
; C-FIUV ;Boeing 777-333ER; C40W24Y336 ; 14 Mar 2008 ;lsd ; 736 ; 14 Years ;;;
; C-FIUW ;Boeing 777-333ER; C40W24Y336 ; 22 Apr 2008 ;lsd ; 737 ; 13.9 Years ;;;
; C-FIVM ;Boeing 777-333ER; C40W24Y336 ; 13 May 2008 ;; 738 ; 13.8 Years ;;;
; C-FRAM ;Boeing 777-333ER; C40W24Y336 ; 25 Jun 2008 ;lsd ; 739 ; 13.7 Years ;;;
; C-FIVQ ;Boeing 777-333ER; C40W24Y336 ; 23 Dec 2008 ;; 740 ; 13.2 Years ;;;
; C-FIVR ;Boeing 777-333ER; C40W24Y336 ; 13 Feb 2009 ;; 741 ; 13.1 Years ;;;
; C-FIVS ;Boeing 777-333ER; C40W24Y336 ; 7 Jul 2009 ;lsd ; 742 ; 12.7 Years ;;;
; C-FIVW ;Boeing 777-333ER; C28/Cargo (Covid-19) ; 13 Jun 2013 ;; 743 ; 8.8 Years ;;;
; C-FIVX ;Boeing 777-333ER; C28W24Y398 ; 12 Aug 2013 ;; 744 ; 8.6 Years ;;;
; C-FNNQ ;Boeing 777-333ER; C28W24Y398 ; 22 Nov 2013 ;; 745 ; 8.3 Years ;;;
; C-FNNU ;Boeing 777-333ER; C28W24Y398 ; 18 Dec 2013 ;; 746 ; 8.3 Years ;;;
; C-FNNW ;Boeing 777-333ER; C28/Cargo (Covid-19) ; 11 Feb 2014 ; Parked ; 747 ; 8.1 Years ;;;
; C-FJZS ;Boeing 777-333ER; C28/Cargo (Covid-19) ; 25 Apr 2016 ;; 748 ; 5.9 Years ;;;
; C-FKAU ;Boeing 777-333ER; C28/Cargo (Covid-19) ; 20 May 2016 ;; 749 ; 5.8 Years ;;;
; C-GHPQ ;Boeing 787-8 Dreamliner; C20W21Y214 ; 12 May 2014 ;; 801 ; 7.9 Years ;;;
; C-GHPT ;Boeing 787-8 Dreamliner; C20W21Y214 ; 12 Jun 2014 ;; 802 ; 7.8 Years ;;;
; C-GHPU ;Boeing 787-8 Dreamliner; C20W21Y214 ; 23 Jul 2014 ;; 803 ; 7.6 Years ;;;
; C-GHPV ;Boeing 787-8 Dreamliner; C20W21Y214 ; 25 Sep 2014 ;; 804 ; 7.5 Years ;;;
; C-GHPX ;Boeing 787-8 Dreamliner; C20W21Y214 ; 30 Oct 2014 ;; 805 ; 7.4 Years ;;;
; C-GHPY ;Boeing 787-8 Dreamliner; C20W21Y214 ; 24 Nov 2014 ;; 806 ; 7.4 Years ;;;
; C-GHQQ ;Boeing 787-8 Dreamliner; C20W21Y214 ; 30 Jan 2015 ;; 807 ; 7.2 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; C-GHQY ;Boeing 787-8 Dreamliner; C20W21Y214 ; 25 Feb 2015 ;; 808 ; 7.1 Years ;;;
; C-FNOE ;Boeing 787-9 Dreamliner; C30W21Y247 ; 27 Jul 2015 ;; 831 ; 6.6 Years ;;;
; C-FNOG ;Boeing 787-9 Dreamliner; C30W21Y247 ; 31 Aug 2015 ;; 832 ; 6.5 Years ;;;
; C-FNOH ;Boeing 787-9 Dreamliner; C30W21Y247 ; 13 Nov 2015 ;; 833 ; 6.3 Years ;;;
; C-FNOI ;Boeing 787-9 Dreamliner; C30W21Y247 ; 21 Dec 2015 ;; 834 ; 6.2 Years ;;;
; C-FGDT ;Boeing 787-9 Dreamliner; C30W21Y247 ; 25 Feb 2016 ;; 835 ; 6.1 Years ;;;
; C-FGDX ;Boeing 787-9 Dreamliner; C30W21Y247 ; 9 Mar 2016 ;; 836 ; 6 Years ;;;
; C-FGDZ ;Boeing 787-9 Dreamliner; C30W21Y247 ; 30 Mar 2016 ;; 837 ; 6 Years ;;;
; C-FGEI ;Boeing 787-9 Dreamliner; C30W21Y247 ; 31 Mar 2016 ;; 838 ; 6 Years ;;;
; C-FGEO ;Boeing 787-9 Dreamliner; C30W21Y247 ; 14 Apr 2016 ;; 839 ; 5.9 Years ;;;
; C-FGFZ ;Boeing 787-9 Dreamliner; C30W21Y247 ; 28 Apr 2016 ; Parked ; 840 ; 5.9 Years ;;;
; C-FPQB ;Boeing 787-9 Dreamliner; C30W21Y247 ; 23 May 2016 ;; 841 ; 5.8 Years ;;;
; C-FGHZ ;Boeing 787-9 Dreamliner; C30W21Y247 ; 31 May 2016 ;lsd ; 842 ; 5.8 Years ;;;
; C-FKSV ;Boeing 787-9 Dreamliner; C30W21Y247 ; 29 Jun 2016 ;lsd ; 843 ; 5.7 Years ;;;
; C-FRSA ;Boeing 787-9 Dreamliner; C30W21Y247 ; 5 Jan 2017 ;lsd ; 844 ; 5.2 Years ;;;
; C-FRSE ;Boeing 787-9 Dreamliner; C30W21Y247 ; 25 Jan 2017 ;; 845 ; 5.1 Years ;;;
; C-FRSI ;Boeing 787-9 Dreamliner; C30W21Y247 ; 9 Feb 2017 ;; 846 ; 5.1 Years ;;;
; C-FRSO ;Boeing 787-9 Dreamliner; C30W21Y247 ; 23 Mar 2017 ;lsd ; 847 ; 5 Years ;;;
; C-FRSR ;Boeing 787-9 Dreamliner; C30W21Y247 ; 11 May 2017 ;; 848 ; 4.8 Years ;;;
; C-FRTG ;Boeing 787-9 Dreamliner; C30W21Y247 ; 23 May 2017 ;; 849 ; 4.8 Years ;;;
; C-FRTU ;Boeing 787-9 Dreamliner; C30W21Y247 ; 5 Jun 2017 ;; 850 ; 4.8 Years ;;;
; C-FRTW ;Boeing 787-9 Dreamliner; C30W21Y247 ; 21 Jun 2017 ;; 851 ; 4.7 Years ;;;
; C-FSBV ;Boeing 787-9 Dreamliner; C30W21Y247 ; 19 Oct 2017 ;; 852 ; 4.4 Years ;;;
; C-FVLQ ;Boeing 787-9 Dreamliner; C30W21Y247 ; 11 Jan 2018 ;Fly The Flag / Haut Le Drapeau cs ; 853 ; 4.2 Years ;;;
; C-FVLU ;Boeing 787-9 Dreamliner; C30W21Y247 ; 2 Feb 2018 ;; 854 ; 4.1 Years ;;;
; C-FVLX ;Boeing 787-9 Dreamliner; C30W21Y247 ; 16 Feb 2018 ;; 855 ; 4.1 Years ;;;
; C-FVLZ ;Boeing 787-9 Dreamliner; C30W21Y247 ; 1 May 2018 ;; 856 ; 3.9 Years ;;;
; C-FVNB ;Boeing 787-9 Dreamliner; C30W21Y247 ; 22 May 2018 ;; 857 ; 3.8 Years ;;;
; C-FVND ;Boeing 787-9 Dreamliner; C30W21Y247 ; 21 Feb 2019 ;; 858 ; 3 Years ;;;
; C-FVNF ;Boeing 787-9 Dreamliner; C30W21Y247 ; 29 Apr 2019 ; Parked ; 859 ; 2.9 Years ;;;
