;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; G-LGKD ; Gulfstream Aerospace G-V-SP Gulfstream G550 ;; 5 Aug 2009 ;;;;
; G-TFKR ; Gulfstream Aerospace G-V-SP Gulfstream G550 ;; 11 Jun 2009 ;;;;
