;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; EI-CVA ;Airbus A320-214; Y174 ; 22 Jun 2000 ;; St Schira / Scire ; 21.8 Years ;;
; EI-CVB ;Airbus A320-214; Y174 ; 8 Feb 2001 ;; St Mobhi / Mobhi ; 21.2 Years ;;
; EI-CVC ;Airbus A320-214; Y174 ; 6 Apr 2001 ; Parked ; St Kealin / Caoilfhionn ; 21 Years ;;
; EI-DEE ;Airbus A320-214; Y174 ; 27 Aug 2004 ;; St Ultan / Ultan ; 17.7 Years ;;
; EI-DEF ;Airbus A320-214; Y174 ; 2 Sep 2004 ;; St Declan / Deaglan ; 17.6 Years ;;
; EI-DEG ;Airbus A320-214; Y174 ; 10 Sep 2004 ;; St Fachtna / Fachtna ; 17.6 Years ;;
; EI-DEH ;Airbus A320-214; Y174 ; 20 Oct 2004 ;; St Conleth / Connlaodh ; 17.4 Years ;;
; EI-DEI ;Airbus A320-214; Y174 ; 26 Sep 2015 ;lsd, Irish Rugby Team cs ; St. Cornelius / Conchúr ; 17.1 Years ;;
; EI-DEJ ;Airbus A320-214; Y174 ; 3 Feb 2005 ;; St Kilian / Cillian ; 17.1 Years ;;
; EI-DEK ;Airbus A320-214; Y174 ; 24 Mar 2005 ;lsd ; St Eunan / Eunan ; 17 Years ;;
; EI-DEL ;Airbus A320-214; Y174 ; 13 Apr 2005 ; Parked, lsd ; St Canice / Cainneach ; 16.9 Years ;;
; EI-DEM ;Airbus A320-214; Y174 ; 7 Apr 2005 ;; St Ibar / Ibhar ; 16.9 Years ;;
; EI-DEN ;Airbus A320-214; Y174 ; 13 May 2005 ;lsd ; St Kieran / Ciaran ; 16.9 Years ;;
; EI-DEO ;Airbus A320-214; Y174 ; 28 Mar 2015 ;Irish Rugby Team cs ; St Sebastian ; 16.7 Years ;;
; EI-DEP ;Airbus A320-214; Y174 ; 7 Oct 2005 ;lsd ; St Eugene / Eoghan ; 16.4 Years ;;
; EI-DER ;Airbus A320-214; Y174 ; 3 Nov 2005 ;lsd ; St Mel / Mel ; 16.4 Years ;;
; EI-DES ;Airbus A320-214; Y174 ; 22 Dec 2005 ;lsd ; St Pappin / Paipan ; 16.2 Years ;;
; EI-DVE ;Airbus A320-214; Y174 ; 18 May 2007 ;lsd ; St Aideen / Etaoin ; 14.9 Years ;;
; EI-DVG ;Airbus A320-214; Y174 ; 28 Nov 2007 ;; St Flannan / Flannan ; 14.3 Years ;;
; EI-DVH ;Airbus A320-214; Y174 ; 14 Dec 2007 ;; St Ciara / Ciara ; 14.3 Years ;;
; EI-DVI ;Airbus A320-214; Y174 ; 3 Jun 2008 ;lsd ; St Emer / Eimear ; 13.8 Years ;;
; EI-DVJ ;Airbus A320-214; Y174 ; 3 Apr 2009 ;lsd ; St Macartan / Macartan ; 12.9 Years ;;
; EI-DVK ;Airbus A320-214; Y174 ; 21 Jan 2011 ;; St Brigid / Brighid ; 11.1 Years ;;
; EI-DVL ;Airbus A320-214; Y174 ; 27 Apr 2011 ;; St Moling / Molling ; 10.9 Years ;;
; EI-DVM ;Airbus A320-214; Y174 ; 24 Mar 2011 ;1970s retro cs ; St Colman / Colman ; 11 Years ;;
; EI-DVN ;Airbus A320-214; Y174 ; 24 May 2011 ;; St Caimin / Caimin ; 10.8 Years ;;
; EI-EDP ;Airbus A320-214; Y174 ; 10 Feb 2009 ;lsd ; St Albert / Ailbhe ; 13.1 Years ;;
; EI-EDS ;Airbus A320-214; Y174 ; 13 Feb 2009 ;lsd ; St Malachy / Maolmhaodhóg ; 13.2 Years ;;
