;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 4K-SW008 ;Boeing 747-4R7F; Cargo ; 31 Jul 2012 ;; 22.4 Years ;;
; 4K-SW800 ;Boeing 747-4R7F; Cargo ; Oct 2019 ;; 23.3 Years ;;
; 4K-SW888 ;Boeing 747-4R7F; Cargo ; 10 Nov 2018 ;; 23 Years ;;
; VP-BCR ;Boeing 747-4H6F; Cargo ; 11 May 2018 ;; 16 Years ;;
; VP-BCV ;Boeing 747-4H6F; Cargo ; 24 Nov 2018 ;; 15.8 Years ;;
; VQ-BBH ;Boeing 747-83QF; Cargo ; 26 Aug 2016 ;; 5.7 Years ;;
; VQ-BBM ;Boeing 747-83QF; Cargo ; 31 Mar 2017 ;; 5.3 Years ;;
; VQ-BVB ;Boeing 747-83QF; Cargo ; 22 Aug 2014 ;lsd ; 7.7 Years ;;
; VQ-BVC ;Boeing 747-83QF; Cargo ; 28 Aug 2014 ;lsd ; 8 Years ;;
; VQ-BWY ;Boeing 747-83QF; Cargo ; 14 Aug 2015 ;; 6.6 Years ;;
