;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-6192 ;Airbus A319-132; Y138 ; 6 May 2016 ;Guilin cs ; 13.1 Years ;;
; B-6193 ;Airbus A319-133; Y138 ; 2 Jun 2016 ;; 13 Years ;;
; B-6417 ;Airbus A319-133; Y138 ; 22 Jun 2016 ;lsd ; 11.3 Years ;;
; B-1032 ;Airbus A320-232(WL); Y180 ; 2 Nov 2017 ;lsd ; 7.4 Years ;;
; B-1037 ;Airbus A320-214(WL); Y180 ; 21 Dec 2017 ;lsd, Mao'er Spring (猫儿山泉) cs ; 4.2 Years ;;
; B-1039 ;Airbus A320-214(WL); Y180 ; 29 Dec 2017 ;lsd, Guilin Rice Noodles (桂林米粉) cs ; 4.2 Years ;;
; B-1040 ;Airbus A320-232(WL); Y180 ; 16 Apr 2018 ;lsd, Two Rivers and Four Lakes: Elephant Trunk Hill Scenic Area (两江四湖·象山景区) cs ; 7.7 Years ;;
; B-1060 ;Airbus A320-214(WL); Y180 ; 28 Feb 2018 ;lsd, Longsheng Longji Terraced Fields cs ; 4 Years ;;
; B-1061 ;Airbus A320-214(WL); Y180 ; 22 Mar 2018 ;lsd ; 4 Years ;;
; B-301C ;Airbus A320-214(WL); Y180 ; 30 Jun 2018 ;lsd ; 3.7 Years ;;
; B-8663 ;Airbus A320-232(WL); Y180 ; 25 Apr 2017 ; Parked, lsd ; 5.4 Years ;;
