;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; OY-CLY ;ATR 72-500 (72-212A); Y48 ; 10 Jun 2013 ;lsd ; 13.7 Years ;;
; OY-CLZ ;ATR 72-500 (72-212A); Y48 ; 28 Jun 2013 ;lsd ; 13.5 Years ;;
