;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; C-FPCU ;Saab 340B; Y34 ; 27 May 2015 ;; 573 ; 28.9 Years ;;
; C-FPCZ ;Saab 340B; Y34 ; 28 Oct 2015 ;; 575 ; 28.2 Years ;;
; C-GOIA ;Saab 340B; Y34 ; Sep 2015 ;; 580 ; 28.5 Years ;;
; C-GPCF ;Saab 340B+; Y34 ; 16 Feb 2018 ;opf WestJet Link ; 581 ; 24.4 Years ;;
; C-GPCG ;Saab 340A; Y34 ; 20 Feb 2006 ;; 570 ; 34.5 Years ;;
; C-GPCI ;Saab 340B+; Y34 ; 8 Feb 2018 ;opf WestJet Link ; 582 ; 25.3 Years ;;
; C-GPCJ ;Saab 340B+; Y34 ; 4 Jun 2018 ;opf WestJet Link ; 583 ; 25 Years ;;
; C-GPCQ ;Saab 340A; Y34 ; 29 Nov 2006 ;; 572 ; 36.3 Years ;;
; C-GPCN ;Saab Fairchild 340A; Y34 ; 29 Jan 2007 ;; 571 ; 36.7 Years ;;
