;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; YR-MXA ;Boeing 737-8 MAX; Y189 ; 30 Mar 2021 ;lsd ; 2.4 Years ;;
; YR-MXB ;Boeing 737-8 MAX; Y189 ; 4 Jun 2021 ;lsd ; 2.5 Years ;;
; YR-MXC ;Boeing 737-8 MAX; Y189 ; 1 Sep 2021 ;lsd ; 0.6 Years ;;
; YR-MXD ;Boeing 737-8 MAX; Y189 ; 8 Sep 2021 ;lsd ; 0.6 Years ;;
; YR-MXE ;Boeing 737-8 MAX; Y189 ; 17 Dec 2021 ;lsd ; 0.3 Years ;;
; YR-AMA ;Boeing 737-530; Y120 ; 27 Apr 2016 ;; 30.8 Years ;;
; YR-AMD ;Boeing 737-530; Y120 ; 12 Apr 2021 ; Parked, lst Air Senegal ; 30.5 Years ;;
; YR-AME ;Boeing 737-530; Y120 ; 21 Apr 2016 ; Parked ; 30.8 Years ;;
; YR-BMR ;Boeing 737-7K2(WL); Y148 ; 24 Aug 2020 ; Parked, lsd ; 18.9 Years ;;
; YR-BMJ ;Boeing 737-82R(WL); Y189 ; 3 May 2017 ;lsd ; 11.8 Years ;;
; YR-BMK ;Boeing 737-82R(WL); Y189 ; 17 May 2017 ;lsd ; 11.7 Years ;;
; YR-BML ;Boeing 737-82R(WL); Y189 ; 21 Jun 2017 ; Parked, lsd ; 11.6 Years ;;
; YR-BMM ;Boeing 737-82R(WL); Y189 ; 29 Dec 2017 ;lsd ; 12 Years ;;
; YR-BMN ;Boeing 737-82R(WL); Y189 ; 24 Nov 2017 ; Parked, lsd ; 11 Years ;;
; YR-BMQ ;Boeing 737-8FH(WL); Y189 ; 1 Jul 2020 ; Parked, lsd ; 14.2 Years ;;
