;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EP- ;Boeing 737-3S3;; Due ; Stored ; 23.6 Years ;;
; EP- ;Boeing 737-31S;; Due ; Stored ; 23.1 Years ;;
; EP-AWZ ;Fokker F100;; 1 Jan 2018 ;; 27.3 Years ;;
; EP-MIS ;Fokker F100;; 1 Jan 2018 ;; 27.2 Years ;;
; EP-NFA ;Fokker F100;; Dec 2020 ;; 29.6 Years ;;
; EP-OPI ;Fokker F100;; 1 Jan 2018 ;; 27.9 Years ;;
; EP-SUS ;Fokker F100; Y100 ; 1 Jan 2018 ;; 27.1 Years ;;
; EP-GAS ;Fokker F50; Y50 ; 1 Jan 2018 ;; 30.6 Years ;;
; EP-NFK ;Fokker F50; Y50 ; 1 Jan 2018 ;; 30.3 Years ;;
; EP-NFT ;Fokker F50; Y50 ; 1 Jan 2018 ;; 30.7 Years ;;
; EP-OIL ;Fokker F50; Y50 ; 1 Jan 2018 ;; 30.7 Years ;;
; EP-PET ;Fokker F50; Y50 ; 1 Jan 2018 ;; 28.8 Years ;;
