;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-CKH ;Airbus A318-112(CJ) Elite; VIP ; 29 Jan 2009 ;; 13.8 Years ;;
; VP-CKK ;Boeing 737-9JAER(WL) BBJ3; VIP ; 14 Aug 2014 ;; 13.7 Years ;;
