;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; PR-BRB ;Boeing 737-3Q4;; Nov 2007 ;; Stored ;lsd ;;
; PR-BRD ;Boeing 737-3M8; Y148 ; 1 Apr 2008 ; Nov 2008 ;HC-CHB AeroGal ;;;
; PR-BRK ;Boeing 737-3S3; Y148 ; 15 Feb 2008 ; 10 Feb 2009 ;HC-CGS AeroGal ;lsd ;;
; PR-ONF ;Boeing 757-2K2(WL); Y213 ; 3 Dec 2007 ; Mar 2008 ;N635AV Avianca ;;;
; PR-BRW ;Boeing 767-33AER;; 10 Nov 2007 ; 8 Dec 2008 ;N637TW GECAS ;lsd ;;
; PR-ONA ;Boeing 767-322ER;; 21 May 2007 ; 14 Nov 2008 ;N202AC Aircastle ;lsd ;;
; PR-ONB ;Boeing 767-322ER;; 30 Nov 2007 ; Dec 2008 ;N287AV Avianca ;lsf Synergy Aerospace ;;
; PR-OAD ;Fokker F100;; 5 Jan 2006 ; 27 Mar 2010 ;PR-OAD Avianca Brasil ;;;
; PR-OAE ;Fokker F100;; 4 Apr 2006 ; 27 Mar 2010 ;PR-OAE Avianca Brasil ;;;
; PR-OAF ;Fokker F100;; 24 Mar 2006 ; 27 Mar 2010 ;PR-OAF Avianca Brasil ;;;
; PR-OAG ;Fokker F100;; Jun 2006 ; 27 Mar 2010 ;PR-OAG Avianca Brasil ;;;
; PR-OAH ;Fokker F100;; 23 Dec 2005 ; Dec 2008 ;HK-4578 Avianca ;;;
; PR-OAI ;Fokker F100;; 12 May 2006 ; 27 Mar 2010 ;PR-OAI Avianca Brasil ;;;
; PR-OAJ ;Fokker F100;; 3 Mar 2006 ; 27 Mar 2010 ;PR-OAJ Avianca Brasil ;;;
; PR-OAK ;Fokker F100;; 15 Dec 2005 ; 27 Mar 2010 ;PR-OAK Avianca Brasil ;;;
; PR-OAL ;Fokker F100;; 18 Feb 2006 ; 27 Mar 2010 ;PR-OAL Avianca Brasil ;;;
; PR-OAM ;Fokker F100;; 20 May 2006 ; 27 Mar 2010 ;PR-OAM Avianca Brasil ;;;
; PR-OAQ ;Fokker F100;; 5 Apr 2007 ; 27 Mar 2010 ;PR-OAQ Avianca Brasil ;;;
; PR-OAR ;Fokker F100;; 27 Feb 2008 ; 27 Mar 2010 ;PR-OAR Avianca Brasil ;;;
; PR-OAS ;Fokker F100;; 14 Dec 2007 ; 27 Mar 2010 ;PR-OAS Avianca Brasil ;;;
; PR-OAT ;Fokker F100;; 14 Apr 2007 ; 27 Mar 2010 ;PR-OAT Avianca Brasil ;;;
; PR-OAU ;Fokker F100;; 25 Apr 2007 ; 27 Mar 2010 ;PR-OAU Avianca Brasil ;;;
; PR-OAV ;Fokker F100;; 7 May 2008 ; 3 Oct 2008 ;HK-4579 Avianca ;;;
; PR-OAA ;Fokker F50; Y52 ; 2 Jul 2003 ; May 2008 ;PH-KXN Aircraft Finance & Trading ;lsd ;;
; PR-OAB ;Fokker F50; Y52 ; 9 Jul 2003 ; May 2008 ;PH-KXS Mass Holding ;lsd ;;
; PR-OAC ;Fokker F50; Y52 ; 23 Dec 2003 ; May 2008 ;PH-KXX Denim Air ;lsd ;;
; PR-OAW ;Fokker F50; Y52 ; 1 Jun 2007 ; May 2008 ;HK-4580 Avianca ;lsf Avianca ;;
; PR-OAX ;Fokker F50; Y52 ; 28 Sep 2007 ; 14 Nov 2008 ;HK-4581 Avianca ;lsf Avianca ;;
