;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N103SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 27 Mar 2014 ; Parked, opf United Express ; 103 ; 8 Years ;;;
; N105SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 10 Apr 2014 ;opf United Express ; 105 ; 7.9 Years ;;;
; N106SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 8 May 2014 ;opf United Express ; 106 ; 7.9 Years ;;;
; N107SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 15 May 2014 ;opf United Express ; 107 ; 7.8 Years ;;;
; N108SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 23 May 2014 ; Parked, opf United Express ; 108 ; 7.8 Years ;;;
; N109SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 22 May 2014 ;opf United Express ; 109 ; 7.8 Years ;;;
; N110SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 5 Jun 2014 ;opf United Express ; 110 ; 7.8 Years ;;;
; N113SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 16 Jun 2014 ;opf United Express ; 113 ; 7.8 Years ;;;
; N114SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 3 Jul 2014 ;opf United Express ; 114 ; 7.7 Years ;;;
; N116SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 3 Jul 2014 ;opf United Express ; 116 ; 7.7 Years ;;;
; N117SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 14 Aug 2014 ;opf United Express ; 117 ; 7.6 Years ;;;
; N118SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 28 Aug 2014 ;opf United Express ; 118 ; 7.6 Years ;;;
; N119SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 18 Sep 2014 ;opf United Express ; 119 ; 7.5 Years ;;;
; N120SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Sep 2014 ;opf United Express ; 120 ; 7.5 Years ;;;
; N121SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Oct 2014 ;opf United Express ; 121 ; 7.5 Years ;;;
; N122SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 6 Nov 2014 ;opf United Express ; 122 ; 7.4 Years ;;;
; N124SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 19 Nov 2014 ;opf United Express ; 124 ; 7.3 Years ;;;
; N125SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 26 Nov 2014 ;opf United Express ; 125 ; 7.3 Years ;;;
; N127SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 4 Dec 2014 ;opf United Express ; 127 ; 7.3 Years ;;;
; N128SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 11 Dec 2014 ;opf United Express ; 128 ; 7.2 Years ;;;
; N130SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 26 Jan 2015 ;opf United Express ; 130 ; 7.2 Years ;;;
; N131SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 12 Feb 2015 ;opf United Express ; 131 ; 7.2 Years ;;;
; N132SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 12 Feb 2015 ;opf United Express ; 132 ; 7.1 Years ;;;
; N133SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Feb 2015 ;opf United Express ; 133 ; 7.1 Years ;;;
; N134SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Feb 2015 ;opf United Express ; 134 ; 7.1 Years ;;;
; N135SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 12 Mar 2015 ;opf United Express ; 135 ; 7 Years ;;;
; N136SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 13 Mar 2015 ;opf United Express ; 136 ; 7 Years ;;;
; N138SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Mar 2015 ;opf United Express ; 138 ; 7 Years ;;;
; N139SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Mar 2015 ;opf United Express ; 139 ; 7 Years ;;;
; N140SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 16 Apr 2015 ;opf United Express ; 140 ; 6.9 Years ;;;
; N141SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 27 Apr 2015 ;opf United Express ; 141 ; 6.9 Years ;;;
; N142SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 7 May 2015 ;opf United Express ; 142 ; 6.8 Years ;;;
; N143SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 18 May 2015 ;opf United Express ; 143 ; 6.8 Years ;;;
; N144SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 11 Jun 2015 ;opf United Express ; 144 ; 6.8 Years ;;;
; N145SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 19 Jun 2015 ;opf United Express ; 145 ; 6.7 Years ;;;
; N146SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 16 Jul 2015 ;opf United Express ; 146 ; 6.7 Years ;;;
; N148SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 22 Jul 2015 ;opf United Express ; 148 ; 6.7 Years ;;;
; N149SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 28 Jul 2015 ;opf United Express ; 149 ; 6.6 Years ;;;
; N150SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Aug 2015 ;opf United Express ; 150 ; 6.5 Years ;;;
; N151SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 27 Aug 2015 ;opf United Express ; 151 ; 6.5 Years ;;;
; N152SY ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 28 Mar 2016 ;opf United Express ; 152 ; 6 Years ;;;
