;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VH-NXD ;Boeing 717-23S; Y125 ; 11 Oct 2005 ; Parked, opf QantasLink ; 21.6 Years ;;
; VH-NXE ;Boeing 717-23S; C12Y98 ; 30 Apr 2005 ;opf QantasLink ; 21.5 Years ;;
; VH-NXG ;Boeing 717-2K9; Y125 ; 9 Nov 2005 ;opf QantasLink ; 21.9 Years ;;
; VH-NXH ;Boeing 717-2K9; Y125 ; 22 Dec 2005 ;opf QantasLink ; 22.3 Years ;;
; VH-NXI ;Boeing 717-2K9; C12Y98 ; 24 Jan 2006 ;opf QantasLink ; 22.3 Years ;;
; VH-NXJ ;Boeing 717-2BL; C12Y98 ; 11 May 2012 ;opf QantasLink ; 19.3 Years ;;
; VH-NXK ;Boeing 717-231; Y125 ; 1 Mar 2007 ;opf QantasLink ; 20.5 Years ;;
; VH-NXL ;Boeing 717-231; Y125 ; 29 Mar 2007 ;opf QantasLink ; 20.5 Years ;;
; VH-NXM ;Boeing 717-231; Y125 ; 11 May 2007 ;opf QantasLink ; 20.5 Years ;;
; VH-NXN ;Boeing 717-231; Y125 ; 16 Oct 2007 ;opf QantasLink ; 20.4 Years ;;
; VH-NXO ;Boeing 717-231; Y125 ; 19 Jul 2007 ;opf QantasLink ; 20.3 Years ;;
; VH-NXQ ;Boeing 717-231; C12Y98 ; 5 Sep 2007 ;opf QantasLink ; 20.3 Years ;;
; VH-NXR ;Boeing 717-2BL; C12Y98 ; 10 Apr 2012 ;opf QantasLink ; 18.9 Years ;;
; VH-YQS ;Boeing 717-2BL; C12Y98 ; 1 Oct 2013 ;lsd, opf QantasLink ; 18.1 Years ;;
; VH-YQT ;Boeing 717-2BL; C12Y98 ; 4 Nov 2013 ; Parked, lsd, opf QantasLink ; 18 Years ;;
; VH-YQU ;Boeing 717-2BL; C12Y98 ; 24 Dec 2013 ;lsd, opf QantasLink ; 17.8 Years ;;
; VH-YQV ;Boeing 717-2BL; C12Y98 ; 7 Mar 2014 ;lsd, opf QantasLink ; 16 Years ;;
; VH-YQW ;Boeing 717-2BL; C12Y98 ; 17 Apr 2014 ;lsd, opf QantasLink ; 16 Years ;;
; VH-YQX ;Boeing 717-2K9; C12Y98 ; 2 Feb 2016 ; Parked, opf QantasLink ; 22.2 Years ;;
; VH-YQY ;Boeing 717-2K9; C12Y98 ; 8 Jan 2016 ; Parked, opf QantasLink ; 22.3 Years ;;
