;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VH-SAZ ;British Aerospace 146-200QC; Y80 / Cargo ; 27 Nov 2017 ;; 32.2 Years ;;
; VH-SBZ ;British Aerospace 146-200; C48 ; 17 Jan 2020 ; Parked, lsf Vanguard Investments ; 36 Years ;;
; VH-SFV ;British Aerospace 146-200QT; Cargo ; 19 Aug 2016 ; Parked, lsd ; 34.4 Years ;;
; VH-SFW ;British Aerospace 146-200QT; Cargo ; 2 Aug 2016 ; Parked ; 33.8 Years ;;
; VH-SIF ;British Aerospace 146-200QC; Cargo ; 1 Aug 2013 ;; 33.1 Years ;;
; VH-SOF ;British Aerospace 146-200QT; Cargo ; 12 Feb 2018 ; Parked BWU ; 35.9 Years ;;
; VH-SYO ;British Aerospace 146-200; Y80 ; 23 Dec 2019 ; Parked ; 33.7 Years ;;
; VH-SAJ ;British Aerospace 146-300QT; Cargo ; 24 Oct 2019 ;; 32.5 Years ;;
; VH-SQR ;British Aerospace 146-300QT; Cargo ; 29 Jul 2020 ;lsf Branaire Global ; 32.4 Years ;;
; VH-IKJ ;Embraer E190-E2 (ERJ-190-300 STD); C12Y80 ; 13 Feb 2020 ;opf Air Kiribati ; 2.2 Years ;;
; VH-SEF ;Embraer ERJ-190LR (ERJ-190-100 LR); Y112 ; 6 Jan 2021 ; Parked, Cinderella ; 10.8 Years ;;
