;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 6V-AOA ;Airbus A220-300;; 27 Dec 2021 ; Parked, lsd ;; 1.5 Years ;;
; 6V-AMA ;Airbus A319-111; C18Y102 ; 22 Nov 2018 ;lsd ;; 15.4 Years ;;
; 6V-AMB ;Airbus A319-111; C18Y102 ; 25 May 2019 ;lsd ;; 14.9 Years ;;
; 6V-AMC ;Airbus A321-211; C16Y149 ; 28 Nov 2020 ;lsd ;; 19.2 Years ;;
; 6V-AMD ;Airbus A321-211; C16Y149 ; 27 Feb 2021 ;lsd ;; 19.1 Years ;;
; 6V-ANB ;Airbus A330-941; C32W21Y237 ; 29 Nov 2019 ;; Sine-Saloum ; 2.5 Years ;;
; 9H-SZN ;Airbus A330-941; C32W21Y237 ; 8 Mar 2019 ;opby Hi Fly Malta ; Casamance ; 3.1 Years ;;
; 6V-AMS ;ATR 72-600 (72-212A); Y70 ; 24 Jan 2018 ;;; 4.4 Years ;;
; 6V-ASN ;ATR 72-600 (72-212A); Y70 ; 11 May 2018 ;;; 4.4 Years ;;
; YR-AMD ;Boeing 737-530; C18Y102 ; 28 Oct 2021 ; Parked, lsf Blue Air ;; 30.5 Years ;;
