;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; PK-NYT ;ATR 72-600 (72-212A); Y72 ; 14 Nov 2017 ; Parked SUB ; Kewajiban ; 7.6 Years ;;
; PK-NYU ;ATR 72-600 (72-212A); Y72 ; 31 Aug 2017 ;"I Love Papua" sticker ; Kejujuran ; 7.8 Years ;;
; PK-NYW ;ATR 72-600 (72-212A); Y72 ; 13 Dec 2017 ; Parked BDO, "I Love Flobamora" sticker ; Meriba ; 7.7 Years ;;
; PK-NYY ;ATR 72-600 (72-212A); Y72 ; 7 Jul 2017 ; Parked SUB, "Beautiful Borneo" sticker ; Keyakinan ; 8.7 Years ;;
; PK-NYZ ;ATR 72-600 (72-212A); Y72 ; 22 Jan 2018 ; Parked SUB ; Di berkati ; 8.2 Years ;;
; PK-NAJ ;Boeing 737-524(WL); C8Y112 ; 6 Mar 2018 ;; Kemenangan ; 27.3 Years ;;
; PK-NAK ;Boeing 737-524(WL); C8Y112 ; 9 May 2016 ; Parked ; Kedamaian ; 27.4 Years ;;
; PK-NAL ;Boeing 737-524(WL); C8Y112 ; 10 Jun 2016 ; Parked CGK, oRUNgutan 2019 cs ; Kesejahteraan ; 27.2 Years ;;
; PK-NAM ;Boeing 737-524(WL); C8Y112 ; 15 Nov 2013 ;; Bersinar ; 26.7 Years ;;
; PK-NAN ;Boeing 737-524(WL); C8Y112 ; 15 Nov 2013 ; Parked SUB ; Kehidupan ; 26.6 Years ;;
; PK-NAO ;Boeing 737-524(WL); C8Y112 ; 1 Jun 2015 ;; Ketaatan ; 27 Years ;;
; PK-NAP ;Boeing 737-524(WL); C8Y112 ; 29 May 2015 ; Parked SUB ; Megah ; 26.8 Years ;;
; PK-NAQ ;Boeing 737-524(WL); C8Y112 ; 1 Jun 2015 ; Parked ; Lomasasta ; 26.8 Years ;;
; PK-NAS ;Boeing 737-524(WL); C8Y112 ; 25 Apr 2016 ; Parked ; Kehormatan ; 27.3 Years ;;
; PK-NAT ;Boeing 737-524(WL); C8Y112 ; 21 Jun 2016 ; Parked CGK ; Berbagi ; 27.2 Years ;;
; PK-NAU ;Boeing 737-524(WL); C8Y112 ; 23 Jun 2016 ; Parked BDO ; Kedahsyatan ; 27.4 Years ;;
