;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; VT-GOM ;Airbus A320-214(WL); Y180 ; 13 May 2021 ; Parked, lsd ; 8.9 Years ;;;
; VT-GON ;Airbus A320-214(WL); Y180 ; 13 May 2021 ;lsd ; 8.7 Years ;;;
; VT-GOO ;Airbus A320-214(WL); Y180 ; 13 May 2021 ;lsd ; 8.4 Years ;;;
; VT-GOP ;Airbus A320-214(WL); Y180 ; 13 May 2021 ;lsd ; 8.4 Years ;;;
; VT-GOQ ;Airbus A320-214(WL); Y180 ; 13 May 2021 ;lsd ; 8.1 Years ;;;
; VT-GOR ;Airbus A320-214(WL); Y180 ; 13 May 2021 ; Parked, lsd ; 7.9 Years ;;;
; VT-WGA ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 5.9 Years ;;;
; VT-WGB ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 5.8 Years ;;;
; VT-WGC ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 5.4 Years ;;;
; VT-WGD ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 5.3 Years ;;;
; VT-WGE ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 5.1 Years ;;;
; VT-WGF ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 4.6 Years ;;;
; VT-WGG ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 4.6 Years ;;;
; VT-WGH ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 4.5 Years ;;;
; VT-WGI ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 4.4 Years ;;;
; VT-WGJ ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 4.4 Years ;;;
; VT-WGK ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 4.4 Years ;;;
; VT-WGL ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 4.4 Years ;;;
; VT-WGM ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 4.4 Years ;;;
; VT-WGN ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 4.1 Years ;;;
; VT-WGO ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 4.1 Years ;;;
