;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; VT-WGP ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.8 Years ;;;
; VT-WGQ ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.7 Years ;;;
; VT-WGR ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 3.7 Years ;;;
; VT-WGS ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 3.6 Years ;;;
; VT-WGT ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.5 Years ;;;
; VT-WGU ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 2.3 Years ;;;
; VT-WGV ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.5 Years ;;;
; VT-WGW ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 3.4 Years ;;;
; VT-WGX ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 3.4 Years ;;;
; VT-WGY ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.4 Years ;;;
; VT-WGZ ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.4 Years ;;;
; VT-WJA ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.1 Years ;;;
; VT-WJB ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 3.3 Years ;;;
; VT-WJC ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.2 Years ;;;
; VT-WJD ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 3.3 Years ;;;
; VT-WJE ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.3 Years ;;;
; VT-WJF ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.3 Years ;;;
; VT-WJG ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.1 Years ;;;
; VT-WJH ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 3.1 Years ;;;
; VT-WJI ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 2.7 Years ;;;
; VT-WJJ ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 2.4 Years ;;;
; VT-WJK ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 2.9 Years ;;;
; VT-WJL ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 2.5 Years ;;;
; VT-WJM ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 1.8 Years ;;;
; VT-WJN ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 2.4 Years ;;;
; VT-WJO ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 2.2 Years ;;;
; VT-WJP ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 2.3 Years ;;;
; VT-WJQ ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 2.3 Years ;;;
; VT-WJR ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 2.2 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; VT-WJS ;Airbus A320-271N; Y186 ; 13 May 2021 ; Parked, lsd ; 2 Years ;;;
; VT-WJT ;Airbus A320-271N; Y186 ; 13 May 2021 ;lsd ; 1.7 Years ;;;
; VT-WJU ;Airbus A320-271N; Y186 ; 13 May 2021 ;; 1.8 Years ;;;
; VT-WJV ;Airbus A320-271N; Y186 ; 13 May 2021 ;; 1.8 Years ;;;
; VT-WJW ;Airbus A320-271N; Y186 ; 6 Aug 2021 ;lsd ; 0.6 Years ;;;
; VT-WJX ;Airbus A320-271N; Y186 ; 23 Sep 2021 ;lsd ; 0.5 Years ;;;
; VT-WJY ;Airbus A320-271N; Y186 ; 17 Nov 2021 ; Parked ; 0.4 Years ;;;
; VT-WJZ ;Airbus A320-271N; Y186 ; 27 Oct 2021 ; Parked ; 0.4 Years ;;;
