;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; VP-BUU ;Boeing 737-85R(WL); C2Y180 ; 5 Feb 2021 ;lsd ;; 7.4 Years ;;
; VQ-BBQ ;Boeing 737-8KN(WL); C2Y183 ; 1 Dec 2021 ;lsd ; Душа Удмуртии ; 11.1 Years ;;
; RA-42451 ; Yakovlev Yak-42D ; Y120 ; Nov 2019 ;;; 24.7 Years ;;
