;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ZK-PAK ;Boeing 737-476(SF); Cargo ; 22 Aug 2016 ;opby Airwork ; 28.9 Years ;;
; ZK-PAQ ;Boeing 737-476(SF); Cargo ; 23 Aug 2016 ;opby Airwork ; 29.3 Years ;;
; ZK-PAT ;Boeing 737-4Y0(SF); Cargo ; 23 Aug 2016 ;opby Airwork ; 31.6 Years ;;
