;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HB-ALN ;ATR 42-500; Y48 ; 4 Dec 2018 ;lsd ; 25.2 Years ;;
; HB-AMB ;ATR 42-320(F); Cargo ; 8 Aug 2019 ;; 29.5 Years ;;
; HB-AMC ;ATR 42-320(F); Cargo ; 21 May 2019 ;; 27.7 Years ;;
; OE-HZA ;ATR 42-320(F); Cargo ; 7 Aug 2019 ;; 33.8 Years ;;
; HB-ABS ;ATR 72-500(F) (72-212A); Cargo ; 1 Sep 2020 ; Parked, lst Afrijet Business Service ; 17.7 Years ;;
; HB-AFJ ;ATR 72-202(F); Cargo ; 18 Jan 2022 ;; 32.4 Years ;;
; HB-AFL ;ATR 72-202(F); Cargo ; 8 Dec 2020 ;; 30.9 Years ;;
; HB-AFM ;ATR 72-202(F); Cargo ; 9 Apr 2021 ;; 28.9 Years ;;
; HB-ALL ;ATR 72-202(F); Cargo ; 1 Apr 2016 ;; 27.9 Years ;;
; HB-ALM ;ATR 72-202(F); Cargo ; 11 Apr 2016 ;; 28.2 Years ;;
; HB-ALQ ;ATR 72-202(F); Cargo ; 16 Sep 2016 ;BDA Logistics cs ; 27 Years ;;
; HB-ALR ;ATR 72-500 (72-212A); Cargo ; 6 Sep 2018 ;lsd ; 23 Years ;;
