;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; HB-IPK ;Airbus A310-322;; 1 Jan 1993 ; Feb 1993 ;HB-IPK Swissair ;;;
; HB-IPL ;Airbus A310-325; C34Y187 ; 1 Jan 1993 ; 1 Nov 1997 ;HB-IPL Balair ;;;
; HB-IPM ;Airbus A310-325; C34Y187 ; 1 Jan 1993 ; 1 Nov 1997 ;HB-IPM Balair ;lsd ;;
; HB-IPN ;Airbus A310-325;; 19 May 1993 ; 25 Jan 1996 ;HB-IPN Swissair ;;;
; HB-INB ;McDonnell Douglas MD-82 (DC-9-82);; 1 Jan 1993 ; 1 Mar 1995 ;HB-INB Swissair ;;;
; HB-INR ;McDonnell Douglas MD-82 (DC-9-82);; Jun 1994 ; 19 Dec 1995 ;HB-INR Crossair ;;;
; HB-INW ;McDonnell Douglas MD-82 (DC-9-82);; 1 Jan 1993 ; 5 Nov 1995 ;HB-INW Crossair ;;;
; HB-ISZ ;McDonnell Douglas MD-83 (DC-9-83);; 1 Jan 1993 ; 2 Nov 1995 ;HB-ISZ Crossair ;;;
; HB-IUI ;McDonnell Douglas MD-83 (DC-9-83);; 1 Jan 1993 ; 17 Nov 1993 ;SX-BAQ Venus Airlines ;lsd ;;
; HB-IUK ;McDonnell Douglas MD-83 (DC-9-83);; 12 Mar 1995 ; 1 Oct 1995 ;HB-IUK Swissair ;lsd ;;
; HB-IUL ;McDonnell Douglas MD-83 (DC-9-83);; 24 Mar 1995 ; 1 Oct 1995 ;HB-IUL Swissair ;;;
; HB-IUA ;McDonnell Douglas MD-87 (DC-9-87);; 1 Jan 1993 ; 18 Dec 1995 ;LN-RMX SAS Scandinavian Airlines ;;;
; HB-IUB ;McDonnell Douglas MD-87 (DC-9-87);; 1 Jan 1993 ; 24 Jan 1996 ;LN-RMY SAS Scandinavian Airlines ;;;
; HB-IUC ;McDonnell Douglas MD-87 (DC-9-87);; 1 Jan 1993 ; 16 Nov 1995 ;N753RA Reno Air ;;;
; HB-IUD ;McDonnell Douglas MD-87 (DC-9-87);; 1 Jan 1993 ; 28 Nov 1995 ;N754RA Reno Air ;;;
