;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; VP-BTA ;Airbus A320-214(WL); C8Y150 ; 28 Sep 2017 ; Parked, lsd ; A. Borodin / А. Бородин ; 4.5 Years ;;;
; VP-BTC ;Airbus A320-214(WL); C8Y150 ; 24 Oct 2017 ;lsd ; S. Chelyuskin / С. Челюскин ; 4.4 Years ;;;
; VP-BTI ;Airbus A320-214(WL); C8Y150 ; 22 Nov 2013 ;lsd ; V. Meyerhold / В. Мейерхо́льд ; 8.3 Years ;;;
; VP-BTJ ;Airbus A320-214(WL); C8Y150 ; 16 Nov 2017 ;lsd ; A. Rublev / А. Рублёв ; 4.4 Years ;;;
; VP-BTO ;Airbus A320-214(WL); C8Y150 ; 29 Nov 2017 ;lsd ; N. Semashko / Н. Семашко ; 4.3 Years ;;;
; VQ-BEJ ;Airbus A320-214; C20Y120 ; 19 Jan 2010 ; Parked OSR, lsd, PBC CSKA Moscow cs ; I. Kurchatov / И. Курчатов ; 12.1 Years ;;;
; VQ-BHL ;Airbus A320-214; C20Y120 ; 20 Oct 2010 ;lsd ; S. Vavilov / С. Вавилов ; 11.4 Years ;;;
; VQ-BHN ;Airbus A320-214; C20Y120 ; 12 Nov 2010 ;lsd ; N. Lobachevsky / Н. Лобачевский ; 11.3 Years ;;;
; VQ-BIU ;Airbus A320-214; C20Y120 ; 3 May 2011 ;lsd, "75 Pobeda! 1945-2020" sticker ; K. Timiriazev / K. Тимирязев ; 10.9 Years ;;;
; VQ-BIW ;Airbus A320-214; C20Y120 ; 31 Jan 2011 ;lsd, "75 Pobeda! 1945-2020" sticker ; M. Jalil / М. Джалиль ; 11.1 Years ;;;
; VQ-BKT ;Airbus A320-214; C20Y120 ; 26 May 2011 ;lsd ; V. Vernadsky / В. Вернадский ; 10.8 Years ;;;
; VQ-BKU ;Airbus A320-214; C20Y120 ; 13 Sep 2011 ;lsd ; A. Nikolaev / А. Николаев ; 10.5 Years ;;;
; VQ-BPU ;Airbus A320-214(WL); C8Y150 ; 16 Jan 2014 ; Parked, lsd ; D. Likhachev / Д. Лихачев ; 8.2 Years ;;;
; VQ-BPV ;Airbus A320-214(WL); C8Y150 ; 11 Feb 2014 ;lsd ; A. Stoletov / А. Столетов ; 8.1 Years ;;;
; VQ-BPW ;Airbus A320-214(WL); C8Y150 ; 21 Feb 2014 ;lsd ; A. Vishnevsky / A. Вишнeвский ; 8.1 Years ;;;
; VQ-BRW ;Airbus A320-214(WL); C8Y150 ; 17 Feb 2014 ;lsd, Skyteam cs ;; 8.1 Years ;;;
; VQ-BSI ;Airbus A320-214(WL); C8Y150 ; 11 Apr 2014 ;lsd ; V. Komarov / В. Комаров ; 8 Years ;;;
; VQ-BSJ ;Airbus A320-214(WL); C8Y150 ; 25 Apr 2014 ;lsd ; B. Egorov / Б. Егоров ; 7.9 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; VQ-BSL ;Airbus A320-214(WL); C8Y150 ; 17 Apr 2014 ;lsd ; K. Feoktistov / К. Феоктистов ; 7.9 Years ;;;
; VQ-BST ;Airbus A320-214(WL); C8Y150 ; 15 May 2014 ;lsd ; P. Popovich / П. Попович ; 7.8 Years ;;;
; VQ-BSU ;Airbus A320-214(WL); C8Y150 ; 8 May 2014 ;lsd ; G. Zhukov / Г. Жуков ; 7.8 Years ;;;
; VQ-BTW ;Airbus A320-214(WL); C8Y150 ; 12 Dec 2018 ;lsd ; F. Tolbukhin / Ф. Толбухин ; 3.3 Years ;;;
; VQ-BTX ;Airbus A320-214(WL); C8Y150 ; 27 Sep 2018 ;lsd ; G. Fedotov / Г. Федотов ; 3.4 Years ;;;
; VP-BPM ;Airbus A320-251N; C12Y144 ; 2 Jul 2021 ;lsd ; M. Lazarev / М. Лазарев ; 1.1 Years ;;;
; VP-BPQ ;Airbus A320-251N; C12Y144 ; 18 May 2021 ;lsd ; A. Dobrynin / А. Добрынин ; 1.4 Years ;;;
; VP-BPR ;Airbus A320-251N; C12Y144 ; 28 May 2021 ;; V. Etush / В. Этуш ; 1.4 Years ;;;
; VP-BRG ;Airbus A320-251N; C12Y144 ; 2 Jun 2021 ;lsd ; N. Zhukovsky / Н. Жуковский ; 1.1 Years ;;;
; VP-BSF ;Airbus A320-251N; C12Y144 ; 4 Jun 2021 ;; E. Meshalkin / Е. Мешалкин ; 1 Years ;;;
; VP-BSN ;Airbus A320-251N; C12Y144 ; 19 Aug 2021 ;lsd ; Ф. Беллинсгаузен / F. Bellinsgauzen ; 0.8 Years ;;;
; VP-BAE ;Airbus A321-211(WL); C16Y167 ; 3 Aug 2016 ;lsd ; S. Bondarchuk / С. Бондарчук ; 5.7 Years ;;;
; VP-BAF ;Airbus A321-211(WL); C16Y167 ; 25 Aug 2016 ;lsd ; A. Tarkovsky / А. Тарковский ; 5.6 Years ;;;
; VP-BAV ;Airbus A321-211(WL); C16Y167 ; 30 Mar 2016 ;lsd ; F. Ushakov / Ф. Ушаков ; 6 Years ;;;
; VP-BAX ;Airbus A321-211(WL); C16Y167 ; 20 May 2016 ; Parked SVO, lsd ; S. Richter / С. Рихтер ; 5.9 Years ;;;
; VP-BAY ;Airbus A321-211(WL); C16Y167 ; 9 Sep 2016 ;lsd ; V. Shukshin / В. Шукшин ; 5.5 Years ;;;
; VP-BAZ ;Airbus A321-211(WL); C16Y167 ; 28 Sep 2016 ;lsd ; Y. Levitan / Ю. Левитан ; 5.4 Years ;;;
; VP-BEA ;Airbus A321-211(WL); C16Y167 ; 23 Sep 2016 ;lsd ; A. Schnittke / А. Шнитке ; 6.6 Years ;;;
; VP-BEE ;Airbus A321-211(WL); C16Y167 ; 29 Sep 2016 ;lsd, 95th Anniversary cs ; Ю. Любимов / Y. Lyubimov ; 6.6 Years ;;;
; VP-BEG ;Airbus A321-211(WL); C16Y167 ; 15 Sep 2016 ;lsd ; V. Nemirovich-Danchenko / В. Немирович-Данченко ; 6.5 Years ;;;
; VP-BES ;Airbus A321-211(WL); C16Y167 ; 19 Sep 2016 ;lsd ; I. Dunayevsky / И. Дунаевский ; 6.4 Years ;;;
; VP-BEW ;Airbus A321-211(WL); C16Y167 ; 4 Aug 2016 ;lsd ; M. Zoshchenko / М. Зощенко ; 5.9 Years ;;;
; VP-BFF ;Airbus A321-211(WL); C16Y167 ; 12 May 2017 ;lsd ; E. Ryazanov / Э. Рязанов ; 4.9 Years ;;;
; VP-BFK ;Airbus A321-211(WL); C16Y167 ; 8 Jun 2017 ;lsd ; F. Volkov / Ф. Волков ; 4.8 Years ;;;
; VP-BFQ ;Airbus A321-211(WL); C16Y167 ; 19 May 2017 ;lsd ; A. Alexandrov / А. Александров ; 4.8 Years ;;;
; VP-BFX ;Airbus A321-211(WL); C16Y167 ; 7 Jul 2017 ;lsd ; I. Shishkin / И. Шишкин ; 4.7 Years ;;;
; VP-BJX ;Airbus A321-211(WL); C16Y167 ; 4 Aug 2016 ;lsd ; I. Goncharov / И. Гончаров ; 6.1 Years ;;;
; VP-BKI ;Airbus A321-211(WL); C16Y167 ; 3 Aug 2016 ;lsd ; D. Ryabushinsky / Д. Рябушинский ; 5.7 Years ;;;
; VP-BKJ ;Airbus A321-211(WL); C16Y167 ; 28 Feb 2018 ;lsd ; V. Nabokov / В. Набоков ; 4 Years ;;;
; VP-BKQ ;Airbus A321-211(WL); C16Y167 ; 15 Aug 2017 ;lsd ; D. Mendeleev / Д. Менделеев ; 4.6 Years ;;;
; VP-BKR ;Airbus A321-211(WL); C16Y167 ; 21 Sep 2017 ;lsd ; S. Rachmaninoff / С. Рахманинов ; 4.5 Years ;;;
; VP-BKZ ;Airbus A321-211(WL); C16Y167 ; 22 Mar 2018 ;lsd, "75 Победа! 1945-2020" sticker ; M.Bernes / М.Бернес ; 4 Years ;;;
; VP-BOC ;Airbus A321-211; C28Y142 ; 14 Aug 2013 ;lsd ; S. Mikhalkov / C. Михалкoв ; 8.6 Years ;;;
; VP-BOE ;Airbus A321-211; C28Y142 ; 3 Sep 2013 ;lsd ; G. Vishnevskaya / Г. Вишневская ; 8.5 Years ;;;
; VP-BTG ;Airbus A321-211; C28Y142 ; 31 Oct 2013 ;lsd ; K. Stanislavsky / К. Станиславский ; 8.4 Years ;;;
; VP-BTH ;Airbus A321-211(WL); C16Y167 ; 26 Oct 2017 ;lsd ; R. Rozhdestvensky / Р. Рождественский ; 4.4 Years ;;;
; VP-BTK ;Airbus A321-211(WL); C16Y167 ; 6 Feb 2018 ;lsd ; A. Vertinsky / А. Вертинский ; 4.1 Years ;;;
; VP-BTL ;Airbus A321-211; C28Y142 ; 12 Dec 2013 ;lsd, Manchester United cs ; E. Vakhtangov / Е. Вахтангов ; 8.3 Years ;;;
; VP-BTR ;Airbus A321-211; C28Y142 ; 19 Dec 2013 ;lsd ; S. Diaghilev / С. Дя́гилев ; 8.2 Years ;;;
; VQ-BEA ;Airbus A321-211; C28Y142 ; 6 Nov 2009 ;lsd ; I. Michurin / И. Мичурин ; 12.4 Years ;;;
; VQ-BED ;Airbus A321-211; C28Y142 ; 6 Nov 2009 ;lsd ; N. Pirogov / Н. Пирогов ; 12.4 Years ;;;
; VQ-BEG ;Airbus A321-211; C28Y142 ; 2 Dec 2009 ;lsd ; V. Grizodubova / В. Гризодубова ; 12.3 Years ;;;
; VQ-BTT ;Airbus A321-211(WL); C16Y167 ; 24 Jul 2018 ;lsd ; A. Gomelsky / А. Гомельский ; 3.6 Years ;;;
; VQ-BTU ;Airbus A321-211(WL); C16Y167 ; 17 Jul 2018 ;lsd ; S. Belov / С. Белов ; 3.6 Years ;;;
; VP-BPP ;Airbus A321-251NX; C12Y184 ; 28 May 2021 ;; N. Vavilov / Н. Вавилов ; 1.2 Years ;;;
; VP-BRC ;Airbus A321-251NX; C12Y184 ; 28 May 2021 ;lsd ; M. Godenko / М. Годенко ; 1 Years ;;;
; VP-BXT ;Airbus A321-251NX; C12Y184 ; 22 Jul 2021 ;lsd ; F. Salmanov / Ф. Салманов ; 0.7 Years ;;;
; VP-BDD ;Airbus A330-343; C28Y268 ; 30 Oct 2012 ;; A. Mozhaysky / A. Можайский ; 9.4 Years ;;;
; VP-BDE ;Airbus A330-343; C28Y268 ; 13 Dec 2012 ;; L. Kantorovich / Л. Канторович ; 9.2 Years ;;;
; VQ-BMV ;Airbus A330-343; C28Y268 ; 1 Feb 2012 ;lsd ; P. Kapitsa / П. Капица ; 10.1 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; VQ-BMX ;Airbus A330-343; C28Y268 ; 29 Mar 2012 ; Parked, lsd ; A. Sakharov / А. Сахаров ; 10 Years ;;;
; VQ-BMY ;Airbus A330-343; C28Y268 ; 12 Apr 2012 ;lsd ; I. Frank / И. Франк ; 9.9 Years ;;;
; VQ-BNS ;Airbus A330-343; C36Y265 ; 16 Nov 2011 ;lsd ; A. Bakulev / А. Бакулев ; 10.4 Years ;;;
; VQ-BPI ;Airbus A330-343; C28Y268 ; 11 Jul 2012 ;; L. Yashin / Л. Яшин ; 9.7 Years ;;;
; VQ-BPJ ;Airbus A330-343; C28Y268 ; 16 Jul 2012 ;; V. Brumel / В. Брумель ; 9.7 Years ;;;
; VQ-BPK ;Airbus A330-343; C28Y268 ; 24 Sep 2012 ;; I. Kulibin / И. Кулибин ; 9.6 Years ;;;
; VQ-BQX ;Airbus A330-343; C28Y268 ; 23 Jun 2011 ;; О. Mandelshtam / О. Мандельштам ; 10.8 Years ;;;
; VQ-BQY ;Airbus A330-343; C28Y268 ; 30 Aug 2011 ;; М. Sholokhov / М. Шолохов ; 10.6 Years ;;;
; VQ-BQZ ;Airbus A330-343; C28Y268 ; 12 Dec 2011 ;; N. Burdenko / Н. Бурденко ; 10.3 Years ;;;
; VP-BXA ;Airbus A350-941; C28W24Y264 ; 27 May 2021 ;; A. Vasilevsky / A. Bacилевский ; 1.7 Years ;;;
; VP-BXC ;Airbus A350-941; C28W24Y264 ; 15 Jun 2021 ;; R. Malinovsky / Р. Малиновский ; 1 Years ;;;
; VP-BXD ;Airbus A350-941; C28W24Y264 ; 28 Jun 2021 ;lsd ; I. Konev / И. Конев ; 1.2 Years ;;;
; VP-BXP ;Airbus A350-941; C28W24Y264 ; 29 Jun 2021 ;lsd ; A. Golovanov / А. Голованов ; 0.8 Years ;;;
; VP-BXS ;Airbus A350-941; C28W24Y264 ; On Order ;; I. Cherevichny ; 0.3 Years ;;;
; VP-BYB ;Airbus A350-941; C28W24Y264 ; On Order ;; E. Obraztsova ;;;;
; VP-BYE ;Airbus A350-941; C28W24Y264 ; On Order ;; B. Vasilyev / Б. Васильев ; 0.3 Years ;;;
; VP-BYF ;Airbus A350-941; C28W24Y264 ; 24 Feb 2022 ;;; 0.1 Years ;;;
; VP-BYH ;Airbus A350-941; C28W24Y264 ; On Order ;;;;;;
; VQ-BFY ;Airbus A350-941; C28W24Y264 ; 27 Feb 2020 ;; P. Tchaikovsky / П. Чайковский ; 2.1 Years ;;;
; VQ-BFZ ;Airbus A350-941; C28W24Y264 ; 27 May 2021 ;; A.Dementyev / А.Дементьев ; 1.8 Years ;;;
; VP-BCD ;Boeing 737-8LJ(WL); C20Y138 ; 21 Jan 2016 ;lsd ; N. Karamzin / Н. Карамзин ; 6.2 Years ;;;
; VP-BCF ;Boeing 737-8LJ(WL); C20Y138 ; 10 Feb 2016 ; Parked, lsd ; I. Krylov / И. Крылов ; 6.1 Years ;;;
; VP-BCG ;Boeing 737-8LJ(WL); C20Y138 ; 30 Mar 2016 ;lsd ; N. Leskov / Н. Лесков ; 5.9 Years ;;;
; VP-BGG ;Boeing 737-8LJ(WL); C20Y138 ; 18 Jul 2016 ;lsd ; G. Sviridov / Г. Свиридов ; 5.7 Years ;;;
; VP-BGI ;Boeing 737-8LJ(WL); C20Y138 ; 9 Aug 2016 ;lsd ; M. Vrubel / М. Врубель ; 5.6 Years ;;;
; VP-BGN ;Boeing 737-8LJ(WL); C20Y138 ; 26 Sep 2016 ;lsd ; L. Utyosov / Л. Утёсов ; 5.5 Years ;;;
; VP-BKA ;Boeing 737-8LJ(WL); C20Y138 ; 22 Sep 2017 ;lsd ; M. Magomayev / М. Магомаев ; 4.5 Years ;;;
; VP-BKE ;Boeing 737-8LJ(WL); C20Y138 ; 11 Oct 2017 ;lsd ; M. Tariverdiev / М. Таривердиев ; 4.4 Years ;;;
; VP-BKF ;Boeing 737-8MC(WL); C20Y138 ; 18 Oct 2017 ;lsd ; Y. Nikulin / Ю. Никулин ; 4.4 Years ;;;
; VP-BKK ;Boeing 737-8LJ(WL); C20Y138 ; 30 Nov 2017 ; Parked, lsd ; M. Botvinnik / М. Ботвинник ; 4.3 Years ;;;
; VP-BKN ;Boeing 737-8MC(WL); C20Y138 ; 21 Nov 2017 ;lsd ; B. Okudzhava / Б. Окуджава ; 4.3 Years ;;;
; VP-BMB ;Boeing 737-8LJ(WL); C20Y138 ; 7 Feb 2017 ;lsd, SkyTeam cs ;; 5.1 Years ;;;
; VP-BMD ;Boeing 737-8MC(WL); C20Y138 ; 27 Mar 2017 ;lsd ; A. Pechersky / А. Печерский ; 5 Years ;;;
; VP-BMI ;Boeing 737-8MC(WL); C20Y138 ; 30 Mar 2017 ;lsd ; A. Dargomyzhsky / А. Даргомыжский ; 5 Years ;;;
; VP-BML ;Boeing 737-8MC(WL); C20Y138 ; 10 Apr 2017 ;lsd ; A. Khachaturian / А. Хачатурян ; 4.9 Years ;;;
; VP-BMM ;Boeing 737-8MC(WL); C20Y138 ; 17 Apr 2017 ;lsd ; V. Kandinsky / В. Кандинский ; 4.9 Years ;;;
; VP-BMO ;Boeing 737-8LJ(WL); C20Y138 ; 1 Aug 2017 ;lsd ; M. Mussorgsky / М. Мусоргский ; 4.6 Years ;;;
; VP-BNC ;Boeing 737-8LJ(WL); C20Y138 ; 28 Aug 2017 ;lsd ; V. Serov / В. Серов ; 4.6 Years ;;;
; VP-BNP ;Boeing 737-8MC(WL); C20Y138 ; 14 Aug 2017 ;lsd ; I. Aivazovsky / И. Айвазовский ; 4.6 Years ;;;
; VP-BNQ ;Boeing 737-8MC(WL); C20Y138 ; 19 Jun 2017 ;lsd ; S. Taneyev / С. Танеев ; 4.8 Years ;;;
; VP-BON ;Boeing 737-8LJ(WL); C20Y138 ; 8 Sep 2014 ;lsd ; N. Berdyaev / Н. Бердяев ; 7.5 Years ;;;
; VP-BPF ;Boeing 737-8MC(WL); C20Y138 ; 9 Aug 2017 ;lsd ; N. Roerich / Н. Рерих ; 4.6 Years ;;;
; VP-BRF ;Boeing 737-8LJ(WL); C20Y138 ; 24 Sep 2013 ;lsd ; S. Obraztsov / C. Образцов ; 8.5 Years ;;;
; VP-BRH ;Boeing 737-8LJ(WL); C20Y138 ; 30 Oct 2013 ; Parked, lsd ; B. Kustodiev / Б. Кустодиев ; 8.4 Years ;;;
; VP-BRR ;Boeing 737-8LJ(WL); C20Y138 ; 10 Dec 2013 ;lsd ; A. Solzhenitsyn / А. Солженицын ; 8.3 Years ;;;
; VP-BSB ;Boeing 737-8MC(WL); C20Y138 ; 20 Dec 2017 ; Parked, lsd ; A. Koni / А. Кони ; 4.2 Years ;;;
; VP-BZA ;Boeing 737-8LJ(WL); C20Y138 ; 17 Jan 2014 ;lsd ; Ch. Aytmatov / Ч.Айтматов ; 8.1 Years ;;;
; VP-BZB ;Boeing 737-8LJ(WL); C20Y138 ; 9 May 2014 ;lsd ; K. Simonov / К. Симонов ; 7.9 Years ;;;
; VQ-BHB ;Boeing 737-8LJ(WL); C20Y138 ; 23 Jan 2018 ;lsd ; N. Nekrasov / Н. Некрасов ; 4.2 Years ;;;
; VQ-BVO ;Boeing 737-8LJ(WL); C20Y138 ; 30 Jan 2015 ;lsd ; V. Belinsky / В. Белинский ; 7.1 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; VQ-BVP ;Boeing 737-8LJ(WL); C20Y138 ; 24 Feb 2015 ;lsd ; L.Gumilev / Л. Гумилев ; 7 Years ;;;
; VQ-BWA ;Boeing 737-8LJ(WL); C20Y138 ; 30 Apr 2015 ;lsd ; V. Dahl / В. Даль ; 6.9 Years ;;;
; VQ-BWB ;Boeing 737-8LJ(WL); C20Y138 ; 29 Jun 2015 ;lsd ; S. Ozhegov / С. Ожегов ; 6.7 Years ;;;
; VQ-BWC ;Boeing 737-8LJ(WL); C20Y138 ; 13 Jul 2015 ;lsd ; S. Soloviev / С. Соловьев ; 6.7 Years ;;;
; VQ-BWD ;Boeing 737-8LJ(WL); C20Y138 ; 3 Aug 2015 ;lsd ; G. Tovstonogov / Г. Товстоногов ; 6.6 Years ;;;
; VQ-BWE ;Boeing 737-8LJ(WL); C20Y138 ; 9 Nov 2015 ; Parked, lsd ; M. Shchepkin / М. Щепкин ; 6.3 Years ;;;
; VQ-BWF ;Boeing 737-8LJ(WL); C20Y138 ; 8 Dec 2015 ;lsd ; S. Eisenstein / С. Эйзенштейн ; 6.3 Years ;;;
; VP-BFC ;Boeing 777-300ER; C28W24Y375 ; 30 Sep 2021 ;; S. Korolev / С. Королёв ; 0.8 Years ;;;
; VP-BGB ;Boeing 777-3M0ER; C30W48Y324 ; 1 Feb 2013 ;lsd ; M. Kutuzov / М. Кутузов ; 9.2 Years ;;;
; VP-BGC ;Boeing 777-3M0ER; C30W48Y324 ; 25 Feb 2013 ;lsd ; P. Bagration / П. Багратион ; 9.1 Years ;;;
; VP-BGD ;Boeing 777-3M0ER; C30W48Y324 ; 28 Mar 2013 ;lsd ; M. Barclay-de-Tolly / М. Барклай-де-Толли ; 9 Years ;;;
; VP-BGF ;Boeing 777-3M0ER; C30W48Y324 ; 26 Apr 2013 ;lsd ; D. Davydov / Д. Давыдов ; 8.9 Years ;;;
; VP-BHA ;Boeing 777-3M0ER; C30W48Y324 ; 1 Jun 2018 ;lsd ; A. Skriabin / А. Скрябин ; 3.8 Years ;;;
; VP-BPG ;Boeing 777-3M0ER; C30W48Y324 ; 28 Jun 2017 ;; A. Babajanyan / А. Бабаджанян ; 4.7 Years ;;;
; VQ-BFK ;Boeing 777-300ER; C30W48Y324 ; 29 Mar 2019 ;; V. Chuikov / В. Чуйков ; 3.1 Years ;;;
; VQ-BFL ;Boeing 777-300ER; C30W48Y324 ; 29 Mar 2019 ;; K. Balmont / К. Бальмонт ; 3 Years ;;;
; VQ-BFN ;Boeing 777-300ER; C28W24Y375 ; 25 Feb 2021 ;; D. Granin / Д. Гранин ; 1.9 Years ;;;
; VQ-BFO ;Boeing 777-300ER; C28W24Y375 ; 30 Sep 2021 ;; S. Govorukhin / С. Говорухин ; 1.8 Years ;;;
; VQ-BIL ;Boeing 777-3M0ER; C30W48Y324 ; 25 Aug 2016 ; Parked ; A. Pushkin / А. Пушкин ; 5.6 Years ;;;
; VQ-BQB ;Boeing 777-3M0ER; C30W48Y324 ; 29 Jan 2014 ;lsd ; A. Kuprin / А. Куприн ; 8.2 Years ;;;
; VQ-BQC ;Boeing 777-3M0ER; C30W48Y324 ; 20 Feb 2014 ;lsd ; I. Bunin / И. Бунин ; 8.1 Years ;;;
; VQ-BQD ;Boeing 777-3M0ER; C30W48Y324 ; 27 Mar 2014 ;lsd ; A. Chekhov / А. Чехов ; 8 Years ;;;
; VQ-BQE ;Boeing 777-3M0ER; C30W48Y324 ; 9 Apr 2014 ;lsd ; M. Lermontov / М. Лермонтов ; 8 Years ;;;
; VQ-BQF ;Boeing 777-3M0ER; C30W48Y324 ; 14 May 2014 ;lsd ; A. Blok / А. Блок ; 7.9 Years ;;;
; VQ-BQG ;Boeing 777-3M0ER; C30W48Y324 ; 30 May 2014 ;lsd, SkyTeam cs ;; 7.8 Years ;;;
; VQ-BQM ;Boeing 777-3M0ER; C30W48Y324 ; 22 Mar 2016 ; Parked ; I. Turgenev / И. Тургенев ; 6 Years ;;;
; VQ-BUA ;Boeing 777-3M0ER; C30W48Y324 ; 27 Mar 2015 ;lsd ; S. Esenin / С. Есенин ; 7 Years ;;;
; VQ-BUB ;Boeing 777-3M0ER; C30W48Y324 ; 24 Apr 2015 ;lsd ; M. Bulgakov / М. Булгаков ; 6.9 Years ;;;
; VQ-BUC ;Boeing 777-3M0ER; C30W48Y324 ; 29 May 2015 ;lsd ; A. Ostrovsky / А. Островский ; 6.9 Years ;;;
; RA-89022 ;Sukhoi Superjet 100-95B; C12Y75 ; 30 Dec 2013 ; Parked, lsd ; I. Orlovets / И.Орловец ; 8.4 Years ;;;
; RA-89023 ;Sukhoi Superjet 100-95B; C12Y75 ; 29 Jan 2014 ; Parked, lsd ; P. Mikhaylov / П.Михайлов ; 8.3 Years ;;;
; RA-89024 ;Sukhoi Superjet 100-95B; C12Y75 ; 28 Mar 2014 ; Parked, lsd ; D. Barilov / Д. Барилов ; 8.1 Years ;;;
