;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; HS-CBD ;Airbus A320-216(WL); Y180 ; 7 Nov 2017 ; Parked, lsd ; 4.3 Years ;;;
; HS-CBI ;Airbus A320-216(WL); Y186 ; 30 Jul 2018 ;lsd ; 3.6 Years ;;;
; HS-BBX ;Airbus A320-251N; Y186 ; 29 Oct 2016 ; Parked DMK, lsd, "A320 neo" sticker ; 5.4 Years ;;;
; HS-BBY ;Airbus A320-251N; Y186 ; 29 Dec 2016 ;"Government Savings Bank of Thailand" sticker ; 5.2 Years ;;;
; HS-BBZ ;Airbus A320-251N; Y186 ; 15 Mar 2017 ;lsd, "MyMo by GSB" sticker ; 5 Years ;;;
; HS-CBB ;Airbus A320-251N; Y186 ; 24 May 2017 ; Parked, lsd ; 4.8 Years ;;;
; HS-CBC ;Airbus A320-251N; Y186 ; 20 Nov 2017 ; Parked DMK ; 4.3 Years ;;;
; HS-CBE ;Airbus A320-251N; Y186 ; 26 Dec 2017 ;lsd ; 4.2 Years ;;;
; HS-CBF ;Airbus A320-251N; Y186 ; 9 Jan 2018 ; Parked, lsd ; 4.2 Years ;;;
; HS-CBG ;Airbus A320-251N; Y186 ; 6 Feb 2018 ; Parked DMK, lsd ; 4.1 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; HS-CBH ;Airbus A320-251N; Y186 ; 15 Mar 2018 ; Parked, lsd ; 4 Years ;;;
; HS-CBJ ;Airbus A320-251N; Y186 ; 30 Oct 2018 ;lsd ; 3.3 Years ;;;
; HS-CBK ;Airbus A320-251N; Y186 ; 13 Nov 2018 ;lsd ; 3.3 Years ;;;
; HS-EAA ;Airbus A321-251NX; Y236 ; 31 Dec 2019 ; Parked ; 2.2 Years ;;;
; HS-EAB ;Airbus A321-251NX; Y236 ; 31 Dec 2019 ; Parked ; 2.2 Years ;;;
