;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ZS-XCG ;ATR 42-500;; 9 Apr 2014 ;; 27.4 Years ;;
; ZS-ESS ;ATR 72-600 (72-212A); Y70 ; 2 Aug 2018 ;lsd, lst Green Africa Airways as 5N-GAA ; 9.3 Years ;;
; ZS-XCJ ;ATR 72-201(F); Cargo ; 22 Feb 2017 ;opf DHL Aviation ; 28.2 Years ;;
; ZS-XCL ;ATR 72-202(F); Cargo ; 27 Jun 2017 ;opf DHL Aviation ; 29.7 Years ;;
; ZS-XZB ;ATR 72-500 (72-212A);; 20 Oct 2016 ;lst Cubana ; 15.6 Years ;;
; ZS-XZC ;ATR 72-600 (72-212A); Y70 ; Jul 2018 ;lsd, lst Green Africa Airways as 5N-GAD ; 9 Years ;;
; ZS-XZD ;ATR 72-600 (72-212A);; 21 Sep 2020 ;lsd, lst Green Africa Airways as 5N-GAE ; 9.4 Years ;;
; ZS-BBK ;Embraer ERJ-135LR;; 25 Jul 2014 ;; 21 Years ;;
; ZS-BBC ;Embraer ERJ-145LU;; 9 Sep 2015 ;lst Sahel Aviation Service ; 21 Years ;;
; ZS-BBD ;Embraer ERJ-145LU;; 30 Jan 2019 ;; 22 Years ;;
; ZS-BBH ;Embraer ERJ-145LR; Y50 ; 3 Mar 2017 ;lst fastjet Zimbabwe as Z-FJF ; 19.7 Years ;;
; ZS-BBI ;Embraer ERJ-145LR; Y50 ; Mar 2020 ;lst Sahel Aviation Service ; 22.1 Years ;;
; ZS-BBJ ;Embraer ERJ-145LR; Y50 ; Jan 2017 ;; 21.7 Years ;;
; ZS-DFC ;Embraer ERJ-145MP;; 2016 ;lst fastjet Zimbabwe as Z-FJG ; 21.4 Years ;;
