;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; LN-FGE ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 0.3 Years ;;
; LN-FGF ;Boeing 737-8 MAX; Y189 ; 21 Feb 2022 ;lsd ; 0.1 Years ;;
; LN-FGG ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ;;;
; LN-FGH ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ;;;
; LN-FGI ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ;;;
; LN-FGJ ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ;;;
; LN-DYI ;Boeing 737-8JP(WL); Y186 ; 27 Aug 2021 ;lsd ; 11.4 Years ;;
; LN-DYS ;Boeing 737-8JP(WL); Y186 ; 8 Oct 2021 ;lsd ; 10.8 Years ;;
; LN-FGA ;Boeing 737-82R(WL); Y189 ; 10 Jun 2021 ;lsd ; 9.2 Years ;;
; LN-FGB ;Boeing 737-82R(WL); Y189 ; 18 Jun 2021 ;lsd ; 8.7 Years ;;
; LN-FGC ;Boeing 737-8KN(WL); Y189 ; 20 Dec 2021 ;lsd ; 8.3 Years ;;
; LN-FGD ;Boeing 737-82R(WL); Y189 ; Feb 2022 ;; 10.2 Years ;;
