;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; C-FMCY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 8 Jan 2007 ;opf United Nations ; 26.9 Years ;;
; C-FMUV ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 4 Jul 2007 ;opf United Nations ; 26.8 Years ;;
; C-FWWU ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 19 Jan 2009 ;opf United Nations ; 23 Years ;;
; C-FXHC ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 5 Dec 2015 ;opf United Nations ; 22.7 Years ;;
; C-FXLH ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 8 Sep 2019 ;opf United Nations ; 23.2 Years ;;
; C-GIXR ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 1 Apr 2011 ;opf United Nations ; 21.4 Years ;;
; C-GIXT ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 5 Nov 2016 ;; 22 Years ;;
; C-GJZJ ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 30 Jun 2017 ;opf United Nations ; 20.5 Years ;;
; C-FACD ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 5 Mar 2021 ; Parked ; 32.9 Years ;;
; C-FGQK ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 5 Mar 2021 ; Parked ; 32.1 Years ;;
; C-FGRC ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 4 Mar 2021 ; Parked ; 32.1 Years ;;
; C-FGRM ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 4 Mar 2021 ; Parked ; 32 Years ;;
; C-FGRP ;De Havilland Canada DHC-8-102(PF) Dash 8; Y37 ; 3 Mar 2021 ;opf Purolator ; 31.9 Years ;;
; C-FGRY ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 4 Mar 2021 ; Parked ; 31.9 Years ;;
; C-FJMG ;De Havilland Canada DHC-8-102A Dash 8; Y37 ; 27 Apr 2020 ; Parked ; 31.1 Years ;;
; C-FPON ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 5 Mar 2021 ; Parked ; 32.5 Years ;;
; C-GANK ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 15 Jan 2016 ;opf United Nations ; 34.6 Years ;;
; C-GCTC ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 17 Mar 2021 ; Parked ; 35.1 Years ;;
; C-GION ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 8 Mar 2021 ; Parked ; 33.3 Years ;;
; C-GJSX ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 22 Mar 2021 ; Parked ; 34.3 Years ;;
; C-GKON ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 4 Nov 2020 ;; 33.2 Years ;;
; C-GOND ;De Havilland Canada DHC-8-102(PF) Dash 8; Cargo ; 21 Nov 2019 ;opf Purolator ; 34.2 Years ;;
; C-GONJ ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 4 Nov 2020 ;; 34 Years ;;
; C-GONN ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 24 Mar 2021 ; Parked ; 33.8 Years ;;
; C-GONR ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 19 Mar 2021 ; Parked ; 33.6 Years ;;
; C-GONW ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 19 Mar 2021 ; Parked ; 33.6 Years ;;
; C-GONX ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 18 Mar 2021 ; Parked ; 33.4 Years ;;
; C-GONY ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 11 Mar 2021 ; Parked ; 33.5 Years ;;
; C-FEXZ ;De Havilland Canada DHC-8-314 Dash 8; Y50 ; 11 May 2006 ; Parked ; 30.1 Years ;;
; C-FNCU ;De Havilland Canada DHC-8-311Q Dash 8; Y50 ; 1 May 2007 ;; 23.6 Years ;;
; C-FSOU ;De Havilland Canada DHC-8-311 Dash 8; Y50 ; 8 Sep 2021 ;; 29.3 Years ;;
; C-GHQZ ;De Havilland Canada DHC-8-314 Dash 8; Y50 ; 26 Jan 2004 ;opf United Nations ; 28.3 Years ;;
