;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SP-SPA ;ATR 72-202(F); Cargo ; Nov 2014 ;; 30.6 Years ;;
; SP-SPC ;ATR 72-202(F); Cargo ; 15 Dec 2015 ;; 29.3 Years ;;
; SP-SPD ;ATR 72-212(F); Cargo ; 12 Jul 2016 ;; 28.4 Years ;;
; SP-SPE ;ATR 72-202(F); Cargo ; Jul 2016 ;; 27.1 Years ;;
; SP-SPF ;ATR 72-500(F) (72-212A); Cargo ; Feb 2021 ;; 17.1 Years ;;
; SP-SPG ;ATR 72-202(F); Cargo ; Oct 2016 ;; 25.6 Years ;;
; SP-SPH ;ATR 72-202(F); Cargo ; Sep 2017 ;; 25.6 Years ;;
; SP-SPI ;ATR 72-500(F) (72-212A); Cargo ; 3 Sep 2020 ;; 19.8 Years ;;
; SP-SPL ;ATR 72-500(F) (72-212A); Cargo ; 26 Apr 2021 ;; 22.5 Years ;;
; SP-SPN ;ATR 72-500 (72-212A); Cargo ; 19 Mar 2021 ;; 19.1 Years ;;
; SP-CUA ;Saab 340B;; Dec 2021 ;; 32.4 Years ;;
; SP-KPC ;Saab 340A(QC); Y33/Cargo ; 29 Dec 2011 ;; 35.4 Years ;;
; SP-KPE ;Saab 340A(QC); Y33/Cargo ; 18 Jan 2008 ;; 33.4 Years ;;
; SP-KPG ;Saab 340A; Y33 ; Jul 2016 ;; 32.8 Years ;;
; SP-KPN ;Saab 340A(F); Cargo ; 18 Jan 2008 ;; 33.9 Years ;;
; SP-KPR ;Saab 340A(QC); Y33/Cargo ; Mar 2008 ;; 33.2 Years ;;
; SP-KPU ;Saab 340A(F); Cargo ; 11 Apr 2008 ; Parked GDN ; 33 Years ;;
; SP-KPV ;Saab 340A(F); Cargo ; 18 Jan 2008 ;; 35.4 Years ;;
; SP-KPZ ;Saab 340A(F); Cargo ; 10 Mar 2010 ;; 34.9 Years ;;
; SP-KPH ;Saab Fairchild 340A(F); Cargo ; 18 Jan 2008 ;; 37.2 Years ;;
; SP-KPK ;Saab Fairchild 340A(F); Cargo ; 21 May 2009 ;; 36.8 Years ;;
; SP-KPL ;Saab Fairchild 340A; Y33 ; 28 Nov 2020 ;; 36.4 Years ;;
; SP-KPO ;Saab Fairchild 340A(F); Cargo ; 18 Jan 2008 ;; 37.4 Years ;;
