;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; C-FCTK ;Boeing 737-8 MAX; W12Y162 ; 30 Nov 2018 ;; 312 ; 3.3 Years ;;;
; C-FHCM ;Boeing 737-8 MAX; W12Y162 ; 27 Feb 2019 ; Parked, lsd ; 315 ; 3 Years ;;;
; C-FNAX ;Boeing 737-8 MAX; W12Y162 ; 29 Sep 2017 ;; 302 ; 4.4 Years ;;;
; C-FNWD ;Boeing 737-8 MAX; W12Y162 ; 21 Jun 2018 ;; 308 ; 3.7 Years ;;;
; C-FRAX ;Boeing 737-8 MAX; W12Y162 ; 28 Sep 2017 ;; 301 ; 4.4 Years ;;;
; C-FRYV ;Boeing 737-8 MAX; W12Y162 ; 1 Mar 2018 ;; 306 ; 4 Years ;;;
; C-GAMQ ;Boeing 737-8 MAX; W12Y162 ; 13 Nov 2018 ;; 311 ; 3.3 Years ;;;
; C-GCAM ;Boeing 737-8 MAX; W12Y162 ; 29 Mar 2018 ;; 307 ; 3.9 Years ;;;
; C-GDDR ;Boeing 737-8 MAX; W12Y162 ; 31 Jan 2019 ;; 313 ; 3.1 Years ;;;
; C-GEHF ;Boeing 737-8 MAX; W12Y162 ; 30 Oct 2018 ;; 310 ; 3.4 Years ;;;
; C-GRAX ;Boeing 737-8 MAX; W12Y162 ; 9 Nov 2017 ;; 305 ; 4.3 Years ;;;
; C-GWLK ;Boeing 737-8 MAX; W12Y162 ; 12 Feb 2021 ;lsd ; 316 ; 2.4 Years ;;;
; C-GXAX ;Boeing 737-8 MAX; W12Y162 ; 24 Oct 2017 ;; 303 ; 4.4 Years ;;;
; C-GZSG ;Boeing 737-8 MAX; W12Y162 ; 19 Jul 2018 ;; 309 ; 3.6 Years ;;;
; C-FBWJ ;Boeing 737-7CT(WL); W12Y118 ; 10 Jan 2005 ;lsd ; 230 ; 17.2 Years ;;;
; C-FGWJ ;Boeing 737-7CT(WL); W12Y118 ; 13 Aug 2004 ;; 226 ; 17.6 Years ;;;
; C-FIBW ;Boeing 737-7CT(WL); W12Y118 ; 19 May 2011 ;lsd ; 266 ; 10.8 Years ;;;
; C-FKIW ;Boeing 737-7CT(WL); W12Y118 ; 18 Apr 2011 ;lsd ; 265 ; 10.9 Years ;;;
; C-FKWS ;Boeing 737-76N(WL); W12Y118 ; 27 Jul 2001 ;lsd ; 003 ; 20.6 Years ;;;
; C-FLWJ ;Boeing 737-7CT(WL); W12Y118 ; 20 Jan 2011 ;lsd ; 262 ; 11.2 Years ;;;
; C-FMWJ ;Boeing 737-7CT(WL); W12Y118 ; 27 Jul 2005 ;; 233 ; 16.6 Years ;;;
; C-FUWS ;Boeing 737-7CT(WL); W12Y118 ; 22 Sep 2004 ;; 228 ; 17.5 Years ;;;
; C-FWCN ;Boeing 737-7CT(WL); W12Y118 ; 8 Jul 2003 ;; 212 ; 18.7 Years ;;;
; C-FWSF ;Boeing 737-7CT(WL); W12Y118 ; 15 Jan 2004 ;; 218 ; 18.2 Years ;;;
; C-FWSI ;Boeing 737-7CT(WL); W12Y118 ; 7 Aug 2009 ;lsd ; 253 ; 12.6 Years ;;;
; C-FWSK ;Boeing 737-7CT(WL); W12Y118 ; 17 Jul 2008 ;; 251 ; 13.7 Years ;;;
; C-FWSO ;Boeing 737-7CT(WL); W12Y118 ; 5 Feb 2004 ;; 219 ; 18.1 Years ;;;
; C-FWSV ;Boeing 737-7CT(WL); W12Y118 ; 24 Mar 2004 ;; 220 ; 18 Years ;;;
; C-FWSX ;Boeing 737-7CT(WL); W12Y118 ; 3 May 2004 ;; 221 ; 17.9 Years ;;;
; C-FWSY ;Boeing 737-7CT(WL); W12Y118 ; 12 May 2004 ;; 222 ; 17.8 Years ;;;
; C-GCWJ ;Boeing 737-7CT(WL); W12Y118 ; 19 Aug 2004 ;; 227 ; 17.6 Years ;;;
; C-GGWJ ;Boeing 737-7CT(WL); W12Y118 ; 31 Jul 2007 ;; 242 ; 14.6 Years ;;;
; C-GMWJ ;Boeing 737-7CT(WL); W12Y118 ; 15 Dec 2006 ;; 239 ; 15.2 Years ;;;
; C-GQWJ ;Boeing 737-7CT(WL); W12Y118 ; 16 Nov 2007 ;; 246 ; 14.3 Years ;;;
; C-GRWS ;Boeing 737-76N(WL); W12Y118 ; 14 Jun 2002 ;lsd ; 007 ; 19.7 Years ;;;
; C-GSWJ ;Boeing 737-7CT(WL); W12Y118 ; 30 Jul 2010 ;lsd ; 261 ; 11.6 Years ;;;
; C-GTWS ;Boeing 737-76N(WL); W12Y118 ; 19 Jul 2002 ; Parked YYC, lsd ; 008 ; 19.7 Years ;;;
; C-GUWJ ;Boeing 737-7CT(WL); W12Y118 ; 29 Jan 2008 ; Parked ; 248 ; 14.1 Years ;;;
; C-GUWS ;Boeing 737-76N(WL); W12Y118 ; 28 Aug 2002 ; Parked YEG, lsd ; 009 ; 19.5 Years ;;;
; C-GVWJ ;Boeing 737-7CT(WL); W12Y118 ; 23 Jan 2008 ;; 247 ; 14.1 Years ;;;
; C-GWAZ ;Boeing 737-7CT(WL); W12Y118 ; 18 Jun 2004 ;; 223 ; 17.7 Years ;;;
; C-GWBF ;Boeing 737-7CT(WL); W12Y118 ; 25 Aug 2003 ;; 213 ; 18.5 Years ;;;
; C-GWBJ ;Boeing 737-7CT(WL); W12Y118 ; 25 Sep 2003 ;; 215 ; 18.5 Years ;;;
; C-GWBN ;Boeing 737-7CT(WL); W12Y118 ; 19 Aug 2005 ;; 235 ; 16.6 Years ;;;
; C-GWBT ;Boeing 737-7CT(WL); W12Y118 ; 3 Nov 2003 ;; 216 ; 18.4 Years ;;;
; C-GWBX ;Boeing 737-7CT(WL); W12Y118 ; 17 Oct 2005 ;; 236 ; 16.4 Years ;;;
; C-GWCM ;Boeing 737-7CT(WL); W12Y118 ; 4 Dec 2003 ;; 217 ; 18.3 Years ;;;
; C-GWCN ;Boeing 737-7CT(WL); W12Y118 ; 23 Nov 2005 ;; 237 ; 16.3 Years ;;;
; C-GWJF ;Boeing 737-7CT(WL); W12Y118 ; 4 Nov 2004 ;; 229 ; 17.4 Years ;;;
; C-GWJG ;Boeing 737-7CT(WL); W12Y118 ; 6 Sep 2007 ;; 243 ; 14.5 Years ;;;
; C-GWJO ;Boeing 737-7CT(WL); W12Y118 ; 28 Jun 2004 ; Parked ; 225 ; 17.7 Years ;;;
; C-GWJT ;Boeing 737-7CT(WL); W12Y118 ; 27 Jan 2011 ;; 263 ; 11.1 Years ;;;
; C-GWSH ;Boeing 737-76N(WL); W12Y118 ; 16 Dec 2002 ; Parked YEG, lsd ; 011 ; 19.2 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; C-GWSN ;Boeing 737-7CT(WL); W12Y118 ; 17 Nov 2009 ;lsd ; 256 ; 12.3 Years ;;;
; C-GWSO ;Boeing 737-7CT(WL); W12Y118 ; 17 Nov 2009 ;lsd ; 257 ; 12.3 Years ;;;
; C-GWSP ;Boeing 737-7CT(WL); W12Y118 ; 2 Dec 2009 ;lsd ; 258 ; 12.3 Years ;;;
; C-GWSQ ;Boeing 737-7CT(WL); W12Y118 ; 21 Dec 2009 ;lsd ; 259 ; 12.2 Years ;;;
; C-GYWJ ;Boeing 737-7CT(WL); W12Y118 ; 28 Feb 2006 ;; 238 ; 16 Years ;;;
; C-FAWJ ;Boeing 737-8CT(WL); W12Y156 ; 19 Jul 2007 ; Parked ; 807 ; 14.7 Years ;;;
; C-FBWI ;Boeing 737-8CT(WL); W12Y156 ; 7 Mar 2013 ;; 822 ; 9 Years ;;;
; C-FCNW ;Boeing 737-8CT(WL); W12Y156 ; 15 Mar 2011 ;lsd ; 816 ; 11 Years ;;;
; C-FCSX ;Boeing 737-8CT(WL); W12Y156 ; 9 Oct 2014 ;; 832 ; 7.4 Years ;;;
; C-FDMB ;Boeing 737-8CT(WL); W12Y156 ; 5 Dec 2014 ;; 833 ; 7.3 Years ;;;
; C-FKRF ;Boeing 737-8CT(WL); W12Y156 ; 19 Sep 2014 ;; 829 ; 7.5 Years ;;;
; C-FKWJ ;Boeing 737-8CT(WL); W12Y156 ; 18 Nov 2010 ;lsd ; 815 ; 11.3 Years ;;;
; C-FRWA ;Boeing 737-8CT(WL); W12Y156 ; 10 Jan 2013 ;; 821 ; 9.2 Years ;;;
; C-FUCS ;Boeing 737-8CT(WL); W12Y156 ; 26 Feb 2015 ;; 836 ; 7 Years ;;;
; C-FUJR ;Boeing 737-8CT(WL); W12Y156 ; 27 Mar 2015 ;; 837 ; 6.9 Years ;;;
; C-FUMF ;Boeing 737-8CT(WL); W12Y156 ; 29 Jan 2015 ;; 835 ; 7.1 Years ;;;
; C-FUSM ;Boeing 737-8CT(WL); W12Y156 ; 6 Dec 2013 ;; 826 ; 8.3 Years ;;;
; C-FWIJ ;Boeing 737-8CT(WL); W12Y156 ; 28 Jun 2012 ;; 819 ; 9.7 Years ;;;
; C-FWJS ;Boeing 737-8CT(WL); W12Y156 ; 12 Jun 2014 ;; 827 ; 7.7 Years ;;;
; C-FWSE ;Boeing 737-8CT(WL); W12Y156 ; 7 Aug 2009 ;lsd ; 811 ; 12.6 Years ;;;
; C-FWVJ ;Boeing 737-8CT(WL); W12Y156 ; 13 Dec 2011 ;lsd ; 817 ; 10.3 Years ;;;
; C-FXMS ;Boeing 737-8CT(WL); W12Y156 ; 15 Dec 2016 ;; 851 ; 5.2 Years ;;;
; C-FZRM ;Boeing 737-8CT(WL); W12Y156 ; 6 Oct 2016 ;; 849 ; 5.4 Years ;;;
; C-GAWS ;Boeing 737-8CT(WL); W12Y156 ; 6 Dec 2012 ;lsd, "#100 Boeing 737 NG" titles ; 820 ; 9.3 Years ;;;
; C-GJLS ;Boeing 737-8CT(WL); W12Y156 ; 30 Nov 2017 ;; 853 ; 4.3 Years ;;;
; C-GJLZ ;Boeing 737-8CT(WL); W12Y156 ; 2 Oct 2014 ;; 831 ; 7.4 Years ;;;
; C-GJWS ;Boeing 737-8CT(WL); W12Y156 ; 25 May 2005 ;; 802 ; 16.8 Years ;;;
; C-GKWA ;Boeing 737-8CT(WL); W12Y156 ; 14 Mar 2013 ; Parked ; 823 ; 9 Years ;;;
; C-GKWJ ;Boeing 737-8CT(WL); W12Y156 ; 8 Apr 2005 ;lsd ; 801 ; 16.9 Years ;;;
; C-GOCD ;Boeing 737-8CT(WL); W12Y156 ; 16 Nov 2017 ;; 852 ; 4.3 Years ;;;
; C-GRTB ;Boeing 737-8CT(WL); W12Y156 ; 8 Dec 2016 ;; 850 ; 5.3 Years ;;;
; C-GVWA ;Boeing 737-8CT(WL); W12Y156 ; 7 Nov 2013 ;; 825 ; 8.4 Years ;;;
; C-GWBL ;Boeing 737-8CT(WL); W12Y156 ; 28 Jun 2005 ;lsd ; 806 ; 16.7 Years ;;;
; C-GWBU ;Boeing 737-8CT(WL); W12Y156 ; 26 Jun 2014 ;; 828 ; 7.7 Years ;;;
; C-GWRG ;Boeing 737-8CT(WL); W12Y156 ; 16 Feb 2012 ;; 818 ; 10.1 Years ;;;
; C-GWSA ;Boeing 737-8CT(WL); W12Y156 ; 23 Jun 2005 ;lsd ; 805 ; 16.7 Years ;;;
; C-GWSR ;Boeing 737-8CT(WL); W12Y156 ; 12 Feb 2009 ;lsd ; 809 ; 13.1 Years ;;;
; C-GWSV ;Boeing 737-8CT(WL); W12Y156 ; 20 Mar 2009 ;lsd, Walt Disney World - Frozen cs ; 810 ; 13 Years ;;;
; C-GWSX ;Boeing 737-8CT(WL); W12Y156 ; 24 Jun 2010 ;lsd ; 813 ; 11.7 Years ;;;
; C-GWSZ ;Boeing 737-8CT(WL); W12Y156 ; 5 Feb 2010 ;lsd, Walt Disney World - Mickey Mouse cs ; 812 ; 12.1 Years ;;;
; C-GWUX ;Boeing 737-8CT(WL); W12Y156 ; 26 Sep 2014 ;; 830 ; 7.5 Years ;;;
; C-GWWJ ;Boeing 737-8CT(WL); W12Y156 ; 22 Feb 2008 ;lsd ; 808 ; 14 Years ;;;
; C-GZWS ;Boeing 737-8CT(WL); W12Y156 ; 2 Jun 2005 ;lsd ; 803 ; 16.8 Years ;;;
; C-FLJS ;Boeing 787-9 Dreamliner; C16W28Y276 ; On Order ;;; 0.7 Years ;;;
