;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; PK-LEF ;Airbus A330-343; Y440 ; 26 Oct 2015 ; Parked, lsd ; 6.4 Years ;;;
; PK-LEG ;Airbus A330-343; Y440 ; 16 Nov 2015 ; Parked, lsd ; 6.3 Years ;;;
; PK-LEH ;Airbus A330-343; Y440 ; 15 Dec 2015 ;lsd ; 6.3 Years ;;;
; PK-LEI ;Airbus A330-941; Y440 ; 12 Sep 2019 ;lsd ; 2.7 Years ;;;
; PK-LEJ ;Airbus A330-941; Y440 ; 13 Aug 2019 ;lsd ; 2.7 Years ;;;
; PK-LEQ ;Airbus A330-941; Y436 ; 28 Dec 2020 ;lsd ; 2.1 Years ;;;
; PK-LER ;Airbus A330-941; Y436 ; 30 Dec 2020 ; Parked, lsd ; 1.3 Years ;;;
; PK-LES ;Airbus A330-941; Y436 ; 8 May 2020 ;lsd ; 2.4 Years ;;;
; PK-LET ;Airbus A330-941; Y436 ; 27 May 2020 ;lsd ; 2.4 Years ;;;
; PK-LQF ;Boeing 737-8 MAX; Y180 ; 29 Jul 2017 ; Parked BTH, lsd ; 4.6 Years ;;;
; PK-LQG ;Boeing 737-8 MAX; Y180 ; 23 Aug 2017 ; Parked BTH, lsd ; 4.6 Years ;;;
; PK-LQH ;Boeing 737-8 MAX; Y180 ; 24 Jul 2018 ; Parked BTH, lsd ; 4.6 Years ;;;
; PK-LQI ;Boeing 737-8 MAX; Y180 ; 6 Sep 2018 ; Parked BTH, lsd ; 4.3 Years ;;;
; PK-LQJ ;Boeing 737-8 MAX; Y180 ; 28 Jun 2017 ; Parked BTH, lsd ; 4.7 Years ;;;
; PK-LQK ;Boeing 737-8 MAX; Y180 ; 12 Sep 2017 ; Parked UPG, lsd ; 4.9 Years ;;;
; PK-LQL ;Boeing 737-8 MAX; Y180 ; 6 Sep 2018 ; Parked UPG, lsd ; 4.9 Years ;;;
; PK-LQM ;Boeing 737-8 MAX; Y180 ; 25 Aug 2017 ; Parked BTH, lsd ; 4.8 Years ;;;
; PK-LQO ;Boeing 737-8 MAX; Y180 ; 17 May 2018 ; Parked BTH, lsd ; 3.8 Years ;;;
; PK- ;Boeing 737-8 MAX;; On Order ;; 2.9 Years ;;;
; PK- ;Boeing 737-8 MAX; Y180 ; On Order ;; 2.7 Years ;;;
; PK- ;Boeing 737-8 MAX; Y180 ; On Order ;; 2.6 Years ;;;
; PK- ;Boeing 737-8 MAX; Y180 ; On Order ;; 2.5 Years ;;;
; PK-LJQ ;Boeing 737-8GP(WL); Y189 ; 4 Apr 2012 ;lsd ; 9.9 Years ;;;
; PK-LJR ;Boeing 737-8GP(WL); Y189 ; 23 Apr 2012 ; Parked, lsd ; 9.9 Years ;;;
; PK-LJS ;Boeing 737-8GP(WL); Y189 ; 22 May 2012 ;lsd ; 9.8 Years ;;;
; PK-LJU ;Boeing 737-8GP(WL); Y189 ; 15 Jun 2012 ; Parked, lsd ; 9.7 Years ;;;
; PK-LJV ;Boeing 737-8GP(WL); Y189 ; 22 Jun 2012 ; Parked, lsd, Lionparcel.com cs ; 9.7 Years ;;;
; PK-LJW ;Boeing 737-8GP(WL); Y189 ; 2 Jul 2012 ;lsd ; 9.7 Years ;;;
; PK-LJY ;Boeing 737-8GP(WL); Y189 ; 31 Jul 2012 ;lsd, Lionparcel.com cs ; 9.6 Years ;;;
; PK-LKH ;Boeing 737-8GP(WL); Y189 ; 28 Sep 2012 ; Parked, lsd ; 9.4 Years ;;;
; PK-LKJ ;Boeing 737-8GP(WL); Y189 ; 23 Oct 2012 ; Parked, lsd, Lionparcel.com cs ; 9.4 Years ;;;
; PK-LKK ;Boeing 737-8GP(WL); Y189 ; 5 Nov 2012 ; Parked, lsd, "7370th Boeing 737" titles ; 9.3 Years ;;;
; PK-LKP ;Boeing 737-8GP(WL); Y189 ; 23 Jan 2013 ;lsd, 80th Boeing Next-Generation 737 cs ; 9.1 Years ;;;
