;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 9M-MWA ;ATR 72-500 (72-212A); Y68 ; 30 Aug 2008 ;Sabah Flag cs ; Kinabalu ; 13.6 Years ;;
; 9M-MWB ;ATR 72-500 (72-212A); Y68 ; 6 Mar 2009 ;"Visit Truly Asia Malaysia 2020" sticker ; Kinabalu ; 13 Years ;;
; 9M-MWC ;ATR 72-500 (72-212A); Y68 ; 10 Apr 2009 ;Negaraku cs ; Mulu ; 12.9 Years ;;
; 9M-MWD ;ATR 72-500 (72-212A); Y68 ; 22 May 2009 ;; Sandakan ; 12.8 Years ;;
; 9M-MWE ;ATR 72-500 (72-212A); Y68 ; 28 Aug 2009 ;"Visit Truly Asia Malaysia 2020" sticker ; Mukah ; 12.5 Years ;;
; 9M-MWF ;ATR 72-500 (72-212A); Y68 ; 2 Oct 2009 ;Negaraku cs ; Miri ; 12.4 Years ;;
; 9M-MWG ;ATR 72-500 (72-212A); Y68 ; 27 Nov 2009 ;"Visit Truly Asia Malaysia 2020" sticker ; Sipadan ; 12.3 Years ;;
; 9M-MWH ;ATR 72-500 (72-212A); Y68 ; 28 Jan 2010 ;"Domino's Pizza" sticker ; Layang Layang ; 12.1 Years ;;
; 9M-MWI ;ATR 72-500 (72-212A); Y68 ; 12 Mar 2010 ;; Bario ; 12 Years ;;
; 9M-MWJ ;ATR 72-500 (72-212A); Y68 ; 9 Apr 2010 ;Universiti Malaysia Sabah - Strive to Excel cs ; Semporna ; 11.9 Years ;;
