;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; G-EUPR ;Airbus A319-131; CY143 ; 9 Oct 2000 ;lsd ; 21.5 Years ;;;
; G-EUPS ;Airbus A319-131; CY143 ; 23 Oct 2000 ;lsd ; 21.4 Years ;;;
; G-EUPT ;Airbus A319-131; CY143 ; 5 Dec 2000 ; Parked, lsd ; 21.3 Years ;;;
; G-EUPU ;Airbus A319-131; CY143 ; 14 Dec 2000 ;lsd ; 21.3 Years ;;;
; G-EUPW ;Airbus A319-131; CY143 ; 6 Mar 2001 ;; 21.1 Years ;;;
; G-EUPY ;Airbus A319-131; CY143 ; 12 Apr 2001 ;lsd ; 21 Years ;;;
; G-EUPZ ;Airbus A319-131; CY143 ; 7 Jun 2001 ;lsd ; 20.8 Years ;;;
; G-EUUA ;Airbus A320-232; CY180 ; 31 Jan 2002 ;lsd ; 20.3 Years ;;;
; G-EUUB ;Airbus A320-232; CY180 ; 14 Feb 2002 ;lsd ; 20.2 Years ;;;
; G-EUUC ;Airbus A320-232; CY180 ; 28 Feb 2002 ;lsd ; 20.2 Years ;;;
; G-EUUD ;Airbus A320-232; CY180 ; 29 Apr 2002 ;; 20 Years ;;;
; G-EUUE ;Airbus A320-232; CY180 ; 30 May 2002 ;; 19.9 Years ;;;
; G-EUUF ;Airbus A320-232; CY180 ; 29 Jul 2002 ;lsd ; 19.7 Years ;;;
; G-EUUG ;Airbus A320-232; CY180 ; 30 Aug 2002 ;lsd ; 19.7 Years ;;;
; G-EUUH ;Airbus A320-232; CY180 ; 25 Oct 2002 ;; 19.5 Years ;;;
; G-EUUI ;Airbus A320-232; CY180 ; 22 Nov 2002 ;lsd ; 19.5 Years ;;;
; G-EUUJ ;Airbus A320-232; CY180 ; 25 Nov 2002 ;; 19.4 Years ;;;
; G-EUUK ;Airbus A320-232; CY180 ; 20 Dec 2002 ;lsd ; 19.3 Years ;;;
; G-EUUL ;Airbus A320-232; CY180 ; 20 Dec 2002 ;; 19.3 Years ;;;
; G-EUUM ;Airbus A320-232; CY180 ; 23 Dec 2002 ;lsd ; 19.3 Years ;;;
; G-EUUN ;Airbus A320-232; CY180 ; 31 Jan 2003 ;; 19.3 Years ;;;
; G-EUUO ;Airbus A320-232; CY180 ; 11 Apr 2003 ;; 19 Years ;;;
; G-EUUP ;Airbus A320-232; CY180 ; 27 Jun 2003 ; Parked ; 18.8 Years ;;;
; G-EUUR ;Airbus A320-232; CY180 ; 29 Jul 2003 ;; 18.8 Years ;;;
; G-EUUS ;Airbus A320-232; CY180 ; 5 Dec 2007 ; Parked, lsd ; 14.4 Years ;;;
; G-EUUT ;Airbus A320-232; CY180 ; 12 Dec 2007 ;; 14.3 Years ;;;
; G-EUUU ;Airbus A320-232; CY180 ; 7 Mar 2008 ; Parked ; 14.1 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; G-EUUV ;Airbus A320-232; CY180 ; 18 Apr 2008 ;lsd ; 13.9 Years ;;;
; G-EUUW ;Airbus A320-232; CY180 ; 2 Jun 2008 ;; 13.8 Years ;;;
; G-EUUX ;Airbus A320-232; CY180 ; 11 Jul 2008 ;; 13.7 Years ;;;
; G-EUUY ;Airbus A320-232; CY180 ; 18 Sep 2008 ;lsd ; 13.5 Years ;;;
; G-EUUZ ;Airbus A320-232; CY180 ; 21 Oct 2008 ;; 13.4 Years ;;;
; G-EUYA ;Airbus A320-232; CY180 ; 24 Nov 2008 ;; 13.3 Years ;;;
; G-EUYB ;Airbus A320-232; CY180 ; 27 Nov 2008 ; Parked ; 13.3 Years ;;;
; G-EUYC ;Airbus A320-232; CY180 ; 12 Dec 2008 ; Parked, lsd ; 13.3 Years ;;;
; G-EUYD ;Airbus A320-232; CY180 ; 16 Dec 2008 ;; 13.3 Years ;;;
; G-EUYE ;Airbus A320-232; CY180 ; 5 Jun 2009 ; Parked, lsd ; 12.8 Years ;;;
; G-EUYF ;Airbus A320-232; CY180 ; 28 Jan 2010 ; Parked, lsd ; 12.1 Years ;;;
; G-EUYG ;Airbus A320-232; CY180 ; 18 Mar 2010 ;; 12 Years ;;;
; G-EUYH ;Airbus A320-232; CY180 ; 15 Apr 2010 ; Parked, lsd ; 11.9 Years ;;;
; G-EUYI ;Airbus A320-232; CY180 ; 3 Jun 2010 ; Parked, lsd ; 11.8 Years ;;;
; G-EUYJ ;Airbus A320-232; CY180 ; 28 Oct 2010 ;lsd ; 11.4 Years ;;;
; G-EUYK ;Airbus A320-232; CY180 ; 18 Jan 2011 ; Parked, lsd ; 11.2 Years ;;;
; G-EUYL ;Airbus A320-232; CY180 ; 1 Jun 2011 ;lsd ; 10.8 Years ;;;
; G-EUYM ;Airbus A320-232; CY180 ; 5 Aug 2011 ; Parked, lsd ; 10.6 Years ;;;
; G-EUYN ;Airbus A320-232; CY180 ; 12 Jan 2012 ; Parked, lsd ; 10.2 Years ;;;
; G-EUYO ;Airbus A320-232(WL); CY180 ; 13 Jun 2013 ;lsd ; 8.8 Years ;;;
; G-EUYP ;Airbus A320-232(WL); CY180 ; 9 Oct 2013 ;lsd ; 8.5 Years ;;;
; G-EUYR ;Airbus A320-232(WL); CY180 ; 21 Nov 2013 ;lsd ; 8.3 Years ;;;
; G-EUYS ;Airbus A320-232(WL); CY180 ; 30 Jan 2014 ;lsd ; 8.2 Years ;;;
; G-EUYT ;Airbus A320-232(WL); CY180 ; 20 Feb 2014 ;lsd ; 8.1 Years ;;;
; G-EUYU ;Airbus A320-232(WL); CY180 ; 20 Mar 2014 ;lsd ; 8 Years ;;;
; G-EUYV ;Airbus A320-232(WL); CY180 ; 16 May 2014 ; Parked, lsd ; 7.9 Years ;;;
; G-EUYW ;Airbus A320-232(WL); CY180 ; 5 Jun 2014 ; Parked, lsd ; 7.8 Years ;;;
; G-EUYX ;Airbus A320-232(WL); CY180 ; 3 Jul 2014 ; Parked, lsd ; 7.7 Years ;;;
; G-EUYY ;Airbus A320-232(WL); CY180 ; 9 Oct 2014 ;lsd ; 7.4 Years ;;;
; G-GATH ;Airbus A320-232; CY177 ; 2 Apr 2015 ;lsd ; 20.9 Years ;;;
; G-GATJ ;Airbus A320-232; CY177 ; 19 Dec 2014 ; Parked MAD, lsd ; 20.7 Years ;;;
; G-GATK ;Airbus A320-232; CY177 ; 7 Nov 2014 ; Parked, lsd ; 19.3 Years ;;;
; G-GATL ;Airbus A320-232; CY177 ; 21 Nov 2014 ;lsd ; 19.6 Years ;;;
; G-GATM ;Airbus A320-232; CY177 ; 12 Jan 2015 ;lsd ; 19.4 Years ;;;
; G-GATN ;Airbus A320-232; CY177 ; 24 Jul 2015 ; Parked MAD, lsd ; 20.4 Years ;;;
; G-GATP ;Airbus A320-232; CY177 ; 6 Aug 2015 ; Parked MAD, lsd ; 19.8 Years ;;;
; G-GATR ;Airbus A320-232; CY177 ; 4 Dec 2015 ; Parked MAD, lsd ; 19.9 Years ;;;
; G-GATS ;Airbus A320-232; CY177 ; 3 Sep 2015 ; Parked MAD, lsd ; 20.2 Years ;;;
; G-GATU ;Airbus A320-232; CY177 ; 11 Aug 2016 ;lsd ; 15 Years ;;;
; G-MEDK ;Airbus A320-232; CY180 ; 18 Oct 2012 ;lsd ; 16.8 Years ;;;
; G-MIDO ;Airbus A320-232; CY180 ; 13 Nov 2012 ; Parked ; 19 Years ;;;
; G-MIDS ;Airbus A320-232; CY180 ; 3 Sep 2012 ;lsd ; 21.1 Years ;;;
; G-MIDT ;Airbus A320-232; CY180 ; 30 Aug 2012 ; Parked ; 21.1 Years ;;;
; G-MIDX ;Airbus A320-232; CY180 ; 7 Nov 2012 ; Parked MAD, lsd ; 22.1 Years ;;;
; G-MIDY ;Airbus A320-232; CY180 ; 23 Aug 2012 ; Parked ; 22.8 Years ;;;
; G-TTOB ;Airbus A320-232; CY180 ; 13 Mar 2009 ;lsd ; 20.2 Years ;;;
; G-TTOE ;Airbus A320-232; CY180 ; 17 Apr 2009 ;lsd ; 20 Years ;;;
; G-TTNA ;Airbus A320-251N; CY180 ; 10 Apr 2018 ;lsd, BA Better World cs ; 4 Years ;;;
; G-TTNB ;Airbus A320-251N; CY180 ; 25 Apr 2018 ;lsd ; 3.9 Years ;;;
; G-TTNC ;Airbus A320-251N; CY180 ; 7 Jun 2018 ;lsd ; 3.8 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; G-TTND ;Airbus A320-251N; CY180 ; 26 Jul 2018 ;lsd ; 3.7 Years ;;;
; G-TTNE ;Airbus A320-251N; CY180 ; 21 Sep 2018 ;lsd ; 3.5 Years ;;;
; G-TTNF ;Airbus A320-251N; CY180 ; 27 Oct 2018 ;lsd ; 3.4 Years ;;;
; G-TTNG ;Airbus A320-251N; CY180 ; 29 Nov 2018 ;lsd ; 3.4 Years ;;;
; G-TTNH ;Airbus A320-251N; CY180 ; 17 Jan 2019 ;lsd ; 3.1 Years ;;;
; G-TTNI ;Airbus A320-251N; CY180 ; 20 Feb 2019 ;lsd ; 3.1 Years ;;;
; G-TTNJ ;Airbus A320-251N; CY180 ; 28 Feb 2019 ;lsd ; 3 Years ;;;
; G-TTNK ;Airbus A320-251N; CY180 ; 27 Feb 2020 ;lsd ; 2 Years ;;;
; G-TTNL ;Airbus A320-251N; CY180 ; 9 Mar 2020 ;lsd ; 2 Years ;;;
; G-TTNM ;Airbus A320-251N; CY180 ; 11 Dec 2020 ;; 1.3 Years ;;;
; G-TTNN ;Airbus A320-251N; CY180 ; 9 Sep 2021 ;; 0.8 Years ;;;
; G-TTNO ;Airbus A320-251N; CY180 ; 5 Mar 2021 ;; 1.2 Years ;;;
; G-TTNP ;Airbus A320-251N; CY180 ; 9 Nov 2021 ;; 0.9 Years ;;;
; G-TTNR ;Airbus A320-251N; CY180 ; 6 Aug 2021 ;lsd ; 0.6 Years ;;;
; G-EUXC ;Airbus A321-231; CY218 ; 15 Oct 2004 ; Parked MAD ; 17.4 Years ;;;
; G-EUXD ;Airbus A321-231; CY218 ; 28 Oct 2004 ; Parked MAD ; 17.4 Years ;;;
; G-EUXE ;Airbus A321-231; CY218 ; 29 Oct 2004 ; Parked MAD ; 17.4 Years ;;;
; G-EUXF ;Airbus A321-231; CY218 ; 4 Nov 2004 ; Parked MAD ; 17.4 Years ;;;
; G-EUXG ;Airbus A321-231; CY218 ; 2 Dec 2004 ; Parked MAD ; 17.3 Years ;;;
; G-EUXH ;Airbus A321-231; CY218 ; 17 Dec 2004 ; Parked MAD ; 17.2 Years ;;;
; G-EUXI ;Airbus A321-231; CY218 ; 5 Aug 2005 ; Parked MAD ; 16.6 Years ;;;
; G-EUXJ ;Airbus A321-231; CY218 ; 17 Apr 2007 ; Parked MAD ; 14.9 Years ;;;
; G-EUXK ;Airbus A321-231; CY218 ; 30 Aug 2007 ; Parked MAD ; 14.5 Years ;;;
; G-EUXL ;Airbus A321-231; CY218 ; 21 Sep 2007 ; Parked MAD ; 14.5 Years ;;;
; G-EUXM ;Airbus A321-231; CY218 ; 23 Nov 2007 ; Parked MAD ; 14.4 Years ;;;
; G-MEDF ;Airbus A321-231; C23Y131 ; 31 Oct 2012 ; Parked MAD, lsd ; 20.1 Years ;;;
; G-MEDG ;Airbus A321-231; C23Y131 ; 2 Nov 2012 ; Parked MAD, lsd ; 20 Years ;;;
; G-MEDJ ;Airbus A321-231; C23Y131 ; 28 Oct 2012 ; Parked MAD ; 17.9 Years ;;;
; G-MEDL ;Airbus A321-231; CY218 ; 3 Oct 2012 ; Parked MAD, lsd ; 16.1 Years ;;;
; G-MEDM ;Airbus A321-231; CY218 ; 23 Sep 2012 ; Parked MAD, lsd ; 15.7 Years ;;;
; G-MEDN ;Airbus A321-231; CY218 ; 20 Sep 2012 ; Parked MAD, lsd ; 13.8 Years ;;;
; G-MEDU ;Airbus A321-231; C23Y131 ; 13 Oct 2012 ; Parked MAD ; 12.7 Years ;;;
; G-NEOP ;Airbus A321-251NX; CY220 ; 27 Mar 2019 ;lsd ; 3 Years ;;;
; G-NEOR ;Airbus A321-251NX; CY220 ; 22 Nov 2018 ;lsd ; 3.3 Years ;;;
; G-NEOS ;Airbus A321-251NX; CY220 ; 29 Jan 2019 ;; 3.1 Years ;;;
; G-NEOT ;Airbus A321-251NX; CY220 ; 1 Mar 2019 ;; 3 Years ;;;
; G-NEOU ;Airbus A321-251NX; CY220 ; 10 May 2019 ;; 2.8 Years ;;;
; G-NEOV ;Airbus A321-251NX; CY220 ; 30 Aug 2019 ;lsd ; 2.5 Years ;;;
; G-NEOW ;Airbus A321-251NX; CY220 ; 25 Oct 2019 ;lsd ; 2.4 Years ;;;
; G-NEOX ;Airbus A321-251NX; CY220 ; 23 Dec 2019 ;; 2.2 Years ;;;
; G-NEOY ;Airbus A321-251NX; CY220 ; 15 Jun 2020 ;lsd ; 2 Years ;;;
; G-NEOZ ;Airbus A321-251NX; CY220 ; 17 Mar 2020 ;lsd ; 2 Years ;;;
; G-XWBA ;Airbus A350-1041; C56W56Y219 ; 25 Jul 2019 ;lsd ; 2.7 Years ;;;
; G-XWBB ;Airbus A350-1041; C56W56Y219 ; 19 Sep 2019 ;lsd ; 2.5 Years ;;;
; G-XWBC ;Airbus A350-1041; C56W56Y219 ; 26 Nov 2019 ;lsd ; 2.3 Years ;;;
; G-XWBD ;Airbus A350-1041; C56W56Y219 ; 23 Dec 2019 ;lsd ; 2.2 Years ;;;
; G-XWBE ;Airbus A350-1041; C56W56Y219 ; 12 Feb 2020 ;lsd ; 2.1 Years ;;;
; G-XWBF ;Airbus A350-1041; C56W56Y219 ; 15 May 2020 ;lsd ; 1.9 Years ;;;
; G-XWBG ;Airbus A350-1041; C56W56Y219 ; 2 Oct 2020 ;; 1.6 Years ;;;
; G-XWBH ;Airbus A350-1041; C56W56Y219 ; 14 Dec 2020 ;; 1.4 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; G-XWBI ;Airbus A350-1041; C56W56Y219 ; On Order ;; 0.7 Years ;;;
; G-XWBJ ;Airbus A350-1041; C56W56Y219 ; On Order ;; 0.1 Years ;;;
; G-XWBK ;Airbus A350-1041; C56W56Y219 ; On Order ;; 0.1 Years ;;;
; G-XLEA ;Airbus A380-841; F14C97W55Y303 ; 3 Jul 2013 ; Parked, lsd ; 9.3 Years ;;;
; G-XLEB ;Airbus A380-841; F14C97W55Y303 ; 19 Sep 2013 ; Parked MAD ; 9.1 Years ;;;
; G-XLEC ;Airbus A380-841; F14C97W55Y303 ; 17 Oct 2013 ; Parked MNL, lsd ; 8.9 Years ;;;
; G-XLED ;Airbus A380-841; F14C97W55Y303 ; 16 Jan 2014 ;lsd ; 8.6 Years ;;;
; G-XLEE ;Airbus A380-841; F14C97W55Y303 ; 6 Mar 2014 ; Parked DOH, lsd ; 8.4 Years ;;;
; G-XLEF ;Airbus A380-841; F14C97W55Y303 ; 14 May 2014 ;; 8.1 Years ;;;
; G-XLEG ;Airbus A380-841; F14C97W55Y303 ; 11 Sep 2014 ;lsd ; 7.8 Years ;;;
; G-XLEH ;Airbus A380-841; F14C97W55Y303 ; 16 Oct 2014 ; Parked, lsd ; 7.8 Years ;;;
; G-XLEI ;Airbus A380-841; F14C97W55Y303 ; 13 Feb 2015 ;; 7.4 Years ;;;
; G-XLEJ ;Airbus A380-841; F14C97W55Y303 ; 10 Nov 2015 ; Parked MNL ; 6.7 Years ;;;
; G-XLEK ;Airbus A380-841; F14C97W55Y303 ; 3 Feb 2016 ; Parked MAD, lsd ; 6.5 Years ;;;
; G-XLEL ;Airbus A380-841; F14C97W55Y303 ; 22 Jun 2016 ; Parked, lsd ; 6 Years ;;;
; G-RAES ;Boeing 777-236ER; F8C49W40Y138 ; 10 Jun 1997 ;; 24.8 Years ;;;
; G-VIIA ;Boeing 777-236ER; F8C49W40Y138 ; 3 Jul 1997 ; Parked ; 25.4 Years ;;;
; G-VIIB ;Boeing 777-236ER; F8C49W40Y138 ; 23 May 1997 ; Parked ; 25.2 Years ;;;
; G-VIIC ;Boeing 777-236ER; F8C49W40Y138 ; 6 Feb 1997 ;; 25.1 Years ;;;
; G-VIID ;Boeing 777-236ER; F8C49W40Y138 ; 18 Feb 1997 ;lsd ; 25.1 Years ;;;
; G-VIIE ;Boeing 777-236ER; F8C49W40Y138 ; 27 Feb 1997 ;lsd ; 25 Years ;;;
; G-VIIF ;Boeing 777-236ER; F8C49W40Y138 ; 19 Mar 1997 ;; 25 Years ;;;
; G-VIIG ;Boeing 777-236ER; F8C49W40Y138 ; 9 Apr 1997 ;; 24.9 Years ;;;
; G-VIIH ;Boeing 777-236ER; F8C49W40Y138 ; 7 May 1997 ;; 24.9 Years ;;;
; G-VIIJ ;Boeing 777-236ER; F8C49W40Y138 ; 29 Dec 1997 ;; 24.2 Years ;;;
; G-VIIK ;Boeing 777-236ER; F8C49W40Y138 ; 3 Feb 1998 ;; 24.1 Years ;;;
; G-VIIL ;Boeing 777-236ER; F8C49W40Y138 ; 13 Mar 1998 ;; 24 Years ;;;
; G-VIIM ;Boeing 777-236ER; F8C49W40Y138 ; 26 Mar 1998 ;; 24 Years ;;;
; G-VIIN ;Boeing 777-236ER; F8C49W40Y138 ; 21 Aug 1998 ;; 23.6 Years ;;;
; G-VIIO ;Boeing 777-236ER; C32W52Y252 ; 26 Jan 1999 ;; 23.1 Years ;;;
; G-VIIP ;Boeing 777-236ER; C32W52Y252 ; 9 Feb 1999 ;; 23.1 Years ;;;
; G-VIIR ;Boeing 777-236ER; C32W52Y252 ; 18 Mar 1999 ;; 23 Years ;;;
; G-VIIS ;Boeing 777-236ER; F8C49W40Y138 ; 1 Apr 1999 ;lsd ; 22.9 Years ;;;
; G-VIIT ;Boeing 777-236ER; C32W52Y252 ; 26 May 1999 ;; 22.8 Years ;;;
; G-VIIU ;Boeing 777-236ER; C32W52Y252 ; 28 May 1999 ;; 22.8 Years ;;;
; G-VIIV ;Boeing 777-236ER; F14C48W40Y134 ; 29 Jun 1999 ; Parked AUH ; 22.7 Years ;;;
; G-VIIW ;Boeing 777-236ER; F14C48W40Y134 ; 30 Jul 1999 ; Parked AUH ; 22.6 Years ;;;
; G-VIIX ;Boeing 777-236ER; C32W52Y252 ; 11 Aug 1999 ;; 22.6 Years ;;;
; G-VIIY ;Boeing 777-236ER; F14C48W40Y134 ; 22 Oct 1999 ;; 22.4 Years ;;;
; G-YMMA ;Boeing 777-236ER; C48W24Y203 ; 7 Jan 2000 ;; 22.5 Years ;;;
; G-YMMB ;Boeing 777-236ER; C32W48Y252 ; 18 Jan 2000 ;; 22.1 Years ;;;
; G-YMMC ;Boeing 777-236ER; C32W48Y252 ; 4 Feb 2000 ;; 22.1 Years ;;;
; G-YMMD ;Boeing 777-236ER; C32W48Y252 ; 18 Feb 2000 ;; 22.1 Years ;;;
; G-YMME ;Boeing 777-236ER; C32W48Y252 ; 16 Apr 2000 ;; 21.9 Years ;;;
; G-YMMF ;Boeing 777-236ER; C32W48Y252 ; 17 May 2000 ;; 21.8 Years ;;;
; G-YMMG ;Boeing 777-236ER; C48W40Y184 ; 27 Sep 2000 ;; 21.5 Years ;;;
; G-YMMH ;Boeing 777-236ER; C48W40Y184 ; 14 Oct 2000 ; Parked ; 21.4 Years ;;;
; G-YMMI ;Boeing 777-236ER; C48W40Y184 ; 2 Nov 2000 ;; 21.3 Years ;;;
; G-YMMJ ;Boeing 777-236ER; C48W40Y184 ; 8 Dec 2000 ;; 21.3 Years ;;;
; G-YMMK ;Boeing 777-236ER; F12/Cargo (Covid-19) ; 8 Dec 2000 ;; 21.2 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; G-YMML ;Boeing 777-236ER; C48W40Y184 ; 14 Apr 2001 ;GREAT Festival of Creativity cs ; 20.9 Years ;;;
; G-YMMN ;Boeing 777-236ER; C48W40Y184 ; 15 Jun 2001 ;lsd ; 20.7 Years ;;;
; G-YMMO ;Boeing 777-236ER; C48W40Y184 ; 17 Sep 2001 ;lsd ; 20.5 Years ;;;
; G-YMMP ;Boeing 777-236ER; C48W40Y184 ; 30 Oct 2001 ;; 20.4 Years ;;;
; G-YMMR ;Boeing 777-236ER; C48W24Y203 ; 23 Mar 2009 ;lsd ; 13 Years ;;;
; G-YMMS ;Boeing 777-236ER; C48W24Y203 ; 29 May 2009 ;lsd ; 12.8 Years ;;;
; G-YMMT ;Boeing 777-236ER; C48W24Y203 ; 25 Jun 2009 ;lsd ; 12.7 Years ;;;
; G-YMMU ;Boeing 777-236ER; C48W24Y203 ; 31 Jul 2009 ;; 12.7 Years ;;;
; G-STBA ;Boeing 777-336ER; F14C56W44Y183 ; 9 Jul 2010 ;lsd ; 11.7 Years ;;;
; G-STBB ;Boeing 777-36NER; F14C56W44Y183 ; 31 Aug 2010 ;lsd ; 11.6 Years ;;;
; G-STBC ;Boeing 777-36NER; F14C56W44Y183 ; 4 Nov 2010 ;lsd ; 11.4 Years ;;;
; G-STBD ;Boeing 777-36NER; F8C76W40Y130 ; 15 Oct 2011 ;lsd ; 10.4 Years ;;;
; G-STBE ;Boeing 777-36NER; F14C56W44Y183 ; 9 Dec 2011 ;lsd ; 10.3 Years ;;;
; G-STBF ;Boeing 777-336ER; F14C56W44Y183 ; 21 Feb 2012 ;lsd ; 10.1 Years ;;;
; G-STBG ;Boeing 777-336ER; F14C56W44Y183 ; 13 Sep 2013 ;lsd ; 8.5 Years ;;;
; G-STBH ;Boeing 777-336ER; F14C56W44Y183 ; 19 Oct 2013 ; Parked, lsd ; 8.4 Years ;;;
; G-STBI ;Boeing 777-336ER; F14C56W44Y183 ; 28 Jan 2014 ; Parked ; 8.1 Years ;;;
; G-STBJ ;Boeing 777-336ER; F14C56W44Y183 ; 6 Mar 2014 ;; 8 Years ;;;
; G-STBK ;Boeing 777-336ER; F14C56W44Y183 ; 28 May 2014 ;lsd ; 7.8 Years ;;;
; G-STBL ;Boeing 777-336ER; F14C56W44Y183 ; 28 Jul 2014 ;lsd ; 7.7 Years ;;;
; G-STBM ;Boeing 777-300ER; F8C76W40Y130 ; 1 Oct 2020 ;lsd ; 1.4 Years ;;;
; G-STBN ;Boeing 777-300ER; F8C76W40Y130 ; 5 Nov 2020 ;lsd ; 1.4 Years ;;;
; G-STBO ;Boeing 777-300ER; F8C76W40Y130 ; 24 Dec 2020 ;lsd ; 1.3 Years ;;;
; G-STBP ;Boeing 777-300ER; F8C76W40Y130 ; 29 Dec 2020 ;lsd ; 1.2 Years ;;;
; G-ZBLA ;Boeing 787-10 Dreamliner; F8C48W35Y165 ; 26 Jun 2020 ; Parked ; 2.1 Years ;;;
; G-ZBLB ;Boeing 787-10 Dreamliner; F8C48W35Y165 ; 29 Jun 2020 ;; 1.8 Years ;;;
; G-ZBLC ;Boeing 787-10 Dreamliner; F8C48W35Y165 ; On Order ;; 1.5 Years ;;;
; G-ZBLD ;Boeing 787-10 Dreamliner; F8C48W35Y165 ; On Order ;; 1.3 Years ;;;
; G-ZBLE ;Boeing 787-10 Dreamliner; F8C48W35Y165 ; On Order ;; 0.7 Years ;;;
; G-ZBLF ;Boeing 787-10 Dreamliner; F8C48W35Y165 ; On Order ;; 0.8 Years ;;;
; G-ZBLG ;Boeing 787-10 Dreamliner; F8C48W35Y165 ; On Order ;; 0.6 Years ;;;
; G-ZBJA ;Boeing 787-8 Dreamliner; C35W25Y154 ; 28 Jun 2013 ;lsd ; 8.9 Years ;;;
; G-ZBJB ;Boeing 787-8 Dreamliner; C35W25Y154 ; 25 Jun 2013 ;lsd ; 8.7 Years ;;;
; G-ZBJC ;Boeing 787-8 Dreamliner; C35W25Y154 ; 1 Sep 2013 ;lsd ; 8.8 Years ;;;
; G-ZBJD ;Boeing 787-8 Dreamliner; C35W25Y154 ; 27 Sep 2013 ;lsd ; 8.7 Years ;;;
; G-ZBJE ;Boeing 787-8 Dreamliner; C35W25Y154 ; 15 May 2014 ;lsd ; 7.8 Years ;;;
; G-ZBJF ;Boeing 787-8 Dreamliner; C35W25Y154 ; 25 May 2014 ;lsd ; 7.8 Years ;;;
; G-ZBJG ;Boeing 787-8 Dreamliner; C35W25Y154 ; 7 Jul 2014 ;lsd ; 7.7 Years ;;;
; G-ZBJH ;Boeing 787-8 Dreamliner; C35W25Y154 ; 15 Aug 2014 ;lsd ; 7.6 Years ;;;
; G-ZBJI ;Boeing 787-8 Dreamliner; C35W25Y154 ; 26 Sep 2017 ;lsd ; 4.5 Years ;;;
; G-ZBJJ ;Boeing 787-8 Dreamliner; C35W25Y154 ; 14 Jun 2018 ;Paul Jarvis, lsd ; 3.7 Years ;;;
; G-ZBJK ;Boeing 787-8 Dreamliner; C35W25Y154 ; 13 Sep 2018 ;; 3.5 Years ;;;
; G-ZBJM ;Boeing 787-8 Dreamliner; C35W25Y154 ; 15 Nov 2018 ;; 3.3 Years ;;;
; G-ZBKA ;Boeing 787-9 Dreamliner; F8C42W39Y127 ; 28 Sep 2015 ;; 6.5 Years ;;;
; G-ZBKB ;Boeing 787-9 Dreamliner; F8C42W39Y127 ; 20 Oct 2015 ;lsd ; 6.4 Years ;;;
; G-ZBKC ;Boeing 787-9 Dreamliner; F8C42W39Y127 ; 23 Oct 2015 ;lsd ; 6.4 Years ;;;
