;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SU-GEX ;Airbus A220-300; Y140 ; 4 Nov 2019 ; Parked ; 2.5 Years ;;
; SU-GEY ;Airbus A220-300; Y140 ; 30 Sep 2019 ;; 2.4 Years ;;
; SU-GEZ ;Airbus A220-300; Y140 ; 19 Oct 2019 ;; 2.4 Years ;;
; SU-GFA ;Airbus A220-300; Y140 ; 4 Nov 2019 ;lst Ibom Air ; 2.4 Years ;;
; SU-GFB ;Airbus A220-300; Y140 ; 16 Nov 2019 ; Parked ; 2.3 Years ;;
; SU-GFC ;Airbus A220-300; Y140 ; 21 Dec 2019 ; Parked ; 2.2 Years ;;
; SU-GFD ;Airbus A220-300; Y140 ; 7 Nov 2019 ;lst Ibom Air ; 2.3 Years ;;
; SU-GFE ;Airbus A220-300; Y140 ; 16 Jan 2020 ; Parked ; 2.1 Years ;;
; SU-GFF ;Airbus A220-300; Y140 ; 19 Feb 2020 ; Parked ; 2.1 Years ;;
; SU-GFG ;Airbus A220-300; Y140 ; 22 Sep 2020 ;; 2 Years ;;
; SU-GFH ;Airbus A220-300; Y140 ; 28 Jul 2020 ; Parked ; 1.7 Years ;;
; SU-GFI ;Airbus A220-300; Y140 ; 28 Sep 2020 ; Parked ; 1.5 Years ;;
; SU-GFJ ;Airbus A320-251N; C16Y126 ; 14 Feb 2020 ;lsd ; 2.1 Years ;;
; SU-GFK ;Airbus A320-251N; C16Y126 ; 18 Feb 2020 ; Parked, lsd ; 2.1 Years ;;
; SU-GFL ;Airbus A320-251N; C16Y126 ; 21 Feb 2020 ;lsd ; 2.1 Years ;;
; SU-GFM ;Airbus A320-251N; C16Y126 ; 26 Feb 2020 ;lsd ; 2.1 Years ;;
; SU-GFN ;Airbus A320-251N; C16Y126 ; 30 Jun 2020 ;lsd ; 1.9 Years ;;
; SU-GFO ;Airbus A320-251N; C16Y126 ; 6 Jul 2020 ;lsd ; 2 Years ;;
; SU-GFP ;Airbus A320-251N; C16Y126 ; 23 Jul 2020 ;lsd ; 1.9 Years ;;
; SU-GFQ ;Airbus A320-251N; C16Y126 ; 29 Jul 2020 ;lsd ; 1.6 Years ;;
; SU-GCE ;Airbus A330-243(P2F); Cargo ; 4 Aug 2018 ;; 17.8 Years ;;
; SU-GCF ;Airbus A330-243(P2F); Cargo ; 9 Nov 2019 ;; 17.7 Years ;;
; SU-GCJ ;Airbus A330-243(P2F); Cargo ; 2 Feb 2019 ;; 16.3 Years ;;
; SU-GCK ;Airbus A330-243; C24Y244 ; 27 Feb 2006 ;Star Alliance cs ; 16.1 Years ;;
; SU-GDS ;Airbus A330-343; C36Y265 ; 27 Aug 2010 ; Parked ; 11.6 Years ;;
; SU-GDT ;Airbus A330-343; C36Y265 ; 23 Nov 2011 ; Parked ; 10.7 Years ;;
; SU-GDU ;Airbus A330-343; C36Y265 ; 25 Nov 2011 ;; 10.5 Years ;;
; SU-GDV ;Airbus A330-343; C36Y265 ; 20 Dec 2011 ;; 10.5 Years ;;
; SU-GCM ;Boeing 737-866(WL); C24Y120 ; 29 Sep 2006 ;; 15.5 Years ;;
; SU-GCN ;Boeing 737-866(WL); C24Y120 ; 1 Dec 2006 ;; 15.3 Years ;;
; SU-GCO ;Boeing 737-866(WL); C24Y120 ; 5 Sep 2007 ;; 14.5 Years ;;
; SU-GCP ;Boeing 737-866(WL); C24Y120 ; 16 Nov 2007 ;; 14.3 Years ;;
; SU-GCR ;Boeing 737-866(WL); C24Y120 ; 9 Mar 2009 ;; 13 Years ;;
; SU-GCS ;Boeing 737-866(WL); C24Y120 ; 17 Aug 2008 ;Star Alliance cs ; 13.6 Years ;;
; SU-GCZ ;Boeing 737-866(WL); C24Y120 ; 7 Feb 2009 ;; 13.1 Years ;;
; SU-GDA ;Boeing 737-866(WL); C24Y120 ; 31 Aug 2009 ; Parked ; 12.5 Years ;;
; SU-GDB ;Boeing 737-866(WL); C24Y120 ; 4 Sep 2009 ;; 12.5 Years ;;
; SU-GDC ;Boeing 737-866(WL); C24Y120 ; 28 Sep 2009 ;; 12.5 Years ;;
; SU-GDD ;Boeing 737-866(WL); C24Y120 ; 19 Oct 2009 ; Parked ; 12.4 Years ;;
; SU-GDE ;Boeing 737-866(WL); C24Y120 ; 30 Sep 2009 ;; 12.4 Years ;;
; SU-GDX ;Boeing 737-866(WL); C24Y120 ; 29 Sep 2010 ;; 11.5 Years ;;
; SU-GDY ;Boeing 737-866(WL); C24Y120 ; 22 Oct 2010 ;; 11.4 Years ;;
; SU-GDZ ;Boeing 737-866(WL); C24Y120 ; 19 Nov 2010 ;; 11.3 Years ;;
; SU-GEA ;Boeing 737-866(WL); C24Y120 ; 15 Dec 2010 ;; 11.2 Years ;;
; SU-GEB ;Boeing 737-866(WL); C24Y120 ; 15 Jun 2011 ;; 10.7 Years ;;
; SU-GEC ;Boeing 737-866(WL); C24Y120 ; 7 Feb 2012 ; Parked ; 10.4 Years ;;
; SU-GED ;Boeing 737-866(WL); C24Y120 ; 11 Jul 2012 ;; 9.7 Years ;;
; SU-GEE ;Boeing 737-866(WL); C24Y120 ; 26 Sep 2012 ; Parked ; 9.6 Years ;;
; SU-GEF ;Boeing 737-866(WL); C16Y138 ; 9 Dec 2016 ;; 5.3 Years ;;
; SU-GEG ;Boeing 737-866(WL); C16Y138 ; 10 Feb 2017 ;lsd ; 5.1 Years ;;
