;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; OY-JRK ;Airbus A320-231; Y180 ; 1 Sep 2015 ;"Aalborg - København Fra 299,-" sticker ; 28.5 Years ;;
; OY-RUZ ;Airbus A320-232; Y180 ; 25 May 2018 ;lsd ; 23.8 Years ;;
; OY-RUU ;Airbus A321-231; Y198 ; 31 Oct 2018 ; Parked, lsd ; 23.5 Years ;;
; OY-CIR ;ATR 42-300; Y46 ; Aug 2020 ;; 33.6 Years ;;
; OY-CIU ;ATR 42-300; Y46 ; 10 Oct 2016 ;; 33.4 Years ;;
; OY-JRJ ;ATR 42-320; Y46 ; 12 May 1999 ;; 35.2 Years ;;
; OY-JRY ;ATR 42-300; Y46 ; 22 Dec 2000 ;; 34.4 Years ;;
; OY-RUF ;ATR 42-500; Y48 ; 5 Jun 2010 ;; 24.9 Years ;;
; OY-RUO ;ATR 42-500; Y50 ; 13 Jan 2017 ; Parked ; 25.3 Years ;;
; OY-JZD ;ATR 72-600 (72-212A); Y70 ; 6 Sep 2021 ;lsd ; 8.2 Years ;;
; OY-LHB ;ATR 72-202; Y66 ; 18 Apr 2013 ;; 25.4 Years ;;
; OY-LHC ;ATR 72-212; Y70 ; 4 Nov 2014 ; Parked ; 28 Years ;;
; OY-RUB ;ATR 72-202; Y66 ; Oct 2014 ;; 29.8 Years ;;
; OY-RUG ;ATR 72-202; Y66 ; 27 Aug 2012 ;; 24.2 Years ;;
; OY-RUN ;ATR 72-600 (72-212A); Y72 ; 1 Oct 2018 ;lsd ; 3.5 Years ;;
; OY-RUR ;ATR 72-201; Y68 ; 17 Sep 2015 ;; 32.7 Years ;;
; OY-RUV ;ATR 72-600 (72-212A); Y72 ; 23 Nov 2018 ;lsd ; 3.3 Years ;;
; SE-MDC ;ATR 72-500 (72-212A); Y72 ; 31 Oct 2018 ;lsd ; 12.2 Years ;;
