;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; OK-SWA ;Boeing 737-8 MAX; Y189 ; 30 Jan 2018 ;lsd ; 4.1 Years ;;
; OK-SWB ;Boeing 737-8 MAX; Y189 ; 30 Mar 2018 ;lsd ; 3.9 Years ;;
; OK-SWC ;Boeing 737-8 MAX; Y189 ; 16 May 2018 ;lsd ; 3.8 Years ;;
; OK-SWD ;Boeing 737-8 MAX; Y189 ; 25 May 2018 ;lsd ; 3.8 Years ;;
; OK-SWE ;Boeing 737-8 MAX; Y189 ; 20 Jun 2018 ;lsd ; 3.7 Years ;;
; OK-SWF ;Boeing 737-8 MAX; Y189 ; 21 Sep 2018 ;; 3.5 Years ;;
; OK-SWH ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 3 Years ;;
; OK-SWK ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 2.9 Years ;;
; OK-SWL ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 2.8 Years ;;
; OK-SWM ;Boeing 737-8 MAX; Y189 ; 31 Jan 2019 ;lsd ; 3.1 Years ;;
; OK-SWN ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 2.8 Years ;;
; OK-SWO ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 2.7 Years ;;
; OK-SWP ;Boeing 737-8 MAX; Y189 ; On Order ;; 2.6 Years ;;
; OK-SWQ ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 2.6 Years ;;
; OK-SWR ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 2.2 Years ;;
; OK-SWS ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ; 1.7 Years ;;
; OK-SWU ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ;;;
; OK-SWV ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ;;;
; OK-SWX ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ;;;
; OK-SWT ;Boeing 737-7Q8; Y148 ; 22 Jun 2012 ; Parked, lsd ; 19.1 Years ;;
; OK-SWW ;Boeing 737-7Q8; Y148 ; 1 Jun 2012 ;lsd ; 19.1 Years ;;
; OK-TSD ;Boeing 737-8Q8(WL); Y189 ; 9 Apr 2020 ; Parked, lsd ; 7.8 Years ;;
; OK-TSE ;Boeing 737-81D(WL); Y189 ; 24 Mar 2020 ;lsd ; 8.1 Years ;;
; OK-TSF ;Boeing 737-8GJ(WL); Y189 ; 28 Mar 2020 ;lsd ; 13.1 Years ;;
; OK-TSO ;Boeing 737-8GQ(WL); Y189 ; 25 Mar 2020 ;lsd ; 14.3 Years ;;
; OK-TSR ;Boeing 737-82R(WL); Y189 ; 26 Feb 2019 ; Parked, lsd ; 11.7 Years ;;
; OK-TSS ;Boeing 737-81M(WL); Y189 ; 26 Feb 2019 ; Parked, lsd ; 14 Years ;;
; OK-TST ;Boeing 737-86N(WL); Y189 ; 14 Jul 2020 ;lsd ; 12 Years ;;
; OK-TSU ;Boeing 737-8FZ(WL); Y189 ; 31 May 2019 ; Parked, lsd ; 11.9 Years ;;
; OK-TVF ;Boeing 737-8FH(WL); Y189 ; 6 Apr 2020 ; Parked, lsd ; 16.9 Years ;;
; OK-TVG ;Boeing 737-8Q8(WL); Y189 ; 9 Apr 2020 ;lsd ; 14.8 Years ;;
; OK-TVH ;Boeing 737-8Q8(WL); Y189 ; 9 Apr 2020 ;lsd ; 13.8 Years ;;
; OK-TVJ ;Boeing 737-8Q8(WL); Y189 ; 6 Apr 2020 ;lsd ; 18 Years ;;
; OK-TVL ;Boeing 737-8FN(WL); Y189 ; 6 Apr 2020 ;lsd ; 12.1 Years ;;
; OK-TVM ;Boeing 737-8FN(WL); Y189 ; 26 Mar 2020 ;lsd ; 12.1 Years ;;
; OK-TVO ;Boeing 737-8CX(WL); Y189 ; 10 Dec 2018 ; Parked, lsd ; 20 Years ;;
; OK-TVR ;Boeing 737-86N(WL); Y189 ; 31 Mar 2020 ; Parked, lsd ; 10.9 Years ;;
; OK-TVS ;Boeing 737-86N(WL); Y189 ; 9 Apr 2020 ;lsd ; 10.9 Years ;;
; OK-TVT ;Boeing 737-86N(WL); Y189 ; 24 Mar 2020 ;lsd ; 10.1 Years ;;
; OK-TVU ;Boeing 737-86N(WL); Y189 ; 22 Apr 2020 ;lsd ; 10 Years ;;
; OK-TVV ;Boeing 737-86N(WL); Y189 ; 22 Apr 2020 ;lsd ; 9.8 Years ;;
; OK-TVW ;Boeing 737-86Q(WL); Y189 ; 25 Mar 2020 ; Parked, lsd ; 17.4 Years ;;
; OK-TVX ;Boeing 737-8Z9(WL); Y189 ; 23 Mar 2020 ;lsd ; 16.9 Years ;;
; OK-TVY ;Boeing 737-8Q8(WL); Y189 ; 31 Mar 2020 ;lsd ; 14.7 Years ;;
; OK-TSI ;Boeing 737-9GJER(WL); Y212 ; 10 Dec 2018 ;lsd ; 10.3 Years ;;
; OK-TSM ;Boeing 737-9GJER(WL); Y212 ; 10 Dec 2018 ;lsd ; 14.3 Years ;;
