;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; LN-DYJ ;Boeing 737-8JP(WL); Y186 ; 29 Jun 2021 ;lsd ; Georg Brandes ; 11.1 Years ;;
; LN-DYK ;Boeing 737-8JP(WL); Y186 ; 9 Jun 2021 ;lsd ; Carl Larsson ; 11.1 Years ;;
; LN-DYM ;Boeing 737-8JP(WL); Y186 ; 21 Oct 2021 ;lsd ; Andre Bjerke ; 11 Years ;;
; LN-DYR ;Boeing 737-8JP(WL); Y186 ; 23 Jun 2021 ;lsd ; Peter C Asbjornsen / Jorgen Moe ; 10.8 Years ;;
; LN-DYT ;Boeing 737-8JP(WL); Y186 ; 8 Dec 2021 ; Parked, lsd ;; 10.7 Years ;;
; LN-DYU ;Boeing 737-8JP(WL); Y186 ; 16 Dec 2021 ; Parked, lsd, Wireless internet on board cs ; Jørn Utzon ; 10.6 Years ;;
; LN-DYX ;Boeing 737-8JP(WL); Y186 ; 21 Jun 2021 ;lsd ;; 10 Years ;;
; LN-DYY ;Boeing 737-8JP(WL); Y186 ; 24 Jun 2021 ;lsd ; Vilhelm Bjerknes ; 9.9 Years ;;
; LN-ENL ;Boeing 737-8JP(WL); Y186 ; 13 Aug 2021 ;;; 6 Years ;;
; LN-ENM ;Boeing 737-8JP(WL); Y186 ; 8 Jul 2021 ;;; 6.1 Years ;;
; LN-ENN ;Boeing 737-8JP(WL); Y189 ; 30 Apr 2021 ;lsd ; Christopher Polhem ; 5.2 Years ;;
; LN-ENO ;Boeing 737-8JP(WL); Y189 ; 16 Jun 2021 ;;; 4.8 Years ;;
; LN-ENP ;Boeing 737-8JP(WL); Y189 ; 8 Jun 2021 ;lsd ; Freddie Mercury ; 4.5 Years ;;
; LN-ENQ ;Boeing 737-8JP(WL); Y189 ; 2 Jun 2021 ;lsd ; Aleksis Kivi ; 4.3 Years ;;
; LN-ENR ;Boeing 737-8JP(WL); Y189 ; 11 Jun 2021 ;lsd ; Jan Baalsrud ; 4.2 Years ;;
; LN-ENS ;Boeing 737-8JP(WL); Y189 ; 10 Jun 2021 ;lsf Otra Aviation Leasing ;; 4.8 Years ;;
; LN-ENT ;Boeing 737-8JP(WL); Y189 ; 3 Jun 2021 ;lsd ; Richard Møller Nielsen ; 4.7 Years ;;
; LN-ENU ;Boeing 737-8JP(WL); Y186 ; 11 Aug 2021 ;lsd ;; 6.6 Years ;;
; LN-ENV ;Boeing 737-8JP(WL); Y186 ; 30 Jun 2021 ;lsd ;; 6.5 Years ;;
; LN-NGD ;Boeing 737-8JP(WL); Y186 ; 8 Dec 2021 ;lsd ;; 9.5 Years ;;
; LN-NGK ;Boeing 737-8JP(WL); Y186 ; 16 Dec 2021 ; Parked NAP, lsd ;; 8.7 Years ;;
; LN-NGM ;Boeing 737-8JP(WL); Y186 ; 10 Apr 2021 ;lsd ; Carl Nielsen ; 8.5 Years ;;
; LN-NGS ;Boeing 737-8JP(WL); Y186 ; 28 Jun 2021 ;lsd ;; 8.1 Years ;;
; LN-NGZ ;Boeing 737-8JP(WL); Y186 ; 23 Apr 2021 ;lsd ;; 7.6 Years ;;
; LN-NHA ;Boeing 737-8JP(WL); Y186 ; 26 Apr 2021 ;lsd ;; 7.5 Years ;;
; LN-NHE ;Boeing 737-8JP(WL); Y186 ; 16 Dec 2021 ; Parked NAP, lsd ;; 6.8 Years ;;
; LN-NHG ;Boeing 737-8JP(WL); Y186 ; 16 Dec 2021 ; Parked NAP, lsd ;; 6.6 Years ;;
; LN-NIE ;Boeing 737-8JP(WL); Y186 ; 31 Oct 2021 ;lsd ; Asta Nielsen ; 9.1 Years ;;
; LN-NIG ;Boeing 737-8JP(WL); Y186 ; 12 Jun 2021 ;lsd ; Juan Sebastián Elcano ; 7.4 Years ;;
; LN-NIH ;Boeing 737-8JP(WL); Y186 ; 11 Jun 2021 ;lsd ; Christopher Columbus ; 7.3 Years ;;
; LN-NII ;Boeing 737-8JP(WL); Y186 ; 10 Jun 2021 ;lsd ; J.C.H. Ellehammer ; 7.2 Years ;;
; LN-NIK ;Boeing 737-8FZ(WL); Y189 ; Due ; Stored, lsd ;; 11.8 Years ;;
; LN-NIL ;Boeing 737-8KN(WL); Y189 ; Due ; Stored, lsd ;; 11.5 Years ;;
; LN-NIM ;Boeing 737-8KN(WL); Y189 ; Due ; Stored, lsd ;; 11.3 Years ;;
; LN-NIN ;Boeing 737-81M(WL); Y189 ; Due ; Stored, lsd ;; 14.9 Years ;;
; LN-NIO ;Boeing 737-81M(WL); Y189 ; Due ; Stored, lsd ;; 13.5 Years ;;
; LN-NIP ;Boeing 737-84P(WL); Y189 ; Due ; Stored, lsd ;; 12 Years ;;
; LN-NIQ ;Boeing 737-84P(WL); Y189 ; Due ; Stored, lsd ;; 11.8 Years ;;
; LN-NOD ;Boeing 737-8Q8(WL); Y189 ; 4 Jun 2021 ;lsd ; Sonja Henie ; 13.8 Years ;;
