;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; JA01JC ;ATR 42-600; Y48 ; 21 Jan 2017 ;Hibiscus cs ; 5.2 Years ;;
; JA02JC ;ATR 42-600; Y48 ; 23 Sep 2017 ;Hibiscus cs ; 4.5 Years ;;
; JA03JC ;ATR 42-600; Y48 ; 1 Feb 2018 ;; 4.1 Years ;;
; JA04JC ;ATR 42-600; Y48 ; 30 Mar 2018 ;; 4 Years ;;
; JA05JC ;ATR 42-600; Y48 ; 30 Jun 2018 ;Kounotori Tajima cs ; 3.7 Years ;;
; JA07JC ;ATR 42-600; Y48 ; 24 Jan 2019 ;; 3.1 Years ;;
; JA09JC ;ATR 42-600; Y48 ; 5 Dec 2019 ;; 2.4 Years ;;
; JA10JC ;ATR 42-600; Y48 ; 5 May 2021 ;; 0.9 Years ;;
; JA06JC ;ATR 72-600 (72-212A); Y70 ; 30 Oct 2018 ;"ATR 1500th" sticker ; 3.4 Years ;;
; JA08JC ;ATR 72-600 (72-212A); Y70 ; 30 May 2019 ; Parked ; 2.8 Years ;;
